Word,中文,詞性,例句,中文說明,EN,US
leader,領導，領導人,noun,a religious leader,宗教領袖,/ˈliːdə(r)/,/ˈliːdər/
leaf,葉，葉片，葉子，樹葉,noun,a palm leaf,棕櫚樹葉,/liːf/,/liːf/
league,（體育項目）聯合會，聯賽，聯盟,noun,Who do you think will win the league championship this year?,你認為誰會獲得今年的聯賽冠軍？,/liːɡ/,/liːɡ/
lean,（使）傾斜，（使）向一側歪斜,verb,She leaned forward and whispered something in my ear.,她俯身過來和我耳語了幾句。,/liːn/,/liːn/
learn,學，學習,verb,They learn Russian at school.,他們在學校學俄語。,/lɜːn/,/lɜːrn/
least,最少；最小,adverb,This group is the least likely of the four to win.,該組在四個小組當中獲勝的可能性最小。,/liːst/,/liːst/
leather,皮革,noun,a leather coat/belt/handbag,皮衣／帶／包,/ˈleðə(r)/,/ˈleðər/
leave,離開;離去;走開,verb,I'll be leaving at five o'clock tomorrow.,我明天早晨五點鐘離開。,/liːv/,/liːv/
leave out,除去；撇開；忽略,phrasal verb,You can leave the butter out of this recipe if you're on a low-fat diet.,如果你正在節食可以把奶油從食譜中去掉。,,
lecture,（尤指面向學生的）講座，課,noun,We went to a lecture on Italian art.,我們去參加了一個關於義大利藝術的講座。,/ˈlektʃə(r)/,/ˈlektʃər/
left,左邊的，左側的,adjective,His left eye was heavily bandaged.,他的左眼被嚴嚴實實地包紮了起來。,/left/,/left/
leg,腿，腿部,noun,My legs were tired after so much walking.,走了這麽遠的路，我的腿有些累了。,/leɡ/,/leɡ/
legal,法律的，法律上的，法律方面的,adjective,legal advice,法律建議,/ˈliːɡl/,/ˈliːɡl/
legally,依法，按照法律,adverb,Children under 16 are not legally allowed to buy cigarettes.,法律規定16歲以下未成年人不得購買香煙。,/ˈliːɡəli/,/ˈliːɡəli/
lemon,檸檬,noun,For this recipe you need the juice of two lemons.,按照這份食譜，你需要兩個檸檬的果汁。,/ˈlemən/,/ˈlemən/
lend,借出，借給,verb,She doesn't like lending her books.,她不喜歡把書借給別人。,/lend/,/lend/
length,長，長度,noun,The boat is ten metres in length.,這條船長十米。,/leŋkθ/,/leŋkθ/
less,更少，較小,determiner,We must try to spend less money.,我們必須儘量少花一些錢。,/les/,/les/
lesson,（一節）課,noun,How can we make science lessons more interesting?,我們怎樣才能把理科課程講得更有趣一些呢?,/ˈlesn/,/ˈlesn/
let,讓;允許;准許,verb,She wanted to go but her parents wouldn't let her.,她想走，但父母不讓。,/let/,/let/
let down,辜負（某人），使（某人）失望,phrasal verb,"You will be there tomorrow - you won't let me down, will you?",明天你會去那裡的——你不會讓我失望，對吧？,,
let off,寬宥（某人）;從輕處罰（某人）,phrasal verb,Instead of a prison sentence they were let off with a fine.,他們沒有被判刑，只是被罰了款而已。,,
letter,信函,noun,,,/ˈletə(r)/,/ˈletər/
level,高度,noun,The water level in the lake is much higher after heavy rain.,暴雨過後這個湖的水位上升了很多。,/ˈlevl/,/ˈlevl/
library,圖書館;閱覽室,noun,a public/university library,公共／大學圖書館,/ˈlaɪbrəri/,/ˈlaɪbri/
licence,許可證，執照，牌照,noun,a dog licence,養狗執照,/ˈlaɪsns/,/ˈlaɪsns/
license,（licence的美式拼寫）,noun,The universities make discoveries and license them to a company.,一些公司獲得了這些産品的銷售許可。,/ˈlaɪsns/,/ˈlaɪsns/
lid,蓋，蓋子,noun,Can you get the lid off this jar?,你能把罐子的蓋打開嗎？,/lɪd/,/lɪd/
lie around,亂放，亂擱,phrasal verb,Has anyone seen my keys lying around?,有人看見我的鎖匙留在甚麽地方了嗎？,,
lie down,躺下,phrasal verb,He lay down on the bed and tried to relax.,他躺在床上想休息一下。,,
life,壽命;生命;一生，人生;生活;性命,noun,Life's too short to worry about money!,人生短暫，何必為金錢而煩惱！,/laɪf/,/laɪf/
lift,舉起，提起，抬起，吊起,verb,"Could you help me lift this table, please?",你能幫我抬一下桌子嗎？,/lɪft/,/lɪft/
light,光，光亮，光線,noun,a bright light,明亮的光線,/laɪt/,/laɪt/
lightly,輕輕地；稍稍地,adverb,She patted him lightly on the shoulder.,她輕輕地拍了拍他的肩膀。,/ˈlaɪtli/,/ˈlaɪtli/
like,喜歡，喜愛,verb,I like your new haircut.,我喜歡你的新髮型。,/laɪk/,/laɪk/
likely,很可能的，可能要發生的,adjective,Do remind me because I'm likely to forget.,一定要提醒我，因爲我可能會忘記。,/ˈlaɪkli/,/ˈlaɪkli/
limit,限額；限制；上限,noun,Is there a limit on the amount of money you can claim?,你能索賠到的金額有上限嗎？,/ˈlɪmɪt/,/ˈlɪmɪt/
limited,有限的；不多的，少量的,adjective,a limited choice,有限的選擇,/ˈlɪmɪtɪd/,/ˈlɪmɪtɪd/
limit to,限額；限制；上限,noun,Is there a limit on the amount of money you can claim?,你能索賠到的金額有上限嗎？,,
line,線，線條,noun,a straight line,直線,/laɪn/,/laɪn/
link,聯繫，關聯；關係,noun,There's a direct link between diet and heart disease.,日常飲食與心臟病有直接的關係。,/lɪŋk/,/lɪŋk/
lip,唇，嘴唇,noun,She kissed me on the lips.,她吻了我的嘴唇。,/lɪp/,/lɪp/
liquid,液體,noun,Mercury is a liquid at room temperature.,水銀在室溫下爲液體。,/ˈlɪkwɪd/,/ˈlɪkwɪd/
list,名單，目錄；清單,noun,a shopping list,購物單,/lɪst/,/lɪst/
listen,聽，傾聽,verb,What kind of music do you listen to?,你聽哪一類的音樂？,/ˈlɪsn/,/ˈlɪsn/
literature,文學；（尤指有傳世價值的）文學作品,noun,classical/modern literature,古典／現代文學,/ˈlɪtrətʃə(r)/,/ˈlɪtrətʃər/
litre,（度量單位）升,noun,The tax increase will add 4p to a litre of petrol.,稅率上調後每升汽油要漲四個便士。,/ˈliːtə(r)/,/ˈliːtər/
little,小的，少的,adjective,It came in a little box.,它是裝在一個小盒子裡送來的。,/ˈlɪtl/,/ˈlɪtl/
lively,精力充沛的;生氣勃勃的;活躍的,adjective,It's hard work teaching a class of lively children.,給一班活潑好動的孩子們當老師很辛苦。,/ˈlaɪvli/,/ˈlaɪvli/
live on,依靠（…錢）生活,phrasal verb,We lived on very little when we first got married.,我們剛結婚的時候日子過得很緊。,,
live through,經歷困難的情形（或事件）,phrasal verb,He could never know the pain and fear this child had lived through.,他永遠不會知道這個孩子經歷的痛苦和恐懼。,,
live together,（未婚）同居,phrasal verb,Nowadays many young people live together before they get married.,現在許多年輕人都婚前同居。,,
living,活著的，在世的;現存的,adjective,living organisms,活（的生物）體,/ˈlɪvɪŋ/,/ˈlɪvɪŋ/
load,（尤指車輛、橋樑、動物等的）負重，負荷，載重,noun,The maximum load for this elevator is eight persons.,這部電梯的最大載客量爲八人。,/ləʊd/,/ləʊd/
loan,貸款，借款,noun,"She's trying to get a $50,000 loan to start her own business.",為了開辦自己的公司，她正在爭取一筆五萬美元的貸款。,/ləʊn/,/ləʊn/
local,當地的，本地的,adjective,a local accent,當地口音,/ˈləʊkl/,/ˈləʊkl/
locally,在當地,adverb,The restaurant uses fruit and vegetables that are grown locally.,這家商店所有的水果和蔬菜都是當地出產的。,/ˈləʊkəli/,/ˈləʊkəli/
locate,我們的辦事處位於曼哈頓市中心。,verb,Our office is located in midtown Manhattan.,我們的辦事處位於曼哈頓市中心。,/ləʊˈkeɪt/,/ˈləʊkeɪt/
location,地點，位置,noun,The hotel is in a beautiful location overlooking the lake.,該飯店的位置極佳，可以俯瞰整個湖面。,/ləʊˈkeɪʃn/,/ləʊˈkeɪʃn/
lock,鎖，門鎖,noun,I heard someone turn a key in the lock.,我聽見有人在用鎖匙開門。,/lɒk/,/lɑːk/
lock up,鎖好（門窗）,phrasal verb,"Sandra, will you lock up tonight when you go?",桑德拉，你今晚離開時把門窗都鎖上好嗎？,,
logic,邏輯思維，理性思維,noun,I fail to see the logic behind his argument.,我看不出他的論點有甚麽邏輯依據。,/ˈlɒdʒɪk/,/ˈlɑːdʒɪk/
logical,合乎邏輯的，合理的,adjective,a logical choice/conclusion,合乎邏輯的選擇／結論,/ˈlɒdʒɪkl/,/ˈlɑːdʒɪkl/
lonely,孤獨的，寂寞的,adjective,She gets lonely now that all the kids have left home.,現在孩子們都離開了家，她感到有些孤獨。,/ˈləʊnli/,/ˈləʊnli/
long,長時間的，長久的,adjective,a long film/meeting,很長的電影／會議,/lɒŋ/,/lɔːŋ/
look,看，瞧，注視,verb,Look! There's grandma.,看！祖母在那裡。,/lʊk/,/lʊk/
look after,照看，照顧，看管,phrasal verb,We look after the neighbours' cat while they're away.,鄰居不在家的時候，我們照顧他們的貓。,,
look at,思考，思索，考慮,phrasal verb,Management is looking at ways of cutting costs.,管理層正在考慮削減成本的辦法。,,
look down on,看不起，小看，蔑視,phrasal verb,She thinks they look down on her because she doesn't have a job.,她覺得他們看不起她是因為她沒有工作。,,
look forward to,盼望，期盼,phrasal verb,I'm really looking forward to my holiday.,我熱切盼望著假期的到來。,,
look into,調查，研究,phrasal verb,We're looking into the possibility of merging the two departments.,我們正在研究這兩個部門合併的可能性。,,
look on,旁觀,phrasal verb,A large crowd looked on as the band played.,樂隊演奏的時候有一大群人在旁邊觀看。,,
look out,小心，當心,phrasal verb,The police have warned shopkeepers to look out for forged notes.,員警已經提醒過店主要小心假鈔。,,
look out for,努力尋找，注意尋找,phrasal verb,Look out for Anna while you're there.,你在那裡的時候注意找一找安娜。,,
look round,遊覽;逛,phrasal verb,She spent the afternoon looking around the town.,她一下午都在城裡閒逛。,,
look through,瀏覽，快速看,phrasal verb,I've looked through some catalogues.,我已經瀏覽了一些目錄。,,
look up,改善，好轉,phrasal verb,I hope things will start to look up in the new year.,我希望在新的一年裡情況會有所好轉。,,
loose,鬆的，鬆動的,adjective,There were some loose wires hanging out of the wall.,牆上搭著幾根沒有接好的電線。,/luːs/,/luːs/
loosely,鬆散地；寬鬆地,adverb,"The parcel had only been loosely wrapped, and the paper had come off.",包裹沒有包紮好，上面的包裝紙已經脫落了。,/ˈluːsli/,/ˈluːsli/
lord,老爺，貴族,noun,Several alleged drug lords are to be put on trial.,幾個受到指控的毒梟將被送上法庭。,/lɔːd/,/lɔːrd/
lorry,卡車，貨車,noun,an articulated lorry,鉸鏈式卡車,/ˈlɒri/,/ˈlɔːri/
lose,丟失，遺失,verb,I've lost my ticket.,我丟了票。,/luːz/,/luːz/
loss,喪失，失去，失落,noun,Many parents feel a sense of loss when their children leave home.,孩子們離家後許多父母都會有失落感。,/lɒs/,/lɔːs/
lost,迷路的，走失的,adjective,I got lost in the New York subway system.,我在紐約地鐵裡迷路了。,/lɒst/,/lɔːst/
lot,她水果吃得很多。,noun,She eats lots of fruit.,她水果吃得很多。,/lɒt/,/lɑːt/
loud,吵鬧的，大聲的，響亮的,adjective,a loud explosion/noise/voice,巨大的爆炸聲／巨大的吵鬧聲／洪亮的嗓音,/laʊd/,/laʊd/
loudly,大聲地，響亮地,adverb,She spoke very loudly.,她說話的聲音很大。,/ˈlaʊdli/,/ˈlaʊdli/
love,愛，喜愛,verb,I love you.,我愛你。,/lʌv/,/lʌv/
lovely,快樂的，愉快的,adjective,a lovely meal/evening,愉快的晚餐／晚上,/ˈlʌvli/,/ˈlʌvli/
lover,情人，戀人,noun,They were friends before they became lovers.,他們最初是朋友，後來成了情人。,/ˈlʌvə(r)/,/ˈlʌvər/
low,低的；矮的,adjective,a low fence,矮欄柵,/ləʊ/,/ləʊ/
loyal,忠實的，忠誠的,adjective,Jack has been a loyal worker in this company for almost 50 years.,傑克是這間公司忠誠的員工，已經工作了快50年了。,/ˈlɔɪəl/,/ˈlɔɪəl/
luck,運氣；（尤指）機遇，機會,noun,It was just luck that I asked for a job at the right time.,真是機緣巧合，我剛好在合適的時機開口說想找份工作。,/lʌk/,/lʌk/
lucky,幸運的，走運的，運氣好的,adjective,"""I'm going to Japan."" ""Lucky you!""",「我要去日本了。」「你運氣真好！」,/ˈlʌki/,/ˈlʌki/
luggage,行李箱，行李,noun,We bought some new luggage for our trip.,我們為旅行買了一些新行李箱。,/ˈlʌɡɪdʒ/,/ˈlʌɡɪdʒ/
lump,（通常指無固定形狀的）塊，團,noun,a lump of coal,一塊煤,/lʌmp/,/lʌmp/
lunch,午餐，午飯,noun,What's for lunch?,午飯吃甚麼？,/lʌntʃ/,/lʌntʃ/
lung,肺，肺部,noun,lung cancer,肺癌,/lʌŋ/,/lʌŋ/
