Word,中文,詞性,例句,中文說明,EN,US
read over,（尤指為了發現錯誤）快速通讀，從頭到尾瀏覽,phrasal verb,I read your proposal through last night and I think we'll agree to it.,昨晚我把你的建議從頭到尾讀了一遍，我認為我們會採納的。,,
ready,準備好的，有準備的；現成的；方便使用的,adjective,Are you ready to leave?,你準備好離開了嗎？,/ˈredi/,/ˈredi/
real,實際存在的，現實的；真實的,adjective,Assuring the patient that she has a real and not imaginary problem is the first step.,使病人確信她真的患病，並非杯弓蛇影，這是對她進行治療的第一步。,/ˈriːəl/,/rɪəl/
realistic,現實的;實事求是的;務實的,adjective,Let's be realistic (about this) - I just can't afford to pay that much money.,（在這一點上）我們還是現實一點吧——我根本就付不起那麽一大筆錢。,/ˌriːəˈlɪstɪk/,/ˌrɪəˈlɪstɪk/
reality,現實；實際情況,noun,"The reality of the situation is that unless we find some new funding soon, the youth centre will have to close.",現實情況是，如果我們不能馬上再籌到一些資金，青少年中心就得關門。,/riˈæləti/,/riˈæləti/
realize,明白;認識到;意識到,verb,They didn't realize the danger they were in.,他們沒有意識到自己身處危險之中。,/ˈriːəlaɪz/,/ˈrɪəlaɪz/
really,事實上；實際上；真正地,adverb,He isn't really angry - he's just pretending.,他不是真生氣——他只是假裝的。,/ˈriːəli/,/ˈrɪəli/
rear,後部的；後面的；背部的,adjective,There's a sticker on the rear door/window.,後門／後窗戶上貼著一張紙條。,/rɪə(r)/,/rɪr/
reason,原因；理由；解釋,noun,"The reason for the disaster was engine failure, not human error.",這次災難的原因是引擎故障，而非人為錯誤。,/ˈriːzn/,/ˈriːzn/
reasonable,合情理的;講道理的;公平的,adjective,"If you tell him what happened, I'm sure he'll understand - he's a reasonable man.",如果你把發生的事情說給他聽，我相信他肯定會理解的——他是個通情達理的人。,/ˈriːznəbl/,/ˈriːznəbl/
reasonably,理性地;有理智地;通情達理地,adverb,Stop shouting and let's discuss this reasonably.,別吵吵嚷嚷了，我們來理智地討論一下此事。,/ˈriːznəbli/,/ˈriːznəbli/
recall,回憶起;回想起;記得,verb,The old man recalled the city as it had been before the war.,這位老人回憶起戰前這座城市的樣子。,/rɪˈkɔːl/,/rɪˈkɔːl/
receipt,發票；收據；收條,noun,Make sure you are given a receipt for everything you buy.,買甚麽東西都一定記著要發票。,/rɪˈsiːt/,/rɪˈsiːt/
receive,得到;收到;受到,verb,Did you receive my letter?,你收到我的信了嗎？,/rɪˈsiːv/,/rɪˈsiːv/
recent,最近的;最新的;近來的,adjective,Is that a recent photo?,那張照片是最近照的嗎？,/ˈriːsnt/,/ˈriːsnt/
recently,最近;近來,adverb,Have you seen any good films recently?,你最近看過甚麽好電影嗎？,/ˈriːsntli/,/ˈriːsntli/
reception,歡迎會;招待會,noun,The president gave a reception for the visiting heads of state.,總統舉行招待會款待來訪的外國元首。,/rɪˈsepʃn/,/rɪˈsepʃn/
reckon,想;認為，以為,verb,I reckon it's going to rain.,我覺得天要下雨了。,/ˈrekən/,/ˈrekən/
reckon on,指望;盼望;依賴,phrasal verb,"We're reckoning on selling 2,000 cars a month.",我們希望每個月的汽車銷售量能達到2000輛。,,
recognition,承認;認可;接受,noun,"It's a new country, hoping for diplomatic recognition from the international community.",這是個新國家，希望在外交上得到國際社會的承認。,/ˌrekəɡˈnɪʃn/,/ˌrekəɡˈnɪʃn/
recognize,認出，認識;識別,verb,"I hadn't seen her for 20 years, but I recognized her immediately.",我20年沒見她了，但我還是一眼就認出了她。,/ˈrekəɡnaɪz/,/ˈrekəɡnaɪz/
recommend,推薦，介紹;建議,verb,I can recommend the chicken in mushroom sauce - it's delicious.,我可以向您推薦蘑菇汁雞肉——這道菜非常可口。,/ˌrekəˈmend/,/ˌrekəˈmend/
record,錄製;錄（音）;錄（像）,verb,Cliff Richard has recorded more number one hit songs than any other British pop star.,在英國流行樂歌星中，克利夫．理查錄製的歌曲榮登排行榜榜首的數量最多。,/ˈrekɔːd/,/ˈrekərd/
recording,音像錄製品，唱片；錄音；錄影,noun,I bought a recording of Maria Callas singing Verdi.,我買了一張瑪麗亞．卡拉斯演唱威爾第歌劇的唱片。,/rɪˈkɔːdɪŋ/,/rɪˈkɔːrdɪŋ/
recover,（在疾病或受傷之後）完全恢復健康,verb,It took her a long time to recover from/after her heart operation.,她心臟動手術後很長時間身體才復原。,/rɪˈkʌvə(r)/,/rɪˈkʌvər/
red,紅的，紅色的,adjective,red lipstick,紅色唇膏,/red/,/red/
reduce,減少；減小；降低；縮小,verb,Do nuclear weapons really reduce the risk of war?,核武器真的可以減小戰爭爆發的危險嗎？,/rɪˈdjuːs/,/rɪˈduːs/
reduction,減少；減小；降低；縮小,noun,a reduction in traffic,交通量的減少,/rɪˈdʌkʃn/,/rɪˈdʌkʃn/
refer,（尤指簡短地）提到，談及，談起,phrasal verb,In her autobiography she occasionally refers to her unhappy schooldays.,在其自傳中，她偶爾提及了她不快樂的學生時代。,/rɪˈfɜː(r)/,/rɪˈfɜːr/
reference,提到;談到;論及,noun,"Knowing what had happened, I avoided making any reference to (= mentioning) weddings.",因為我知道發生了甚麽，所以就避開不談婚禮的事情。,/ˈrefrəns/,/ˈrefrəns/
refer to,告訴讀者參照（書中其它部分）,verb,The main entry also cross-refers you to the appendix on page 259.,主條目還參照了第259頁的附錄。,,
reflect,反射（光、熱、聲等）;反映，映出（影像）,verb,He saw himself reflected in the water/mirror/shop window.,他在水中／鏡子裡／商店櫥窗玻璃上看到了自己的影像。,/rɪˈflekt/,/rɪˈflekt/
reform,（尤指透過改變人的行為或事物的構造而）改革，改進，改造,verb,Who will reform our unfair electoral system?,誰將改革我們不公正的選舉制度呢？,/rɪˈfɔːm/,/rɪˈfɔːrm/
refrigerator,冰箱，電冰箱,noun,Store fruit juice in the refrigerator.,把水果汁儲存在冰箱裡。,/rɪˈfrɪdʒəreɪtə(r)/,/rɪˈfrɪdʒəreɪtər/
refusal,拒絕;回絕,noun,Our request for permission to travel met with/received a flat/point-blank (= complete) refusal from the authorities.,我們向當局申請旅遊簽證，但遭到斷然拒絕。,/rɪˈfjuːzl/,/rɪˈfjuːzl/
regard,考慮，思考;將…認為;看待,verb,Environmentalists regard GM technology with suspicion.,環境論者對基因改造技術持懷疑態度。,/rɪˈɡɑːd/,/rɪˈɡɑːrd/
regarding,關於；至於,preposition,The company is being questioned regarding its employment policy.,該公司的用人政策正受到質疑。,/rɪˈɡɑːdɪŋ/,/rɪˈɡɑːrdɪŋ/
region,區域，地區;（國家的）行政區,noun,one of China's autonomous regions,中國的自治區之一,/ˈriːdʒən/,/ˈriːdʒən/
regional,地區的;區域的,adjective,a regional accent/dialect/newspaper,地區口音／方言／地方報紙,/ˈriːdʒənl/,/ˈriːdʒənl/
register,（尤指把姓名）登記，註冊，記錄,verb,I registered the car in my name.,我把車登記在我的名下。,/ˈredʒɪstə(r)/,/ˈredʒɪstər/
regret,懊悔，遺憾;惋惜;痛惜,noun,"I left school at 16, but I've had a great life and I have no regrets.",我16歲就輟學了，但是我的人生很成功，我沒有甚麽可遺憾的。,/rɪˈɡret/,/rɪˈɡret/
regular,頻繁的;經常發生的;經常做的,adjective,a regular customer/churchgoer/reader/user,老顧客／經常去教堂做禮拜的人／固定讀者／老用戶,/ˈreɡjələ(r)/,/ˈreɡjələr/
regularly,經常地,adverb,She regularly appears on TV talk shows.,她常常在電視上各種脫口秀節目中露面。,/ˈreɡjələli/,/ˈreɡjələrli/
regulation,規則，條例，法規;控制，管理,noun,safety/health/traffic/fire/security regulations,安全／衛生／交通／消防／保安條例,/ˌreɡjuˈleɪʃn/,/ˌreɡjuˈleɪʃn/
reject,拒絕接受;拒收;不錄用;不相信,verb,The appeal was rejected by the court.,上訴被法院駁回。,/rɪˈdʒekt/,/rɪˈdʒekt/
relate,找到聯繫；證明…有聯繫,verb,We need to explain why these issues are important and relate them to everyday life.,我們需要解釋為什麼這些問題很重要並且和他們的日常生活相關。,/rɪˈleɪt/,/rɪˈleɪt/
related,有關的；有聯繫的；相關的,adjective,We discussed unemployment and related issues.,我們探討了失業及相關問題。,/rɪˈleɪtɪd/,/rɪˈleɪtɪd/
relate to,找到聯繫；證明…有聯繫,verb,We need to explain why these issues are important and relate them to everyday life.,我們需要解釋為什麼這些問題很重要並且和他們的日常生活相關。,,
relation,他和新娶的妻子之間的關係很緊張。,noun,Relations between him and his new wife are rather strained.,他和新娶的妻子之間的關係很緊張。,/rɪˈleɪʃn/,/rɪˈleɪʃn/
relationship,關係；聯繫；關聯,noun,Scientists have established the relationship between lung cancer and smoking.,科學家們已經證明了肺癌和吸煙之間的聯繫。,/rɪˈleɪʃnʃɪp/,/rɪˈleɪʃnʃɪp/
relative,親戚，親屬,noun,I don't have many blood relatives (= people related to me by birth rather than by marriage).,我沒有幾個有血緣關係的親戚。,/ˈrelətɪv/,/ˈrelətɪv/
relatively,較好／較差等,adverb,He's a relatively good squash player.,他是個比較不錯的壁球運動員。,/ˈrelətɪvli/,/ˈrelətɪvli/
relax,（使）放鬆，（使）輕鬆;（使身體部位）鬆弛，放鬆,verb,After work she relaxed with a cup of tea and the newspaper.,下班後，她喝杯茶讀著報紙放鬆放鬆。,/rɪˈlæks/,/rɪˈlæks/
relaxed,放鬆的;輕鬆自在的;從容的,adjective,She seemed relaxed and in control of the situation.,她看上去輕鬆自如，牢牢地把握著局勢。,/rɪˈlækst/,/rɪˈlækst/
relaxing,使人放鬆的;令人輕鬆的,adjective,a relaxing holiday,令人身心放鬆的假期,/rɪˈlæksɪŋ/,/rɪˈlæksɪŋ/
release,釋放，放走；放開，鬆開,verb,He was released from prison after serving two years of a five-year sentence.,他被判五年徒刑，但是服刑兩年後就被釋放出獄了。,/rɪˈliːs/,/rɪˈliːs/
relevant,有關的；相關聯的；切題的,adjective,Education should be relevant to the child's needs.,教育應和孩子的需要掛鈎。,/ˈreləvənt/,/ˈreləvənt/
relief,（不快過後的）寬慰，寬心，輕鬆，解脫,noun,It was such a relief to hear that Marta was found safe and well.,聽到瑪爾塔安然無恙被找到，真是如釋重負。,/rɪˈliːf/,/rɪˈliːf/
religion,宗教信仰;宗教,noun,the Christian religion,基督教,/rɪˈlɪdʒən/,/rɪˈlɪdʒən/
religious,宗教的;宗教上的,adjective,religious education,宗教教育,/rɪˈlɪdʒəs/,/rɪˈlɪdʒəs/
rely,依賴；依靠；依仗,phrasal verb,The success of this project relies on everyone making an effort.,這個專案計劃的成功要靠每個人的努力。,/rɪˈlaɪ/,/rɪˈlaɪ/
remain,停留，留下;保持不變，仍然是,verb,The doctor ordered him to remain in bed for a few days.,醫生囑咐他要繼續臥床幾天。,/rɪˈmeɪn/,/rɪˈmeɪn/
remaining,留下的;剩餘的;其餘的,adjective,Bernstein's remaining lecture will take place on 22 January.,伯恩斯坦其餘的兩個講座將安排在1月22日舉行。,/rɪˈmeɪnɪŋ/,/rɪˈmeɪnɪŋ/
remains,剩餘物；殘留物；遺跡，遺址,noun,The remains of lunch were still on the table.,吃剩的午飯仍在桌子上。,/rɪˈmeɪnz/,/rɪˈmeɪnz/
remark,說起；評論說；談論,verb,"Dr Johnson once remarked (that) ""When a man is tired of London, he is tired of life.""",約翰遜博士曾說道，「當一個人厭倦了倫敦時，他也就厭倦了人生。」,/rɪˈmɑːk/,/rɪˈmɑːrk/
remarkable,非凡的；奇異的；引人注目的,adjective,Nelson Mandela was a truly remarkable man.,納爾遜．曼德拉確實是個了不起的人。,/rɪˈmɑːkəbl/,/rɪˈmɑːrkəbl/
remarkably,非凡；奇異；引人注目,adverb,It is a remarkably noisy and crowded city.,這是座非常嘈雜擁擠的城市。,/rɪˈmɑːkəbli/,/rɪˈmɑːrkəbli/
remember,記得，記起，回想起;記住，牢記,verb,"""Where did you park the car?"" ""I can't remember.""",「你把車停在哪裡了？」「我不記得了。」,/rɪˈmembə(r)/,/rɪˈmembər/
remind,使記起;使想起;提醒,verb,Could you remind Paul about dinner on Saturday?,你能否提醒一下保羅週六晚宴的事？,/rɪˈmaɪnd/,/rɪˈmaɪnd/
remind of,類似於;使想起（類似的人或物）,phrasal verb,Your hair and eyes remind me of your mother.,看到你的頭髮和眼睛就使我想起了你媽媽。,,
remote,遠的;遙遠的;久遠的;關係疏遠的,adjective,"Australia is large, and remote from the great centres of population of the world. ",遙遠的星系,/rɪˈməʊt/,/rɪˈməʊt/
removal,移開;拿開;去掉;除去;調動,noun,stain removal,去污漬,/rɪˈmuːvl/,/rɪˈmuːvl/
remove,移開;拿開;去掉;除去;調動,verb,The men came to remove the rubbish from the backyard.,這些人來清除後院的垃圾。,/rɪˈmuːv/,/rɪˈmuːv/
rent,租金；租費,noun,I pay a higher rent/more rent than the other tenants because my room is bigger.,我的房租比其他房客高，因為我的房間要大些。,/rent/,/rent/
rented,租用的,adjective,rented accommodation,租住的房屋,/ˈrentɪd/,/ˈrentɪd/
repair,修理；修補；修復；整修,verb,to repair (the surface of) the road,修路（面）,/rɪˈpeə(r)/,/rɪˈper/
repeat,重複;重說,verb,Would you mind repeating what you just said?,您能重複一遍剛才您講的話嗎？,/rɪˈpiːt/,/rɪˈpiːt/
repeated,反覆發生的;再三的;屢次的,adjective,repeated attempts/mistakes/warnings,一次又一次的努力／屢屢犯下的錯誤／再三的警告,/rɪˈpiːtɪd/,/rɪˈpiːtɪd/
repeatedly,一再;再三;多次地,adverb,"He called repeatedly, begging her to come back.",他一次又一次地打電話求她回來。,/rɪˈpiːtɪdli/,/rɪˈpiːtɪdli/
replace,代替;取代;接替;替換,verb,The factory replaced most of its workers with robots.,這間工廠用機器人取代了大多數工人。,/rɪˈpleɪs/,/rɪˈpleɪs/
reply,回答;回覆;答覆,verb,"""Where are you going?"" I asked. ""Home,"" he replied.",「你去哪裡？」我問。「回家，」他答道。,/rɪˈplaɪ/,/rɪˈplaɪ/
report,報道；報告；匯報,verb,We called the insurance company to report the theft.,我們打電話將失竊的事情告知保險公司。,/rɪˈpɔːt/,/rɪˈpɔːrt/
represent,作為…的代表（或代理人）;作為…的代言人,verb,They chose a famous barrister to represent them in court.,他們選了一位著名律師為他們出庭辯護。,/ˌreprɪˈzent/,/ˌreprɪˈzent/
representative,代表;代理人,noun,The firm has representatives in every major city.,這間公司在每個大城市都設有銷售代表。,/ˌreprɪˈzentətɪv/,/ˌreprɪˈzentətɪv/
reproduce,複製;翻印;複寫,verb,His work was reproduced on leaflets and magazines.,他的作品被翻印在宣傳頁和雜誌上。,/ˌriːprəˈdjuːs/,/ˌriːprəˈduːs/
reputation,名譽;聲望;名望,noun,The company has a worldwide reputation for quality.,這間公司的産品質量譽滿全球。,/ˌrepjuˈteɪʃn/,/ˌrepjuˈteɪʃn/
request,（禮貌、正式的）要求，請求,noun,They received hundreds of requests for more information.,數以百計的人要求他們提供更多的資訊。,/rɪˈkwest/,/rɪˈkwest/
require,需要;有賴於;要求;規定,verb,Please call this number if you require any further information.,如需更多資訊請撥此電話號碼垂詢。,/rɪˈkwaɪə(r)/,/rɪˈkwaɪər/
requirement,需要;有賴於;要求;規定,noun,A good degree is a minimum requirement for many jobs.,很多工作的最低要求是要有一個好的學位。,/rɪˈkwaɪəmənt/,/rɪˈkwaɪərmənt/
rescue,救援；營救；解救,verb,The lifeboat rescued the sailors from the sinking boat.,救生艇將水手們從正在下沈的船上救起。,/ˈreskjuː/,/ˈreskjuː/
research,研究;調查;探索,noun,scientific/medical research,科學／醫學研究,/rɪˈsɜːtʃ/,/ˈriːsɜːtʃ/
reservation,預訂;預約,noun,I'd like to make a table reservation for two people for nine o'clock.,我要預訂九點兩人用餐的桌位。,/ˌrezəˈveɪʃn/,/ˌrezərˈveɪʃn/
reserve,把…專門留給;把…留作;保留,verb,I reserve Mondays for tidying my desk and answering letters.,我把週一的時間留出來專門清理辦公桌和回覆信件。,/rɪˈzɜːv/,/rɪˈzɜːrv/
resident,居民;住戶,noun,a resident of the UK/Australia,英國／澳大利亞居民,/ˈrezɪdənt/,/ˈrezɪdənt/
resist,反抗;回擊;抵抗,verb,The soldiers resisted (the enemy attacks) for two days.,（面對敵人的進攻）士兵們抵抗了兩天。,/rɪˈzɪst/,/rɪˈzɪst/
resistance,抵抗;反抗;反對,noun,resistance to disease,抗病,/rɪˈzɪstəns/,/rɪˈzɪstəns/
resolve,解決;解除;消除,verb,Have you resolved the problem of transport yet?,你們解決交通問題了嗎？,/rɪˈzɒlv/,/rɪˈzɑːlv/
resort,渡假勝地;旅遊勝地,noun,a tourist resort,旅遊勝地,/rɪˈzɔːt/,/rɪˈzɔːrt/
resort to,（別無辦法的情況下）訴諸，依靠，採用,phrasal verb,I had to resort to violence/threats to get my money.,為了拿到我的錢，我被迫訴諸暴力／採取威脅的手段。,,
resource,資源;財力;素質,noun,The country's greatest resource is the dedication of its workers.,這個國家最大的資源就是勞動者的奉獻精神。,/rɪˈsɔːs/,/rɪˈzɔːs/
respect,敬重;尊重;注重;重視,noun,"I have great/the greatest respect for his ideas, although I don't agree with them.",我非常尊重他的想法，不過我並不贊同這些想法。,/rɪˈspekt/,/rɪˈspekt/
respond,回答，作答;回應，作出反應,verb,"To every question, he responded ""I don't know.""",每一個問題他的回答都是「我不知道」。,/rɪˈspɒnd/,/rɪˈspɑːnd/
response,回答;回應，反應,noun,Responses to our advertisement have been disappointing.,人們對我們廣告的反應令人失望。,/rɪˈspɒns/,/rɪˈspɑːns/
responsibility,職責；責任,noun,It's her responsibility to ensure the project finishes on time.,她的職責就是保證工程如期完工。,/rɪˌspɒnsəˈbɪləti/,/rɪˌspɑːnsəˈbɪləti/
responsible,負責…；掌管…,adjective,Paul is directly responsible for the efficient running of the office.,保羅直接負責辦事處的高效運作。,/rɪˈspɒnsəbl/,/rɪˈspɑːnsəbl/
rest,（使）暫停，（使）停止；（使）休息,verb,The doctor told him that he should rest for a few days.,醫生告訴他應該休息幾天。,/rest/,/rest/
restaurant,飯店;餐館;菜館,noun,We went to a little Italian restaurant and shared a pizza.,,/ˈrestrɒnt/,/ˈrestrɑːnt/
restore,修復;使重定;使復職,verb,The badly neglected paintings have all been carefully restored.,那些由於嚴重疏忽而損毀的畫作得到了精心修復。,/rɪˈstɔː(r)/,/rɪˈstɔːr/
restrict,限制；限定；妨礙,verb,measures to restrict the sale of alcohol,限制酒類銷售的措施,/rɪˈstrɪkt/,/rɪˈstrɪkt/
restricted,受（尤指官方法規等）限制的，受約束的,adjective,Building in this area of town is restricted.,在該城區建房是受限制的。,/rɪˈstrɪktɪd/,/rɪˈstrɪktɪd/
restriction,受（尤指官方）限制的，受約束的,noun,import/export/currency restrictions,進口／出口／貨幣限制,/rɪˈstrɪkʃn/,/rɪˈstrɪkʃn/
result,結果；後果,noun,"The road has been widened, but the result is just more traffic.",道路被拓寬，但結果車流量卻更大了。,/rɪˈzʌlt/,/rɪˈzʌlt/
result in,導致；結果造成,phrasal verb,The fire resulted in damage to their property.,他們的財産因火災蒙受了損失。,,
retain,保持;保留;保有,verb,She has lost her battle to retain control of the company.,她被打敗了，失去了繼續掌管公司的權力。,/rɪˈteɪn/,/rɪˈteɪn/
retire,退休;退職;退役,verb,"Since retiring from the company, she has done voluntary work for a charity.",從公司退休後，她就一直在為一間慈善機構做志願工作。,/rɪˈtaɪə(r)/,/rɪˈtaɪər/
retired,退休的;退職的;退役的,adjective,Both my parents are retired.,我父母都退休了。,/rɪˈtaɪəd/,/rɪˈtaɪərd/
retirement,退休;退職;退役,noun,Many teachers over the age of 50 are taking early retirement.,很多50歲以上的老師都提前退休。,/rɪˈtaɪəmənt/,/rɪˈtaɪərmənt/
return,回;返回,verb,Odysseus returned home/returned to his home after many years of travelling.,離家多年後奧德修斯返回了故土。,/rɪˈtɜːn/,/rɪˈtɜːrn/
reveal,揭露;洩露;透露,verb,He was jailed for revealing secrets to the Russians.,他因為向俄國人洩密而被監禁。,/rɪˈviːl/,/rɪˈviːl/
reverse,（使）反向;（使）倒轉;徹底改變;推翻,verb,The new manager hoped to reverse the decline in the company's fortunes.,新經理希望能夠扭轉公司江河日下的狀況。,/rɪˈvɜːs/,/rɪˈvɜːrs/
review,審查;仔細審核,verb,The committee is reviewing the current arrangement/situation.,委員會正在審查目前的安排／研究當前的形勢。,/rɪˈvjuː/,/rɪˈvjuː/
revise,修訂；修正；修改,verb,His helpfulness today has made me revise my original opinion/impression of him.,他今天所表現出的樂於助人的品質使我改變了對他的最初看法／印象。,/rɪˈvaɪz/,/rɪˈvaɪz/
revision,修正;修改,noun,These proposals will need a lot of revision.,這些提案需要進行大刀闊斧的修改。,/rɪˈvɪʒn/,/rɪˈvɪʒn/
revolution,（通常指改變政治體制的）革命,noun,The French Revolution changed France from a monarchy to a republic.,法國大革命使法國由君主政體變成共和政體。,/ˌrevəˈluːʃn/,/ˌrevəˈluːʃn/
reward,報答;報償;酬謝;獎賞,noun,There's a reward for whoever finishes first.,無論誰先完成都會得到一份獎賞。,/rɪˈwɔːd/,/rɪˈwɔːrd/
rhythm,（音樂、詩歌和舞蹈的）節奏，韻律，節律,noun,He beat out a jazz rhythm on the drums.,他擊出爵士樂節奏的鼓點。,/ˈrɪðəm/,/ˈrɪðəm/
rice,大米，米;米飯,noun,boiled/steamed/fried rice,煮米飯／蒸米飯／炒米飯,/raɪs/,/raɪs/
rich,有錢的;富有的;富裕的,adjective,He's the third richest man in the country.,他是全國第三大富豪。,/rɪtʃ/,/rɪtʃ/
rid,擺脫掉…;免去…的負擔,adjective,I didn't enjoy marking those papers and I was glad to be rid of them.,我不喜歡批改那些卷子，所以我很高興能免去這一麻煩。,/rɪd/,/rɪd/
ride,騎（腳踏車、機車或馬等）,verb,I learned to ride a bike when I was six.,我六歲學會了騎腳踏車。,/raɪd/,/raɪd/
rider,騎馬者，騎師;騎車者,noun,One of the riders was thrown off his horse.,其中一位騎師被甩下馬背。,/ˈraɪdə(r)/,/ˈraɪdər/
ridiculous,愚蠢的;荒唐的;可笑的,adjective,Do I look ridiculous in this hat?,我戴這頂帽子看著很可笑嗎？,/rɪˈdɪkjələs/,/rɪˈdɪkjələs/
riding,騎馬（運動或活動）,noun,Have you ever been riding?,你騎過馬嗎？,/ˈraɪdɪŋ/,/ˈraɪdɪŋ/
right,對的，正確的,adjective,You got three answers right and two wrong.,你答對了三道題，錯了兩道。,/raɪt/,/raɪt/
rightly,公正地;正當地;合情合理地,adverb,They quite rightly complained to the manager.,他們向經理投訴，這完全合乎情理。,/ˈraɪtli/,/ˈraɪtli/
ring back,給（某人）回覆電話; 給某人再打電話,phrasal verb,I'm a bit busy - can I ring you back in a few minutes?,我現在有些忙——我能不能晚些時候給你打回去？,,
rise,上升;升高;升起,verb,The balloon rose gently (up) into the air.,氣球慢慢升入空中。,/raɪz/,/raɪz/
risk,風險;危險,noun,"In this business, the risks and the rewards are high.",這個行業的風險和回報都很高。,/rɪsk/,/rɪsk/
rival,競爭對手;敵手,noun,He beat his closest/nearest rival by 20 marks.,他以領先20分的成績打敗了和他水平最接近的對手。,/ˈraɪvl/,/ˈraɪvl/
river,河;江;川;水道,noun,We sailed slowly down the river.,我們順流而下緩緩航行。,/ˈrɪvə(r)/,/ˈrɪvər/
road,路；公路，馬路；街,noun,We live on a busy/quiet road.,我們住在一條繁忙／僻靜的公路邊。,/rəʊd/,/rəʊd/
rob,搶劫，掠奪;盜取,verb,The terrorists financed themselves by robbing banks.,恐怖分子靠搶銀行來獲得資金。,/rɒb/,/rɑːb/
rock,岩石；岩；礁石,noun,Mountains and cliffs are formed from rock.,山和懸崖都是由岩石構成的。,/rɒk/,/rɑːk/
role,地位;職責;作用;任務,noun,What is his role in this project?,他在這個工程中負責甚麽？,/rəʊl/,/rəʊl/
roll,（使）翻滾;（使）滾動,verb,The vase rolled off the edge of the table and smashed.,花瓶從桌邊滾落下來摔得粉碎。,/rəʊl/,/rəʊl/
romantic,愛情的，情愛的,adjective,a romantic novel/comedy,言情小說／愛情喜劇,/rəʊˈmæntɪk/,/rəʊˈmæntɪk/
roof,屋頂;車頂;頂部;蓋子,noun,The house has a sloping/flat/tiled/thatched roof.,這間房子是斜頂／平頂／石板瓦頂／茅草（等）的。,/ruːf/,/ruːf/
room,房間，室,noun,I like this room - it has plenty of light.,我喜歡這個房間——光線非常充足。,/ruːm/,/rʊm/
root,根，根莖，根塊,noun,We must get to the root of (= discover the cause of) this problem.,我們一定要探本溯源，查出造成這個問題的原因。,/ruːt/,/ruːt/
