Word,中文,詞性,例句,中文說明,EN,US
hang around with,與（某人）廝混,phrasal verb,I got into drugs because I was hanging around with the wrong people.,我染上了毒癮，這是因爲我與不好的傢夥混在一起。,,
hang on,稍等一會兒,phrasal verb,Sally's on the other phone - would you like to hang on?,莎莉正在接另一個電話，你能等一會兒嗎？,,
hang on to,稍等一會兒,phrasal verb,Sally's on the other phone - would you like to hang on?,莎莉正在接另一個電話，你能等一會兒嗎？,,
hang up,掛斷電話,phrasal verb,He started shouting so I hung up (on him).,他開始大喊大叫，我就掛斷了電話。,,
happen,發生,verb,No one knows exactly what happened but several people have been hurt.,沒人確實了解發生了甚麽事，只知道有數人受傷。,/ˈhæpən/,/ˈhæpən/
happily,高興地，幸福地,adverb,He was happily married with two young children.,他婚姻美滿，並育有兩個小孩。,/ˈhæpɪli/,/ˈhæpɪli/
happiness,幸福，快樂,noun,It was only later in life that she found happiness and peace of mind.,她直到了晚年才找到幸福和內心的平靜。,/ˈhæpinəs/,/ˈhæpinəs/
happy,幸福的，滿意的，快樂的,adjective,a happy marriage/childhood,幸福的婚姻／童年,/ˈhæpi/,/ˈhæpi/
hard,堅硬的，堅固的,adjective,a hard surface,堅硬的表面,/hɑːd/,/hɑːrd/
hardly,僅僅；幾乎不,adverb,I could hardly hear her at the back.,我在後面幾乎聽不見她說甚麽。,/ˈhɑːdli/,/ˈhɑːrdli/
harm,傷害，損害，危害,noun,Both deny conspiring to cause actual bodily harm.,兩人都否認蓄意造成人身傷害。,/hɑːm/,/hɑːrm/
harmful,有害的,adjective,This group of chemicals is known to be harmful to people with asthma.,已知這類化學品對哮喘病患者有害。,/ˈhɑːmfl/,/ˈhɑːrmfl/
harmless,無害的，不會導致損傷的,adjective,"Peter might look a bit fierce, but actually he's fairly harmless.",彼得看上去可能有點兇，但他是不會傷人的。,/ˈhɑːmləs/,/ˈhɑːrmləs/
hat,帽子,noun,a straw hat,草帽,/hæt/,/hæt/
hate,憎恨，憎惡，厭惡,verb,Kelly hates her teacher.,凱莉厭惡她的老師。,/heɪt/,/heɪt/
hatred,憎恨，憎惡,noun,What is very clear in these letters is Clark's passionate hatred of his father.,這些信非常清楚地表明了克拉克對他父親的深切痛恨。,/ˈheɪtrɪd/,/ˈheɪtrɪd/
have,（與動詞的過去分詞連用，構成現在完成式和過去完成式）,auxiliary verb,I've heard that story before.,我以前聽過那個故事。,/həv/,/əv/
have back,保護（某人）；掩護（某人）,idiom,Don't worry. I've got your back.,別擔心，你有我罩著！,,
have on,哄騙（某人）,phrasal verb,That's your new car? You're having me on!,那是你的新汽車？你在騙我吧！,,
have to,（與動詞的過去分詞連用，構成現在完成式和過去完成式）,auxiliary verb,I've heard that story before.,我以前聽過那個故事。,,
he,他（用於指代男人、男孩或雄性動物）,pronoun,"Don't ask Andrew, he won't know.",不要問安德魯，他不會知道的。,/hi/,/iː/
head,頭部,noun,Put this hat on to keep your head warm.,戴上這頂帽子，給頭部保暖。,/hed/,/hed/
headache,頭痛,noun,I've got a splitting (= severe) headache.,我頭痛得很厲害。,/ˈhedeɪk/,/ˈhedeɪk/
heal,癒合;治癒,verb,The wounds were gradually healing (up).,傷口在逐漸癒合。,/hiːl/,/hiːl/
health,身體狀況，健康,noun,to be in good/poor health,身體好／不好,/helθ/,/helθ/
healthy,強壯的，健康的,adjective,"She's a normal, healthy child.",她是個正常健康的孩子。,/ˈhelθi/,/ˈhelθi/
hear,聽見，聽到,verb,She heard a noise outside.,她聽到外面一陣嘈雜。,/hɪə(r)/,/hɪr/
hear from,收到（某人）的來信;接到（某人）的電話;（某人）告知,phrasal verb,We haven't heard from her for ages.,我們已經很久沒有她的消息了。,,
hearing,聽證會;公聽會,noun,A disciplinary hearing will examine charges of serious professional misconduct against three surgeons.,紀律聽證會將就三名外科醫生嚴重瀆職的指控進行調查。,/ˈhɪərɪŋ/,/ˈhɪrɪŋ/
hear of,拒絕接受，拒不答應（常指有好處的事）,phrasal verb,I wanted to pay but she wouldn't hear of it.,我要付帳，但她不同意。,,
heart,心臟,noun,He's got a weak/bad heart (= his heart is not healthy).,他的心臟不太好。,/hɑːt/,/hɑːrt/
heat,熱，高溫，熱度,noun,the heat of the sun/fire,太陽／火的高溫,/hiːt/,/hiːt/
heating,供暖系統，暖氣設備,noun,Is the heating on?,暖氣開著嗎？,/ˈhiːtɪŋ/,/ˈhiːtɪŋ/
heaven,天堂，天國,noun,I just lay in the sun for a week and did nothing - it was heaven.,一整個禮拜我都躺在陽光下甚麽也不做——簡直像天堂一樣。,/ˈhevn/,/ˈhevn/
heavily,在很大程度上;大量地,adverb,The terrorists are heavily armed.,恐怖分子全副武裝。,/ˈhevɪli/,/ˈhevɪli/
heavy,重的，沈重的,adjective,heavy equipment,沈重的設備,/ˈhevi/,/ˈhevi/
heel,腳跟,noun,I felt like a real heel when I saw how I'd upset her.,看到自己使她如此難過，我覺得自己真是個混蛋。,/hiːl/,/hiːl/
height,高，高度,noun,The sheer height of New York's skyscrapers is so impressive.,紐約的摩天大樓光高度就氣勢非凡。,/haɪt/,/haɪt/
hell,悲慘的境況；苦難的經歷,noun,Work is sheer hell at the moment.,目前的工作如同在地獄一般。,/hel/,/hel/
hello,喂，你好（用於問候或打招呼）,exclamation,"Hello, Paul. I haven't seen you for ages.",「你好，保羅。好久不見了。」,/həˈləʊ/,/həˈləʊ/
help,幫助，幫忙,verb,How can I help you?,我如何才能幫你呢？,/help/,/help/
helpful,願意幫忙的;有幫助的，有用的,adjective,"She's such a pleasant, helpful child!",她可真是個討人喜歡又樂於助人的孩子！,/ˈhelpfl/,/ˈhelpfl/
help out,幫助（某人）擺脫困境,phrasal verb,Her parents helped (her) out with a £500 loan.,她父母借給她500英鎊救急。,,
hence,因此，所以,adverb,"His mother was Italian, hence his name - Luca.",他母親是義大利人，所以他的名字叫——盧卡。,/hens/,/hens/
her,（指代女性或雌性動物）她，她的,pronoun,"If your sister's around, bring her too.",如果你姐姐在，帶她一起來。,/hə(r)/,/ɜː(r)/
here,在這裡;到這裡,adverb,I've lived here for about two years.,我在這裡住了大約兩年了。,/hɪə(r)/,/hɪr/
hero,英雄,noun,a war hero,戰鬥英雄,/ˈhɪərəʊ/,/ˈhɪrəʊ/
hers,她的（所有物）,pronoun,Nicky and I both have red hair but hers is lighter than mine.,尼基和我的頭髮都是紅色，但她的顏色稍淺一些。,/hɜːz/,/ɜːz/
herself,她自己,pronoun,She kept telling herself that nothing was wrong.,她不斷告訴自己一切都沒有問題。,/hɜːˈself/,/həˈself/
hesitate,猶豫，躊躇,verb,She hesitated slightly before answering the detective's question.,在回答警探的問題之前，她稍稍猶豫了一下。,/ˈhezɪteɪt/,/ˈhezɪteɪt/
hi,（通常用作熟人間的問候語）嗨，喂,exclamation,"Hi, there!",喂，那位！,/haɪ/,/haɪ/
hide,把…藏起來；躲藏,verb,She used to hide her diary under her pillow.,她過去常把自己的日記藏在枕頭下。,/haɪd/,/haɪd/
high,（尤指無生命的東西）高的，有…高的,adjective,a high building/mountain,高樓／高山,/haɪ/,/haɪ/
highlight,使引起注意，強調,verb,The report highlights the need for improved safety.,那份報告強調了加強安全的重要性。,/ˈhaɪlaɪt/,/ˈhaɪlaɪt/
highly,非常，極其,adverb,a highly paid job,高薪工作,/ˈhaɪli/,/ˈhaɪli/
highway,公路（尤指連接城鎮的重要公路）,noun,a coastal/interstate highway,濱海／州際公路,/ˈhaɪweɪ/,/ˈhaɪweɪ/
hill,小山，丘陵,noun,Hills are not as high as mountains.,丘陵不像山脈那樣高大。,/hɪl/,/hɪl/
him,他（指男性）;它（指雄性動物）,pronoun,If you see Kevin give him my love.,如果你見到凱文，替我向他問好。,/hɪm/,/ɪm/
himself,他自己;它自己,pronoun,He'd cut himself shaving.,他刮鬍子時刮傷了自己。,/hɪmˈself/,/hɪmˈself/
hip,臀部，髖部,noun,This exercise is designed to trim your hips and stomach.,這套運動是為了使你的臀部和腹部變得苗條而設計的。,/hɪp/,/hɪp/
hire,租，租用,verb,How much would it cost to hire a car for the weekend?,租一輛車週末用要多少錢？,/ˈhaɪə(r)/,/ˈhaɪər/
hire out,（短期）出租,phrasal verb,How much do you charge for hiring out a bicycle for a week?,租一輛腳踏車一個星期需要多少錢？,,
his,他的;它的,determiner,"""Jo's got a new boyfriend."" ""Oh really? What's his name?""",｢喬交了個新男友。｣｢哦，真的嗎？他叫甚麼名字？｣,/hɪz/,/ɪz/
historical,歷史的；有關歷史的,adjective,Many important historical documents were destroyed when the library was bombed.,圖書館遭轟炸時，很多重要的歷史文獻都毀於一旦。,/hɪˈstɒrɪkl/,/hɪˈstɔːrɪkl/
history,歷史；歷史學,noun,I studied modern European history at college.,我在大學裡學的是歐洲現代史。,/ˈhɪstri/,/ˈhɪstri/
hit,擊，打,verb,Teachers are not allowed to hit their pupils.,教師不許打學生。,/hɪt/,/hɪt/
hobby,業餘愛好，嗜好,noun,Angela's hobby is restoring vintage motorcycles.,安吉拉的業餘愛好是修復舊型機車。,/ˈhɒbi/,/ˈhɑːbi/
hold,握住，抓住,verb,Can you hold the bag while I open the door?,我開門時，你能幫我拿一下提包嗎？,/həʊld/,/həʊld/
hold back,回扣,noun,"The invoice price does not reflect the holdback, a discount the dealer gets from the manufacturer. ",發票價格並不反映回扣，即經銷商從製造商那裡得到的折扣。,,
hold on,堅持下去，繼續,idiom,If you can just hold on I'll go and get some help.,如果你能堅持一下，我會去找人幫忙的。,,
hold on to,保留，保存,phrasal verb,Hold on to your ticket - you'll need it later.,留著你的票——以後還會用到的。,,
hold out,抵抗，抵禦,phrasal verb,They won't be able to hold out much longer under this sort of bombardment.,在這樣的炮火轟擊之下，他們抵抗不了多久。,,
hold up,保持強壯;保持成功,phrasal verb,Will his alibi hold up (= continue to seem true) in court?,他的不在場證據在法庭上站得住腳嗎？,,
hole,洞，孔,noun,We dug a hole and planted the tree.,我們挖了個坑栽下了那棵樹。,/həʊl/,/həʊl/
holiday,假期，假日,noun,a camping/skiing holiday,露營／滑雪假期,/ˈhɒlədeɪ/,/ˈhɒlədi/
hollow,空的，空心的,adjective,a hollow tube,空心管子,/ˈhɒləʊ/,/ˈhɑːləʊ/
holy,神聖的；上帝的,adjective,holy scriptures/rites,聖經／神聖的儀式,/ˈhəʊli/,/ˈhəʊli/
home,家，住宅,noun,The senator has two homes - an apartment in Washington and a house in Colorado.,這位參議員有兩個家——一個是位於華盛頓的公寓，另一個是科羅拉多的家。,/həʊm/,/həʊm/
homework,功課,noun,You can't watch TV until you've done your homework.,做完功課之後你才能看電視。,/ˈhəʊmwɜːk/,/ˈhəʊmwɜːrk/
honest,誠實的，可信的,adjective,She's completely honest.,她很誠實。,/ˈɒnɪst/,/ˈɑːnɪst/
honestly,誠實地，正直地,adverb,They have always dealt honestly and fairly with their customers.,他們一直誠實公道地對待顧客。,/ˈɒnɪstli/,/ˈɑːnɪstli/
honour,名譽，榮譽;高尚品德,noun,a man of honour,品德高尚的人,/ˈɒnə(r)/,/ˈɑːnər/
hook,鉤子，掛鉤,noun,a coat/picture hook,掛衣鉤／掛畫的鉤子,/hʊk/,/hʊk/
hope,希望，盼望,verb,I'm hoping for an interview next week.,我盼望著下星期有一次面試。,/həʊp/,/həʊp/
horizontal,水平的;與地面（或底邊、頂邊）平行的;橫的,adjective,Draw a horizontal line across the bottom of the page.,在本頁底部畫一條水平線。,/ˌhɒrɪˈzɒntl/,/ˌhɔːrɪˈzɑːntl/
horn,角;角質,noun,The driver blew/sounded (informal honked) her horn.,那個司機按了喇叭。,/hɔːn/,/hɔːrn/
horror,恐懼;震驚;（…的）震驚性，恐怖性,noun,The crowd cried out in horror as the car burst into flames.,當汽車突然起火時，人群發出一陣驚恐的叫聲。,/ˈhɒrə(r)/,/ˈhɔːrər/
horse,馬,noun,to ride a horse,騎馬,/hɔːs/,/hɔːrs/
hospital,醫院,noun,a general/children's/maternity hospital,綜合／兒童／婦產醫院,/ˈhɒspɪtl/,/ˈhɑːspɪtl/
host,主人，東道主,noun,We thanked our hosts for a very enjoyable evening.,我們感謝主人家讓我們度過了一個愉快的夜晚。,/həʊst/,/həʊst/
hot,熱的;溫度高的,adjective,"a hot, sunny day",炎熱的晴天,/hɒt/,/hɑːt/
hotel,賓館，飯店,noun,a four-star hotel,四星級飯店,/həʊˈtel/,/həʊˈtel/
hour,小時,noun,The exam lasted an hour and a half.,考試持續了一個半小時。,/ˈaʊə(r)/,/ˈaʊər/
house,房屋，住宅,noun,a detached/semi-detached house,獨立式／半獨立式住宅,/haʊs/,/haʊs/
household,一家人，一戶，家庭,noun,"By the 1960s, most households had a TV.",到了20世紀60年代，絕大多數家庭都擁有電視。,/ˈhaʊshəʊld/,/ˈhaʊshəʊld/
housing,住房，住宅,noun,There's a shortage of cheap housing in the region.,這地區缺乏廉價住宅。,/ˈhaʊzɪŋ/,/ˈhaʊzɪŋ/
how,如何，怎麼,adverb,How do we get to the town from here?,我們怎麼從這裡去城裡？,/haʊ/,/haʊ/
however,不管怎樣，無論如何,adverb,"However hungry I am, I never seem to be able to finish off a whole pizza.",無論有多餓，我似乎都吃不下一整個披薩。,/haʊˈevə(r)/,/haʊˈevər/
huge,巨大的，龐大的,adjective,They live in a huge house.,他們住在一棟很大的房子裡。,/hjuːdʒ/,/hjuːdʒ/
human,人的，人類的,adjective,The human body is composed of about 60 percent water.,人體約60%由水組成。,/ˈhjuːmən/,/ˈhjuːmən/
humorous,幽默的，滑稽的,adjective,Her latest book is a humorous look at teenage life.,她的新書是對青少年生活的一種幽默審視。,/ˈhjuːmərəs/,/ˈhjuːmərəs/
humour,幽默，滑稽,noun,He's got a great sense of humour (= he is very able to see things as funny).,他很有幽默感。,/ˈhjuːmə(r)/,/ˈhjuːmər/
hundred,（數字）100,number,We've driven a/one hundred miles in the last two hours.,這兩個小時我們已經開了100英哩了。,/ˈhʌndrəd/,/ˈhʌndrəd/
hundredth,第一百（個）,ordinal number,He is now ranked one hundredth in world tennis.,他目前在世界網球壇排名第100位。,/ˈhʌndrədθ/,/ˈhʌndrətθ/
hungry,饑餓的,adjective,By four o'clock I felt/was really hungry.,到四點鐘的時候我覺得肚子非常餓。,/ˈhʌŋɡri/,/ˈhʌŋɡri/
hunt,狩獵，打獵,verb,Some animals hunt at night.,有些動物在夜間獵食。,/hʌnt/,/hʌnt/
hunting,狩獵，打獵,noun,deer hunting,獵鹿,/ˈhʌntɪŋ/,/ˈhʌntɪŋ/
hurry,（使）加快，催促,verb,Hurry or you'll be late.,快點，否則你會遲到的。,/ˈhʌri/,/ˈhɜːri/
hurry up,（使）加快，催促,phrasal verb,Hurry up or we'll miss the train.,快一點，否則我們就趕不上火車了。,,
hurt,（使）感到疼痛;弄傷,verb,Tell me where it hurts.,告訴我哪裡痛。,/hɜːt/,/hɜːrt/
husband,丈夫,noun,I've never met Fiona's husband.,我從未見過費歐娜的丈夫。,/ˈhʌzbənd/,/ˈhʌzbənd/
