Word,中文,詞性,例句,中文說明,EN,US
capture,俘虜;俘獲;（尤指用武力）奪取,verb,Two of the soldiers were killed and the rest were captured.,兩名士兵被殺，其餘被俘。,/ˈkæptʃə(r)/,/ˈkæptʃər/
car,汽車,noun,They don't have a car.,他們沒有汽車。,/kɑː(r)/,/kɑːr/
card,（顯示個人資料的）卡片；銀行卡；通行證,noun,I don't have any cash - can I put this on (= pay using) my (credit/charge) card?,我沒帶現金——可以用（信用／記帳）卡支付嗎？,/kɑːd/,/kɑːrd/
cardboard,（尤指製作盒子的）硬紙板，卡紙板,noun,a cardboard box,硬紙板盒,/ˈkɑːdbɔːd/,/ˈkɑːrdbɔːrd/
care,保護；照顧；照料,noun,The standard of care at our local hospital is excellent.,我們當地醫院的護理水準很出色。,/keə(r)/,/ker/
career,生涯，職業;事業,noun,He's hoping for a career in the police force/as a police officer.,他希望當一名員警。,/kəˈrɪə(r)/,/kəˈrɪr/
care for,照顧，照料，護理（尤指幼、老、病者）,phrasal verb,The children are being cared for by a relative.,孩子由一位親戚照料著。,,
careful,仔細的；小心的；認真的,adjective,Be careful with the glasses.,小心玻璃杯。,/ˈkeəfl/,/ˈkerfl/
carefully,小心地；仔細地；認真地,adverb,She carefully folded the letter and put it in her pocket.,她小心地將信摺好，放進口袋。,/ˈkeəfəli/,/ˈkerfəli/
careless,不小心的；粗心的，馬虎的,adjective,My son's teacher says that his work is often rather careless.,我兒子的老師說他做作業經常粗心大意。,/ˈkeələs/,/ˈkerləs/
carelessly,不在意地|不小心地,adverb,He told me off for driving carelessly.,因為不小心駕駛/疏忽駕駛/魯莽駕駛，他罵了我。,/ˈkeələsli/,/ˈkerləsli/
carpet,地毯;地毯織物,noun,We've just had a new carpet fitted/laid in our bedroom.,我們剛在臥室裡鋪了新地毯。,/ˈkɑːpɪt/,/ˈkɑːrpɪt/
carry,背;扛;抱;抬;搬;載,verb,Would you like me to carry your bag for you?,要我幫你背背包嗎？,/ˈkæri/,/ˈkæri/
carry on,（使）繼續,phrasal verb,Let's carry on this discussion at some other time.,我們另找時間繼續這次的討論吧。,,
carry out,執行，貫徹，落實，完成,phrasal verb,Dr Carter is carrying out research on early Christian art.,卡特博士正在研究早期基督教藝術。,,
case,具體情況；實例,noun,She was suffering from an extreme case of sunburn.,她被嚴重曬傷了。,/keɪs/,/keɪs/
cash,現金；現款,noun,Do you have any cash on you?,你身上有現金嗎？,/kæʃ/,/kæʃ/
cast,（一部電影、戲劇或演出的）全體演員,noun,After the final performance the director threw a party for the cast.,最後一場演出過後，導演為全體演員舉辦了一個聚會。,/kɑːst/,/kæst/
cat,貓,noun,the cat family ,貓科動物,/kæt/,/kæt/
catch,抓住，接住,verb,He caught hold of my arm.,他一把抓住了我的胳膊。,/kætʃ/,/kætʃ/
catch up,（談論上次會面後事務進展的）更新會議,noun,I'm seeing my boss for a catch-up next week.,下星期我會和上司見面開個更新會。,,
category,種類，類別，範疇,noun,"There are three categories of accommodation - standard, executive, and deluxe.",有三種住宿標準——標準房、商務房和豪華房。,/ˈkætəɡəri/,/ˈkætəɡɔːri/
cause,（尤指不好的事情發生的）原因，起因,noun,The police are still trying to establish the cause of the fire.,警方仍在努力調查失火的原因。,/kɔːz/,/kɔːz/
cease,停止，中止,verb,Whether the protests will cease remains to be seen.,抗議活動是否會停止還說不準。,/siːs/,/siːs/
ceiling,天花板，頂棚,noun,They have imposed/set a ceiling on pay rises.,他們給工資的增加幅度訂定了上限。,/ˈsiːlɪŋ/,/ˈsiːlɪŋ/
celebrate,慶祝，慶賀;祝賀,verb,We always celebrate our wedding anniversary by going out to dinner.,每年的結婚紀念日我們都出去吃飯慶祝。,/ˈselɪbreɪt/,/ˈselɪbreɪt/
celebration,慶祝活動;慶祝會,noun,There were lively New Year celebrations all over town.,全城到處是喜迎新年的活動。,/ˌselɪˈbreɪʃn/,/ˌselɪˈbreɪʃn/
cell,細胞,noun,Call me on my cell.,撥我的行動電話。,/sel/,/sel/
cent,美分;分幣,noun,A call will cost you around 25 cents.,打一個電話要花大約25美分。,/sent/,/sent/
central,中心的，中央的；中部的；靠近中心的；核心的,adjective,central Europe/London,中歐／倫敦中部,/ˈsentrəl/,/ˈsentrəl/
centre,中心點；中心，中央,noun,There was a large table in the centre of the room.,屋子中央有張大桌子。,/ˈsentə(r)/,/ˈsentər/
century,一百年,noun,The city centre has scarcely changed in over a century.,一百多年來市中心幾乎沒有變化。,/ˈsentʃəri/,/ˈsentʃəri/
ceremony,典禮;儀式,noun,a wedding/graduation ceremony,結婚／畢業典禮,/ˈserəməni/,/ˈserəməʊni/
certain,肯定的，無疑的；有把握的；確定的,adjective,Are you absolutely certain (that) you gave them the right number?,你敢肯定你給他們的號碼沒錯嗎？,/ˈsɜːtn/,/ˈsɜːrtn/
certainly,（用於肯定的答覆或強調）當然，毫無疑問，確實，肯定,adverb,"She certainly had a friend called Mark, but I don't know whether he was her boyfriend.",她確實有個朋友叫馬克，不過我不知道他是不是她男友。,/ˈsɜːtnli/,/ˈsɜːrtnli/
certificate,證書;證明,noun,a birth/marriage/death certificate,出生／結婚／死亡證明,/səˈtɪfɪkət/,/sərˈtɪfɪkət/
chain,一連串，一系列（的事物）,noun,His resignation was followed by a remarkable chain of events.,在他辭職之後，發生了一系列引人注目的事件。,/tʃeɪn/,/tʃeɪn/
chair,椅子,noun,Who will take the chair at the next meeting?,誰將主持下一次會議？,/tʃeə(r)/,/tʃer/
challenge,挑戰；難題；考驗,noun,Finding a solution to this problem is one of the greatest challenges faced by scientists today.,尋找這個難題的解決辦法是當今科學家所面臨的最大挑戰之一。,/ˈtʃælɪndʒ/,/ˈtʃælɪndʒ/
chamber,（用於特定用途或官方用途的）房間，室，廳;議院,noun,Meetings of the council are held in the council chamber.,委員會的會議在會議廳舉行。,/ˈtʃeɪmbə(r)/,/ˈtʃeɪmbər/
chance,機遇；機會；時機,noun,I didn't get/have a chance to speak to her.,我沒有機會跟她說話。,/tʃɑːns/,/tʃæns/
change,換，交換,verb,She's just changed jobs.,她剛換了工作。,/tʃeɪndʒ/,/tʃeɪndʒ/
change round,改變…的位置,phrasal verb,The room looks very different since you've changed the furniture around.,自從你把傢俱的位置調整後，這個房間看起來大不一樣。,,
channel,電視臺;電視頻道,noun,a cable/terrestrial/satellite channel,有線／地面／衛星頻道,/ˈtʃænl/,/ˈtʃænl/
chapter,章，回，篇,noun,Read Chapter 10 before class tomorrow.,明天上課前閱讀第十章。,/ˈtʃæptə(r)/,/ˈtʃæptər/
character,性格，個性；特徵,noun,Politeness is traditionally part of the British character.,待人禮貌客氣向來是英國人性格的一部分。,/ˈkærəktə(r)/,/ˈkærəktər/
characteristic,特色，特點，特徵,noun,Unfortunately a big nose is a family characteristic.,不幸的是，大鼻子是家族特徵。,/ˌkærəktəˈrɪstɪk/,/ˌkærəktəˈrɪstɪk/
charge,（尤指對某一服務或活動）收費，要價，開價,verb,How much/What do you charge for a haircut and blow-dry?,剪髮和吹風要收多少錢？,/tʃɑːdʒ/,/tʃɑːrdʒ/
charity,慈善事業；慈善組織，慈善機構,noun,She does a lot of work for charity.,她做了很多慈善工作。,/ˈtʃærəti/,/ˈtʃærəti/
chart,圖表；示意圖；曲線圖,noun,There is a chart on the classroom wall showing the relative heights of all the children.,教室牆上有一張圖表，顯示出所有孩子的相對身高。,/tʃɑːt/,/tʃɑːrt/
chase,追趕，追逐;追捕,verb,"The police car was going so fast, it must have been chasing someone.",警車開得這麼快，一定是在追捕甚麼人。,/tʃeɪs/,/tʃeɪs/
chat,閒談，聊天，閒聊,verb,She spends hours on the phone chatting to her friends.,她會花上幾個小時跟朋友電話聊天。,/tʃæt/,/tʃæt/
cheap,便宜的，不貴的,adjective,I got a cheap flight at the last minute.,我在最後一刻買到了一張便宜的機票。,/tʃiːp/,/tʃiːp/
cheaply,便宜地，廉價地,adverb,They found a way to make clothes more cheaply.,他們找到了辦法可以更便宜地生產衣服。,/ˈtʃiːpli/,/ˈtʃiːpli/
cheat,欺騙，行騙;作弊,verb,Anyone caught cheating will be immediately disqualified from the exam.,任何人如被發現作弊將被立即取消考試資格。,/tʃiːt/,/tʃiːt/
cheat of,騙取，詐取,phrasal verb,She claimed that her cousin had cheated her out of her inheritance.,她聲稱她的表哥騙取了本該由她繼承的遺產。,,
check,檢查；核查，核對,verb,"You should always check your oil, water, and tyres before taking your car on a long trip.",你每次開車長途旅行前都應當檢查一下油箱、水箱和輪胎。,/tʃek/,/tʃek/
check in,（在機場）辦理登機手續,phrasal verb,Passengers are requested to check in two hours before the flight.,乘客應在飛機起飛前兩小時辦理登機手續。,,
check into,登記入住（飯店）,phrasal verb,"After booking into our hotel, we went straight down to the beach.",登記入住飯店後，我們就直接去了海灘。,,
check on,監督；督促；檢查,phrasal verb,My mum checks up on me most evenings to see that I've done my homework.,我媽媽大多數晚上都要檢查我是否完成了功課。,,
check out,（在飯店）辦理退房手續，結帳離開,phrasal verb,We checked out (of/from our hotel) at 5 a.m. to catch a 7 a.m. flight.,我們淩晨五點辦理了退房手續去趕早上七點的班機。,,
check up on,監督；督促；檢查,phrasal verb,My mum checks up on me most evenings to see that I've done my homework.,我媽媽大多數晚上都要檢查我是否完成了功課。,,
cheek,臉頰，面頰，臉蛋,noun,The tears ran down her cheeks.,淚水順著她的臉頰滑下。,/tʃiːk/,/tʃiːk/
cheerful,高興的，快樂的;興高采烈的,adjective,He's usually fairly cheerful.,他總是樂呵呵的。,/ˈtʃɪəfl/,/ˈtʃɪrfl/
cheerfully,高興地，快樂地;興高采烈地,adverb,"She walked down the road, whistling cheerfully.",她走在路上，歡快地吹著口哨。,/ˈtʃɪəfəli/,/ˈtʃɪrfəli/
cheese,起司;乳酪;芝士,noun,Would you like a slice/piece of cheese with your bread?,你想要塊起司配麵包吃嗎？,/tʃiːz/,/tʃiːz/
chemical,化學品；化學製品,noun,The government has pledged to reduce the amount of chemicals used in food production.,政府承諾減少食品生產中化學製品的用量。,/ˈkemɪkl/,/ˈkemɪkl/
chemistry,化學,noun,She studied chemistry and physics at college.,她在大學學的是化學和物理。,/ˈkemɪstri/,/ˈkemɪstri/
cheque,支票,noun,I wrote him a cheque for £50.,我給他開了一張50英鎊的支票。,/tʃek/,/tʃek/
chest,胸膛，胸部;胸腔,noun,He was shot in the chest at point blank range.,他被近距離射中胸部。,/tʃest/,/tʃest/
chew,咀嚼;嚼碎,verb,This meat is difficult to chew.,這肉很難嚼。,/tʃuː/,/tʃuː/
chicken,雞;雞肉,noun,A male chicken is called a cock and a female chicken is called a hen.,公雞叫 cock，母雞稱作 hen。,/ˈtʃɪkɪn/,/ˈtʃɪkɪn/
chief,首要的；最重要的；最主要的,adjective,The chief problem we have in the area now is the spread of disease.,目前我們在這個地區面臨的首要問題是疾病的蔓延。,/tʃiːf/,/tʃiːf/
child,兒童，小孩;兒子;女兒,noun,an eight-year-old child,八歲的小孩,/tʃaɪld/,/tʃaɪld/
chin,下巴，頦,noun,"To keep the helmet in position, fasten the strap beneath the chin.",將帶子在下巴下繫緊以固定好頭盔。,/tʃɪn/,/tʃɪn/
chip,炸薯條,noun,fish and chips,炸魚薯條,/tʃɪp/,/tʃɪp/
chocolate,巧克力;巧克力糖,noun,a bar of chocolate,一條巧克力,/ˈtʃɒklət/,/ˈtʃɔːklət/
choice,選擇，挑選;抉擇,noun,"If the product doesn't work, you are given the choice of a refund or a replacement.",如果產品不能使用，可選擇退款或換貨。,/tʃɔɪs/,/tʃɔɪs/
choose,選擇;挑選，選取;選中,verb,She had to choose between the two men in her life.,面對生命中的兩個男人，她不得不從中作出選擇。,/tʃuːz/,/tʃuːz/
chop,劈；砍；剁碎，切碎,verb,He was chopping wood in the yard.,他在院子裡劈木頭。,/tʃɒp/,/tʃɑːp/
chop down,砍倒；伐倒,phrasal verb,Most of the diseased trees were chopped down last year.,大多數病樹去年被伐掉了。,,
chop off,砍掉；削掉；劈下,phrasal verb,Two of his fingers were chopped off in the accident.,他的兩根手指在意外中被削掉了。,,
church,教堂，禮拜堂,noun,The town has four churches.,鎮上有四座教堂。,/tʃɜːtʃ/,/tʃɜːrtʃ/
cigarette,香煙，紙煙,noun,a packet of cigarettes,一包香煙,/ˌsɪɡəˈret/,/ˈsɪɡəret/
cinema,電影院,noun,The town no longer has a cinema.,小鎮已不再有電影院了。,/ˈsɪnəmə/,/ˈsɪnəmɑː/
circle,圓;圓圈;圓形,noun,Coloured paper was cut into circles.,彩紙被剪成了圓形、正方形和三角形。,/ˈsɜːkl/,/ˈsɜːrkl/
circumstance,條件，情況；情形，形勢,noun,I think she coped very well under the circumstances.,我覺得在那種情況下她處理得很不錯。,/ˈsɜːkəmstəns/,/ˈsɜːkəmstɑːns/
citizen,公民;市民，城鎮居民,noun,The interests of British citizens living abroad are protected by the British Embassy.,僑居國外的英國公民的利益受英國大使館的保護。,/ˈsɪtɪzn/,/ˈsɪtɪzn/
city,市，城市,noun,Many of the world's cities have populations of more than five million.,世界上許多城市的人口超過500萬。,/ˈsɪti/,/ˈsɪti/
civil,文職的;民用的;平民的，國民的,adjective,Helicopters are mainly used for military rather than civil use.,直升機主要用於軍事而非民用。,/ˈsɪvl/,/ˈsɪvl/
claim,聲稱;宣稱;斷言;主張,verb,The company claims (that) it is not responsible for the pollution in the river.,公司聲稱對該河流污染沒有責任。,/kleɪm/,/kleɪm/
clap,拍（手），擊（掌）,verb,"""When I clap my hands, you stand still,"" said the teacher.",老師說：「我拍手時，你們必須站立不動。」,/klæp/,/klæp/
class,班;班級,noun,Which class are you in this year?,今年你在哪個班？,/klɑːs/,/klæs/
classic,經典的；優秀的；一流的,adjective,"Fielding's classic novel ""Tom Jones""",菲爾丁的經典小說《湯姆‧瓊斯》,/ˈklæsɪk/,/ˈklæsɪk/
classroom,教室;課堂,noun,Students learning computer studies spend two days each week in a computer lab and four days in the classroom.,學習電腦的學生每週有兩天在電腦室上課，四天在教室上課。,/ˈklɑːsruːm/,/ˈklɑːsrʊm/
clean,乾淨的;清潔的,adjective,a clean white shirt,乾淨的白襯衫,/kliːn/,/kliːn/
clean up,（把…）梳洗整齊;打掃，清理,phrasal verb,We'll go out as soon as I've cleaned up the kitchen.,我一收拾完廚房我們就出去。,,
clear,明白的;清楚的;易懂的;清晰的,adjective,clear instructions/directions,清楚易懂的說明／指示,/klɪə(r)/,/klɪr/
clearly,清楚地;明白地;清晰地;易懂地,adverb,The accident was clearly the lorry driver's fault.,這次意外顯然是卡車司機的過錯。,/ˈklɪəli/,/ˈklɪrli/
clear out,離開，走開;滾開,phrasal verb,I hear Daphne's finally told her husband to clear out (= to leave home).,我聽到黛芬妮最後叫她丈夫滾出家門。,,
clear up,清除;清理;整理,phrasal verb,Dad was clearing up in the kitchen.,爸爸正在收拾廚房。,,
clerk,文書;職員,noun,a filing clerk,檔案管理員,/klɑːk/,/klɜːrk/
clever,聰明的;伶俐的;機靈的,adjective,"Judy has never been very clever, but she tries hard.",裘蒂向來不是很聰明，可是她很用功。,/ˈklevə(r)/,/ˈklevər/
click,按一下（滑鼠）,verb,"If you want to open a file, click twice on the icon for it.",如果你想開啟一個檔案，連按兩下該檔案圖示。,/klɪk/,/klɪk/
client,客戶;顧客，主顧;委託人,noun,Mr Black has been a client of this firm for many years.,布萊克先生是這家公司多年的老主顧。,/ˈklaɪənt/,/ˈklaɪənt/
climate,氣候,noun,a hot/dry/harsh climate,炎熱／乾燥／惡劣的氣候,/ˈklaɪmət/,/ˈklaɪmət/
climb,上升;攀升;爬升,verb,"The plane climbed quickly to a height of 30,000 feet.",飛機迅速爬升到三萬英尺的高度。,/klaɪm/,/klaɪm/
climbing,登山運動;攀岩運動,noun,Chris has just taken up climbing.,克裡斯剛開始從事登山運動。,/ˈklaɪmɪŋ/,/ˈklaɪmɪŋ/
clock,鐘錶，時鐘,noun,We have an antique clock on our mantelpiece.,我們家的壁爐架上有一個古老的鐘。,/klɒk/,/klɑːk/
closed,關閉的，不開的,adjective,It might be less draughty if the door were closed.,把門關上可能就不會有那麼強的穿堂風了。,/kləʊzd/,/kləʊzd/
closely,緊密地，密切地，直接相關地,adverb,English and German are closely related.,英語和德語的親緣關係很密切。,/ˈkləʊsli/,/ˈkləʊsli/
closet,（尤指放衣服的）壁櫥，壁櫃，儲藏室,noun,a bedroom/linen/storage closet,臥室壁櫥／家庭日用織品櫃櫥／儲藏室,/ˈklɒzɪt/,/ˈklɑːzɪt/
cloth,布，布料,noun,a piece/length of cloth,一塊布料,/klɒθ/,/klɔːθ/
clothes,衣服，衣物,noun,She usually wears smart/casual clothes.,她通常穿著很入時／隨意。,/kləʊðz/,/kləʊz/
clothing,衣服；（尤指某種用途的）服裝,noun,You can only take three articles/items of clothing into the changing room.,你只能帶三件衣服進試衣間。,/ˈkləʊðɪŋ/,/ˈkləʊðɪŋ/
cloud,雲,noun,Do you think those are rain clouds on the horizon?,你看天邊那些雲是雨雲嗎？,/klaʊd/,/klaʊd/
club,俱樂部;社團,noun,I've just joined the local golf/squash/tennis club.,我剛參加了當地的高爾夫球／壁球／網球俱樂部。,/klʌb/,/klʌb/
coach,教練;輔導老師;私人教師;家庭教師,noun,a tennis/maths coach,網球教練／數學輔導老師,/kəʊtʃ/,/kəʊtʃ/
coal,煤,noun,How much coal was mined here?,這裡出了多少煤？,/kəʊl/,/kəʊl/
coast,海岸;沿海地區,noun,Rimini is a thriving resort on the east coast of Italy.,裡米尼是義大利東岸一個繁華的度假勝地。,/kəʊst/,/kəʊst/
coat,（通常指保暖的）外套，外衣，大衣,noun,"Do your coat up, Joe, or you'll freeze.",扣好外套，喬，不然你會凍壞的。,/kəʊt/,/kəʊt/
code,密碼;代號;代碼,noun,The message was written in code.,電報是用密碼寫的。,/kəʊd/,/kəʊd/
coffee,咖啡粉;咖啡,noun,decaffeinated coffee,不含咖啡因的咖啡,/ˈkɒfi/,/ˈkɔːfi/
coin,硬幣；金屬貨幣,noun,a 10p/ten pence coin,面值十便士的硬幣,/kɔɪn/,/kɔɪn/
cold,（尤指相對於體溫而言）冷的，寒冷的，溫度低的,adjective,a cold day/house,冷天／寒冷的房子,/kəʊld/,/kəʊld/
coldly,冷淡地;無情地,adverb,"""That's your problem,"" she said coldly.",「那是你的問題，」她冷冷地說道。,/ˈkəʊldli/,/ˈkəʊldli/
collapse,（由於壓力、無力或缺乏支持而）倒塌，坍塌;崩潰，垮掉,verb,Thousands of buildings collapsed in the earthquake.,數以千計的建築物在地震中倒塌了。,/kəˈlæps/,/kəˈlæps/
colleague,同事;同僚,noun,We're entertaining some colleagues of Carol's tonight.,今晚我們要招待卡羅的幾位同事。,/ˈkɒliːɡ/,/ˈkɑːliːɡ/
collect,（作為愛好）收藏，收集,verb,She collects dolls.,她收藏玩具娃娃。,/kəˈlekt/,/kəˈlekt/
collection,收藏品;收集物,noun,a private art collection,私人藝術收藏品,/kəˈlekʃn/,/kəˈlekʃn/
college,大學,noun,I met my husband when we were in college.,我跟我丈夫是上大學的時候認識的。,/ˈkɒlɪdʒ/,/ˈkɑːlɪdʒ/
colour,顏色,noun,What's your favourite colour?,你最喜歡甚麼顏色？,/ˈkʌlə(r)/,/ˈkʌlər/
coloured,有顏色的;彩色的,adjective,coloured lights/pencils,彩燈／彩色鉛筆,/ˈkʌləd/,/ˈkʌlərd/
column,（報紙、雜誌上的）欄,noun,I didn't have time to read the whole article - just the first column.,我沒有時間讀整篇文章——只看了第一欄。,/ˈkɒləm/,/ˈkɑːləm/
combination,聯合;混合;結合;綜合,noun,Strawberries and cream - a perfect combination.,草莓加鮮奶油——完美的組合。,/ˌkɒmbɪˈneɪʃn/,/ˌkɑːmbɪˈneɪʃn/
combine,（使）結合；（使）聯合；（使）合併；（使）綜合,verb,None of us has much money so let's combine what we've got.,我們誰都沒多少錢，因此就把我們所有的錢湊在一起吧。,/kəmˈbaɪn/,/kəmˈbaɪn/
come,（朝向或跟隨說話人）來，過來,verb,Are you coming with me?,你跟我來嗎？,/kʌm/,/kʌm/
come across,表現得，讓人覺得，給人以…印象,phrasal verb,She comes across really well (= creates a positive image) on television.,她在電視上給人的印象真的很不錯。,,
come down,倒下;落下;降落,phrasal verb,A lot of trees came down in the storm.,很多樹在暴風雨中倒了。,,
comedy,喜劇;喜劇片,noun,"His latest movie is described as a ""romantic comedy"".",他的最新影片被描述為一部「浪漫喜劇」。,/ˈkɒmədi/,/ˈkɑːmədi/
come from,出生於;來自;出自;產自,phrasal verb,She comes from Italy.,她是義大利人。,,
come in,進入（房間或大樓）,phrasal verb,Do you want to come in for a cup of tea?,你想進來喝杯茶嗎？,,
come off,取得預期的效果；成功,phrasal verb,There was some sort of property deal that didn't come off.,有筆房地產交易沒有做成。,,
come on,開始發生;開始工作,phrasal verb,The heating comes on at six in the morning.,早上六點開始供暖。,,
come out,（與…）出去（參加社交活動）,phrasal verb,Would you like to come out for a drink sometime?,找時間出來喝一杯好嗎？,,
come round,（到…家）拜訪，探訪,phrasal verb,Come round tonight and we'll watch a video.,今晚到我家來，我們看錄像。,,
come to,（朝向或跟隨說話人）來，過來,verb,Are you coming with me?,你跟我來嗎？,,
come up,走進；接近,phrasal verb,A young girl came up to me and asked for money.,一個小女孩走到我跟前，向我要錢。,,
comfort,舒適;舒服,noun,She evidently dresses for comfort.,顯然，她穿著講究舒適。,/ˈkʌmfət/,/ˈkʌmfərt/
comfortable,（傢俱和衣服）舒適的，舒服的，令人愜意的,adjective,a comfortable bed/sofa,舒適的床／沙發,/ˈkʌmftəbl/,/ˈkʌmfətəbl/
comfortably,舒服地；舒適地,adverb,Are you sitting comfortably? Then I'll begin.,你們坐好了嗎？那我就開始了。,/ˈkʌmftəbli/,/ˈkʌmfətəbli/
command,（尤指軍人發出的）命令，指示,noun,You will run forward at (= when you hear) my command.,聽到我的命令你們就向前衝。,/kəˈmɑːnd/,/kəˈmænd/
comment,評論;意見;評價;評語,noun,"I don't want any comments on/about my new haircut, thank you!",我不想聽到誰對我的新髮型說三道四，謝謝各位了！,/ˈkɒment/,/ˈkɑːment/
commercial,商業的;商務的;貿易的,adjective,a commercial organization/venture/success,商業組織／企業／成功,/kəˈmɜːʃl/,/kəˈmɜːrʃl/
commission,（正式地）安排…做，委託…做,verb,The newspaper commissioned a series of articles on the worst excesses of the fashion industry.,報社請人撰寫了一系列針砭時裝界放肆行為的文章。,/kəˈmɪʃn/,/kəˈmɪʃn/
commit,做（違法或錯誤的事）；犯（罪、錯）,verb,He was sent to prison for a crime that he didn't commit.,他蒙冤入獄。,/kəˈmɪt/,/kəˈmɪt/
commitment,忠誠;投入;奉獻;承諾，保證，諾言,noun,I'd like to thank the staff for having shown such commitment.,我要對全體員工作出的巨大奉獻表示感謝。,/kəˈmɪtmənt/,/kəˈmɪtmənt/
committee,（代表較大的組織決策或搜集資訊的）委員會,noun,She sits on/is on the school's development committee.,她是學校發展委員會的成員。,/kəˈmɪti/,/kəˈmɪti/
common,常見的；經常的；普遍的；普通的；平常的,adjective,It's quite common to see couples who dress alike.,夫妻衣著相似是司空見慣的事情。,/ˈkɒmən/,/ˈkɑːmən/
commonly,經常地；普通地；通常；一般,adverb,Elbow injuries are commonly found among tennis players.,肘傷在網球運動員中很常見。,/ˈkɒmənli/,/ˈkɑːmənli/
communicate,交流，溝通（資訊）,verb,We can now communicate instantly with people on the other side of the world.,我們現在可以與生活在地球另一端的人進行即時交流。,/kəˈmjuːnɪkeɪt/,/kəˈmjuːnɪkeɪt/
