Word,中文,詞性,例句,中文說明,EN,US
indication,標示；表明；顯示；暗示,noun,There are few indications (that) the economy is on an upswing.,沒有甚麼跡象顯示經濟正在好轉。,/ˌɪndɪˈkeɪʃn/,/ˌɪndɪˈkeɪʃn/
indirect,間接的,adjective,The benefits from pure research are often indirect.,純理論研究帶來的益處常常是間接的。,/ˌɪndəˈrekt/,/ˌɪndaɪˈrekt/
indirectly,間接地;旁敲側擊地,adverb,She was included indirectly as her husband's name came up. ,當她丈夫的名字出現時，她被間接地包括在內。,/ˌɪndəˈrektli/,/ˌɪndaɪˈrektli/
individual,個人，個體,noun,Every individual has rights which must never be taken away.,每個人都有一些不可剝奪的權利。,/ˌɪndɪˈvɪdʒuəl/,/ˌɪndɪˈvɪdʒuəl/
indoor,室內的，戶內的,adjective,indoor sports/activities,室內運動／活動,/ˈɪndɔː(r)/,/ˈɪndɔːr/
indoors,往室內;在室內,adverb,"Come indoors, it's cold outside.",快進屋，外面很冷。,/ˌɪnˈdɔːz/,/ˌɪnˈdɔːrz/
industrial,工業的;產業的,adjective,industrial output,工業產量,/ɪnˈdʌstriəl/,/ɪnˈdʌstriəl/
industry,工業;產業;生產製造,noun,trade and industry,貿易和工業,/ˈɪndəstri/,/ˈɪndəstri/
inevitable,不可避免的;必然發生的,adjective,The accident was the inevitable consequence/result/outcome of carelessness.,這次意外是粗心導致的必然結果。,/ɪnˈevɪtəbl/,/ɪnˈevɪtəbl/
inevitably,不可避免地,adverb,Their arguments inevitably end in tears.,他們的爭論不可避免地以眼淚告終。,/ɪnˈevɪtəbli/,/ɪnˈevɪtəbli/
infect,（疾病）傳染，感染,verb,The ward was full of children infected with TB.,病房裡住滿了感染結核病的孩子。,/ɪnˈfekt/,/ɪnˈfekt/
infected,受感染的,adjective,The virus can be spread through sexual contact and infected needles.,手術後傷口受到了感染。,/ɪnˈfektɪd/,/ɪnˈfektɪd/
infection,（由細菌或病毒造成的身體部位的）感染,noun,a serious infection,嚴重的感染,/ɪnˈfekʃn/,/ɪnˈfekʃn/
infectious,（疾病）傳染性的,adjective,an infectious disease,傳染病,/ɪnˈfekʃəs/,/ɪnˈfekʃəs/
influence,影響，作用；有影響的人（或物）,noun,Helen's a bad/good influence on him.,海倫對他有不良／好的影響。,/ˈɪnfluəns/,/ˈɪnfluəns/
inform,通知，告知,verb,The name of the dead man will not be released until his relatives have been informed.,在通知死者親屬之前，不會公佈死者的姓名。,/ɪnˈfɔːm/,/ɪnˈfɔːrm/
informal,非正式的，非正規的;（服裝）日常使用的;（言行）隨意的,adjective,The two groups agreed to hold an informal meeting.,兩個集團同意舉行一次非正式會議。,/ɪnˈfɔːml/,/ɪnˈfɔːrml/
information,情報;資料;消息,noun,Do you have any information about/on train times?,你知道有關火車時刻的資訊嗎？,/ˌɪnfəˈmeɪʃn/,/ˌɪnfərˈmeɪʃn/
ingredient,（食品的）成分，材料,noun,The list of ingredients included 250 g of almonds.,清單上列出的材料包括250克的杏仁。,/ɪnˈɡriːdiənt/,/ɪnˈɡriːdiənt/
initial,開始的，最初的,adjective,My initial surprise was soon replaced by delight.,我最初的驚訝很快變成了興奮。,/ɪˈnɪʃl/,/ɪˈnɪʃl/
initially,起初，最初，初時,adverb,"Initially, most people approved of the new plan.",起初，大部分人都同意這個新方案。,/ɪˈnɪʃəli/,/ɪˈnɪʃəli/
initiative,倡議；新措施,noun,The peace initiative was welcomed by both sides.,和平倡議受到了雙方的歡迎。,/ɪˈnɪʃətɪv/,/ɪˈnɪʃətɪv/
injure,傷害，損害,verb,"A bomb exploded at the embassy, injuring several people.",一枚炸彈在大使館爆炸，造成數人受傷。,/ˈɪndʒə(r)/,/ˈɪndʒər/
injured,受傷的,adjective,She was told to stay in bed to rest her injured back.,她被告知要臥床休息來養背傷。,/ˈɪndʒəd/,/ˈɪndʒərd/
injury,傷害，損傷,noun,a head/back/knee injury,頭部／背部／膝蓋受傷,/ˈɪndʒəri/,/ˈɪndʒəri/
ink,墨水;油墨;墨汁,noun,a bottle of ink,一瓶墨水,/ɪŋk/,/ɪŋk/
inner,裡面的,adjective,Leading off the main hall is a series of small inner rooms.,從主客廳開始是一系列小的內室。,/ˈɪnə(r)/,/ˈɪnər/
innocent,（人）無罪的,adjective,He firmly believes that she is innocent of the crime.,他堅信她是清白的。,/ˈɪnəsnt/,/ˈɪnəsnt/
insect,昆蟲,noun,"Ants, beetles, butterflies, and flies are all insects.",螞蟻、甲蟲、蝴蝶和蒼蠅都是昆蟲。,/ˈɪnsekt/,/ˈɪnsekt/
insert,插入,verb,Insert the key in/into the lock.,將鎖匙插入鎖中。,/ɪnˈsɜːt/,/ɪnˈsɜːrt/
inside,裡面，內部,noun,Did you clean the inside of the car?,你把車內部擦乾淨了嗎？,/ˌɪnˈsaɪd/,/ˌɪnˈsaɪd/
insist,堅持說，強調;堅決要求,verb,Greg still insists (that) he did nothing wrong.,葛列格仍堅稱自己沒有做錯任何事。,/ɪnˈsɪst/,/ɪnˈsɪst/
insist on,（即使惹惱他人，或被人認為對自己無益，依然）執意做（某事）,phrasal verb,I don't know why you insist on talking about it.,我不知道你為什麼要執意討論此事。,,
install,安裝,verb,The plumber is coming tomorrow to install the new washing machine.,水管工明天來安裝新的洗衣機。,/ɪnˈstɔːl/,/ɪnˈstɔːl/
instance,實例；情況,noun,There have been several instances of violence at the school.,學校裡發生過幾次暴力事件。,/ˈɪnstəns/,/ˈɪnstəns/
instead,作為替代,adverb,There's no coffee - would you like a cup of tea instead?,沒有咖啡——來杯茶好嗎？,/ɪnˈsted/,/ɪnˈsted/
instead of,作為…的替代,preposition,"You can go instead of me, if you want.",如果你願意，你可以代替我去。,,
institute,研究所;學院,noun,the Massachusetts Institute of Technology,麻省理工學院,/ˈɪnstɪtjuːt/,/ˈɪnstɪtuːt/
institution,（大學、銀行等）機構，團體,noun,a medical/educational/financial institution,醫療／教育／金融機構,/ˌɪnstɪˈtjuːʃn/,/ˌɪnstɪˈtuːʃn/
instruction,指示，命令，吩咐,noun,The police who broke into the house were only acting on/under instructions.,員警破門而入只是奉命行事。,/ɪnˈstrʌkʃn/,/ɪnˈstrʌkʃn/
instrument,樂器,noun,Which instrument do you play?,你演奏哪一種樂器？,/ˈɪnstrəmənt/,/ˈɪnstrəmənt/
insult,侮辱;辱駡,noun,She made several insults about my appearance.,她說了幾句侮辱我長相的話。,/ˈɪnsʌlt/,/ˈɪnsʌlt/
insulting,侮辱的，有冒犯性的，無禮的,adjective,You can't offer such a low salary to someone who is so highly skilled - it's insulting.,你不能給一個技藝如此高超的人這麼低的工資——這簡直是一種侮辱。,/ɪnˈsʌltɪŋ/,/ɪnˈsʌltɪŋ/
insurance,保險,noun,car/travel insurance,我需要為另一名駕駛者購買汽車保險。,/ɪnˈʃʊərəns/,/ɪnˈʃɔːrəns/
intelligence,智力，智慧,noun,an intelligence test,智力測驗,/ɪnˈtelɪdʒəns/,/ɪnˈtelɪdʒəns/
intelligent,有才智的;聰穎的，理解力強的,adjective,He is a highly intelligent person who can think outside the box.,對於這個主題，海倫有一些頗有見地的想法要說。,/ɪnˈtelɪdʒənt/,/ɪnˈtelɪdʒənt/
intend,打算，計劃,verb,We intend to go to Australia next year.,我們打算明年去澳大利亞。,/ɪnˈtend/,/ɪnˈtend/
intended,未婚夫;未婚妻,noun,I shall be there with my intended.,我將和我的意中人一起去那裡。,/ɪnˈtendɪd/,/ɪnˈtendɪd/
intention,意圖，打算,noun,It wasn't my intention to exclude her from the list - I just forgot her.,我並不是故意將她排除在名單之外——只是把她忘了而已。,/ɪnˈtenʃn/,/ɪnˈtenʃn/
interest,興趣，關注,noun,I've always had an interest in astronomy.,我一直對天文學感興趣。,/ˈɪntrəst/,/ˈɪntrest/
interested,感興趣的；關注的,adjective,He didn't seem very interested in what I was saying.,他好像對我的話不怎麼感興趣。,/ˈɪntrəstɪd/,/ˈɪntrestɪd/
interesting,有趣的，引起興趣的,adjective,She's quite an interesting woman.,她是一個很有趣的女人。,/ˈɪntrəstɪŋ/,/ˈɪntrestɪŋ/
interior,內部,noun,The estate agent had pictures of the house from the outside but none of its interior.,房地產經紀人有這棟房子的外觀照片，但沒有其內部的照片。,/ɪnˈtɪəriə(r)/,/ɪnˈtɪriər/
internal,體內的;內部的;國內的,adjective,"He sustained injuries to his arms, legs, and several internal organs.",他的手臂、腿部和一些內臟都受了傷。,/ɪnˈtɜːnl/,/ɪnˈtɜːrnl/
international,國際的,adjective,international politics,國際政治,/ˌɪntəˈnæʃnəl/,/ˌɪntərˈnæʃnəl/
Internet,網際網路，國際互聯網,noun,Use your phone to connect to the internet.,我從網際網路上了解到有關爆炸的消息。,,
interpret,理解，解釋，闡釋,verb,It's difficult to interpret these statistics without knowing how they were obtained.,不了解這些統計數字是怎樣得來的就難以理解它們。,/ɪnˈtɜːprət/,/ɪnˈtɜːrprət/
interpretation,解釋，闡釋；理解,noun,The dispute is based on two widely differing interpretations of the law.,爭論是源於對法律的兩種截然不同的解釋。,/ɪnˌtɜːprəˈteɪʃn/,/ɪnˌtɜːrprəˈteɪʃn/
interrupt,打斷（其他人說話）,verb,She tried to explain what had happened but he kept interrupting her.,她試圖解釋所發生的事情，但他不停地打斷她。,/ˌɪntəˈrʌpt/,/ˌɪntəˈrʌpt/
interruption,打斷;短暫中止,noun,a brief interruption,短暫的中斷,/ˌɪntəˈrʌpʃn/,/ˌɪntəˈrʌpʃn/
interval,間隔;間距,noun,We see each other at regular intervals - usually about once a month.,我們定期見面——通常大約是每月一次。,/ˈɪntəvl/,/ˈɪntərvl/
interview,面試;面談,noun,a job interview,求職面試,/ˈɪntəvjuː/,/ˈɪntərvjuː/
into,進入，到…裡面,preposition,"Would you put the jar back into the cupboard for me, please?",請幫我把罐子放回碗櫥裡，好嗎？,/ˈɪntə/,/ˈɪntu/
introduce,採用;引進;推行;放入，插入,verb,Apple has sold many millions of iPods since the product was introduced in 2001.,自從2001年首次推出該產品以來，蘋果公司已經售出了成百上千萬台iPod。,/ˌɪntrəˈdjuːs/,/ˌɪntrəˈduːs/
introduction,採用；引進；推行；放入，插入,noun,The introduction of new working practices has dramatically improved productivity.,採用新的工作方法已經顯著提高了生產率。,/ˌɪntrəˈdʌkʃn/,/ˌɪntrəˈdʌkʃn/
invent,發明，創造,verb,The first safety razor was invented by company founder King C. Gillette in 1903.,第一把安全剃刀由公司創辦人金恩‧坎普‧吉列於1903年發明。,/ɪnˈvent/,/ɪnˈvent/
invention,發明，創造,noun,The world changed rapidly after the invention of the phone.,電話發明後世界的變化日新月異。,/ɪnˈvenʃn/,/ɪnˈvenʃn/
invest,投（資），投入,verb,The institute will invest five million in the project.,該機構將在這個專案上投資500萬。,/ɪnˈvest/,/ɪnˈvest/
investigate,（尤指為揭開真相）調查，審查,verb,Police are investigating allegations of corruption involving senior executives.,警方正在調查對高級管理人員涉嫌貪汙的指控。,/ɪnˈvestɪɡeɪt/,/ɪnˈvestɪɡeɪt/
investigation,（對罪案、問題、陳述等的）調查，偵查（尤指為了發現真相）,noun,An investigation has been under way for several days into the disappearance of a 13-year-old boy.,對一名13歲男孩失蹤展開的調查已進行了好幾天。,/ɪnˌvestɪˈɡeɪʃn/,/ɪnˌvestɪˈɡeɪʃn/
investment,投資（付諸金錢、努力、時間等以求得到利潤或取得成就某事的有利條件）;投資物，投資額,noun,The government wanted an inflow of foreign investment.,政府希望看到外資湧入。,/ɪnˈvestmənt/,/ɪnˈvestmənt/
invitation,邀請，約請,noun,Thanks for the invitation to your birthday party.,謝謝你邀請我參加你的生日聚會。,/ˌɪnvɪˈteɪʃn/,/ˌɪnvɪˈteɪʃn/
invite,邀請，約請,verb,We're invited to Lola's party.,我們受邀參加洛拉的晚會。,/ɪnˈvaɪt/,/ɪnˈvaɪt/
involve,包括，包含,verb,Research involving the use of biological warfare agents will be used for defensive purposes.,與使用生物戰手段有關的研究將用來防禦。,/ɪnˈvɒlv/,/ɪnˈvɑːlv/
involved,複雜的，複雜難懂的,adjective,an involved reason/excuse/argument,複雜的原因／藉口／論據,/ɪnˈvɒlvd/,/ɪnˈvɑːlvd/
involvement,參與,noun,The team's continued involvement in the competition is uncertain.,該隊能否繼續參加比賽還未確定。,/ɪnˈvɒlvmənt/,/ɪnˈvɑːlvmənt/
iron,鐵,noun,Iron rusts easily.,鐵易生銹。,/ˈaɪən/,/ˈaɪərn/
irritate,激怒，使惱火,verb,After a while her behaviour really began to irritate me.,過了一會兒兒，她的行為真讓我惱火了。,/ˈɪrɪteɪt/,/ˈɪrɪteɪt/
irritated,被激怒的，惱火的,adjective,I began to get increasingly irritated by/at her questions.,本開始被她的問題弄得越來越惱火。,/ˈɪrɪteɪtɪd/,/ˈɪrɪteɪtɪd/
irritating,惱人的，令人厭煩的,adjective,an irritating habit,煩人的習慣,/ˈɪrɪteɪtɪŋ/,/ˈɪrɪteɪtɪŋ/
island,島，島嶼,noun,a desert island,荒島,/ˈaɪlənd/,/ˈaɪlənd/
issue,問題;議題,noun,environmental/ethical/personal issues,環境／道德／個人問題,/ˈɪʃuː/,/ˈɪʃuː/
it,（用作主詞或受詞）它，這，那（指上文提到的事物、動物或情況）,pronoun,"""Where's my pen? It was on my desk a minute ago."" ""You left it by the phone.""",「我的鋼筆在哪裡？剛才還在我的桌上。」「你放在電話旁了。」,/ɪt/,/ɪt/
item,條，項目,noun,the last item on the list,名單上的最後一項,/ˈaɪtəm/,/ˈaɪtəm/
its,它的，其,determiner,The dog hurt its paw.,狗的爪子受傷了。,/ɪts/,/ɪts/
itself,它自己，它本身,pronoun,The cat licked itself all over.,貓把自己的身體整個舔了一遍。,/ɪtˈself/,/ɪtˈself/
