Word,中文,詞性,例句,中文說明,EN,US
beard,（下巴上的）鬍鬚,noun,a flowing white beard,飄逸的白鬍鬚,/bɪəd/,/bɪrd/
beat,打敗，戰勝,verb,Simon always beats me at tennis.,西蒙在打網球時總是贏我。,/biːt/,/biːt/
beat up,毆打，虐待,phrasal verb,He claims he was beaten up by the police.,他聲稱遭警方毆打。,,
beautiful,美麗的，漂亮的,adjective,a beautiful woman,美女,/ˈbjuːtɪfl/,/ˈbjuːtɪfl/
beautifully,美麗地，漂亮地,adverb,She dresses beautifully.,她穿得很美。,/ˈbjuːtɪfli/,/ˈbjuːtɪfli/
beauty,美，美麗；美人；美景,noun,This is an area of outstanding natural beauty.,這個地方自然風景極其優美。,/ˈbjuːti/,/ˈbjuːti/
because,因為，由於,conjunction,"""Why did you do it?"" ""Because Carlos told me to"".",「你為甚麼做出這事？」「因為卡洛斯叫我去做的。」,/bɪˈkəz/,/bɪˈkɒz/
because of,因為，由於,preposition,The flight was delayed because of bad weather.,這個航班因惡劣天氣延誤了。,,
become,變成;成為;變得,verb,I was becoming increasingly suspicious of his motives.,我越來越懷疑他的動機。,/bɪˈkʌm/,/bɪˈkʌm/
bed,床，床舖;床位,noun,"He lived in a room with only two chairs, a bed, and a table.",他住的房間裡，只有兩張椅子、一張床和一張桌子。,/bed/,/bed/
bedroom,臥房,noun,Our home has three bedrooms.,我們家有三間臥房。,/ˈbedruːm/,/ˈbedrʊm/
beef,牛肉,noun,The spaghetti sauce is made with minced (US ground) beef.,這種意粉的調味汁是用牛肉碎做成的。,/biːf/,/biːf/
beer,啤酒,noun,He asked for a pint of beer.,他要了一品脫啤酒。,/bɪə(r)/,/bɪr/
before,在…之前;以前,preposition,You should always wash your hands before meals.,飯前應該洗手。,/bɪˈfɔː(r)/,/bɪˈfɔːr/
begin,開始;開始進行（或存在）,verb,What time does the concert begin?,音樂會甚麼時候開始？,/bɪˈɡɪn/,/bɪˈɡɪn/
beginning,開頭部分；開端,noun,Notes on how to use this dictionary can be found at the beginning of the book.,這本詞典的使用說明在全書的開頭處。,/bɪˈɡɪnɪŋ/,/bɪˈɡɪnɪŋ/
behalf,代表…;作為…的代表;代替…,noun,"On behalf of the entire company, I would like to thank you for all your work.",我代表全公司對你的工作表示感謝。,/bɪˈhɑːf/,/bɪˈhæf/
behave,（以某種方式）行事，表現,verb,She always behaves well/badly when her aunts come to visit.,每當她姨媽來作客時，她總是表現很好／很差。,/bɪˈheɪv/,/bɪˈheɪv/
behaviour,行為，舉止,noun,Her behaviour is often appalling.,她的行為舉止經常都是糟糕得很。,/bɪˈheɪvjə(r)/,/bɪˈheɪvjər/
behind,在（…的）後面,preposition,Look behind you!,往後看！,/bɪˈhaɪnd/,/bɪˈhaɪnd/
belief,相信；信心；信任,noun,His belief in God gave him hope during difficult times.,他對上帝的信奉使他在困境中看到了希望。,/bɪˈliːf/,/bɪˈliːf/
believe,相信,verb,"Strangely, no one believed us when we told them we'd been visited by a creature from Mars.",奇怪的是，當我們告訴他們曾有火星人來訪時，居然沒人相信。,/bɪˈliːv/,/bɪˈliːv/
believe in,確信；信奉,phrasal verb,Do you believe in ghosts?,你相信有鬼嗎？,,
bell,（電）門鈴,noun,I stood at the front door and rang the bell several times.,我站在前門，按了好幾次門鈴。,/bel/,/bel/
belong,應在…（地方）,verb,This table belongs in the sitting room.,這張桌子應該放在客廳裡。,/bɪˈlɒŋ/,/bɪˈlɔːŋ/
below,在較低處；在某平面之下；（位置）低於,adverb,From the top of the skyscraper the cars below us looked like insects.,從摩天大樓頂上往下看，下面的汽車小得像昆蟲一樣。,/bɪˈləʊ/,/bɪˈləʊ/
belt,腰帶,noun,She fastened her belt tightly around her waist.,她把腰帶束緊。,/belt/,/belt/
bend,（使）彎曲,verb,The road bends to the left after the traffic lights.,過了第一個交通燈號後，道路彎向左側。,/bend/,/bend/
beneath,在（或往）…下面；在（或往）…下方,preposition,Jaime hid the letter beneath a pile of papers.,海梅把信藏在一疊文件下面。,/bɪˈniːθ/,/bɪˈniːθ/
benefit,利益，好處；優勢,noun,The discovery of oil brought many benefits to the town.,石油的發現給該鎮帶來很多利益。,/ˈbenɪfɪt/,/ˈbenɪfɪt/
bent,（bent 的過去式及過去分詞）,verb,The metal bars were bent and twisted.,金屬棒不直而且扭曲了。,/bent/,/bent/
beside,在…旁邊;在…附近,preposition,Come and sit here beside me.,過來坐在我身邊。,/bɪˈsaɪd/,/bɪˈsaɪd/
best,最好的；最出色的；最優秀的,adjective,This is the best meal I've ever had.,這是我吃過最好的一餐。,/best/,/best/
bet,打賭;賭博,verb,He regularly goes to the races and bets heavily.,他常去賭馬，而且都下重注。,/bet/,/bet/
better,較好的；更好的,adjective,He stood near the front to get a better view.,為了看得更清楚，他盡量靠前站。,/ˈbetə(r)/,/ˈbetər/
betting,打賭，賭博,noun,Betting can be as addictive as drinking or smoking.,賭博像酗酒和抽煙一樣，都是會上癮的。,/ˈbetɪŋ/,/ˈbetɪŋ/
between,（空間上）在…中間，在…之間,preposition,The town lies halfway between Rome and Florence.,這城鎮位於羅馬和佛羅倫斯的中間。,/bɪˈtwiːn/,/bɪˈtwiːn/
beyond,更遠；遠於,preposition,"In the distance, beyond the river, was a small town.",在河對岸的遠處有一座小鎮。,/bɪˈjɒnd/,/bɪˈjɑːnd/
bicycle,腳踏車，單車，自行車,noun,I go to work by bicycle.,我騎腳踏車去上班。,/ˈbaɪsɪkl/,/ˈbaɪsɪkl/
big,（尺寸或數量）大的，巨大的,adjective,He's a big man.,他是個身材高大的人。,/bɪɡ/,/bɪɡ/
bike,腳踏車，單車，自行車,noun,It would be better for the environment if more people used bikes rather than cars.,如果更多的人踏腳踏車，而不是開汽車，將會對環境有益一些。,/baɪk/,/baɪk/
bill,帳單,noun,an electricity/gas/phone bill,電／瓦斯／電話費帳單,/bɪl/,/bɪl/
billion,十億,number,The population of China is over a/one billion.,中国的人口超过十亿。,/ˈbɪljən/,/ˈbɪljən/
bin,垃圾箱,noun,a litter bin,廢物箱,/bɪn/,/bɪn/
biology,生物學,noun,human biology,人類生物學,/baɪˈɒlədʒi/,/baɪˈɑːlədʒi/
bird,鳥；禽,noun,caged/wild birds,籠中鳥／野鳥,/bɜːd/,/bɜːrd/
birth,出生,noun,It was a difficult birth.,那是一次難產。,/bɜːθ/,/bɜːrθ/
birthday,生日,noun,"Happy birthday, Flavio!",生日快樂，傅萊維歐！,/ˈbɜːθdeɪ/,/ˈbɜːrθdeɪ/
biscuit,餅乾;薄薄的小甜餅,noun,chocolate/ginger biscuits,巧克力／薑味餅乾,/ˈbɪskɪt/,/ˈbɪskɪt/
bit,小塊;少許，少量,noun,Would you like a bit of chocolate?,你想要點巧克力嗎？,/bɪt/,/bɪt/
bite,（用牙）咬,verb,He bit into the apple.,他咬了一口蘋果。,/baɪt/,/baɪt/
bitter,極為不滿的；怨恨的；無法釋懷的,adjective,I feel very bitter about my childhood and all that I went through.,我對童年和曾經歷的一切感到怨恨。,/ˈbɪtə(r)/,/ˈbɪtər/
bitterly,憤怒地;痛苦地,adverb,She wept bitterly at the news.,她聽到這個消息後泣不成聲。,/ˈbɪtəli/,/ˈbɪtərli/
black,黑色的,adjective,black shoes,黑色的鞋子,/blæk/,/blæk/
blade,刀身;刀片;刀刃,noun,a sword with a steel blade,鋼劍,/bleɪd/,/bleɪd/
blame,責備;責怪;歸咎於,verb,Don't blame me (= it is not my fault) if you miss the bus!,如果你沒趕上公車可別怪我！,/bleɪm/,/bleɪm/
blank,空白的，無字的;空著的,adjective,a blank sheet of paper,一張白紙,/blæŋk/,/blæŋk/
blind,瞎的，盲的，失明的,adjective,She's been blind since birth.,她天生失明。,/blaɪnd/,/blaɪnd/
block,街區;街段,noun,The museum is just six blocks away.,博物館離這兒只有六條街。,/blɒk/,/blɑːk/
blonde,淺黃色頭髮的;金色頭髮的,adjective,blonde hair/highlights,金髮／金色挑染的頭髮,/blɒnd/,/blɑːnd/
blood,血，血液,noun,He lost a lot of blood in the accident.,他在事故中大量失血。,/blʌd/,/blʌd/
blow,吹;吹動;被吹走,verb,The wind was blowing harder every minute.,風越來越大。,/bləʊ/,/bləʊ/
blow out,（被）吹熄，（被）吹滅,phrasal verb,After dinner she blew out the candles.,晚飯後她吹滅了蠟燭。,,
blow up,（被）炸毀；（被）炸死,phrasal verb,They threatened to blow up the plane if their demands were not met.,他們威脅説如果要求得不到滿足就炸毀飛機。,,
blue,藍色的;天藍色的;青藍色的,adjective,a faded blue shirt,褪色的藍襯衫,/bluː/,/bluː/
board,（有特定用途的）薄木板;板;牌子,noun,Cheeses were laid out on a board.,房子外有一塊「待售」牌。,/bɔːd/,/bɔːrd/
boat,艇；小船,noun,a rowing/sailing boat,划艇／帆船,/bəʊt/,/bəʊt/
body,（人或動物的）軀體;身體,noun,A good diet and plenty of exercise will help you to keep your body healthy.,良好的飲食和充足的鍛煉將有助於保持身體健康。,/ˈbɒdi/,/ˈbɑːdi/
boil,（使）沸騰，煮沸，燒開,verb,Liquid nitrogen boils at a very low temperature.,液態氮在很低的溫度下就會達到沸點。,/bɔɪl/,/bɔɪl/
bomb,炸彈;爆炸裝置,noun,"During World War II, the British dropped a huge number of bombs on Dresden.",二戰期間，英國在德累斯頓城投下了大量炸彈。,/bɒm/,/bɑːm/
bone,骨，骨頭,noun,The child was so thin that you could see her bones.,這孩子瘦得可憐，都能看見她的骨頭。,/bəʊn/,/bəʊn/
book,(紙版或電子版的)書,noun,Have you read any good books recently?,你最近讀到了什麼好書嗎？,/bʊk/,/bʊk/
boot,靴子,noun,walking boots,步行靴，遠足靴,/buːt/,/buːt/
border,國境；邊界；邊境,noun,Were you stopped at the border?,你在邊界被攔住了嗎？,/ˈbɔːdə(r)/,/ˈbɔːrdər/
bore,使厭煩;使討厭,verb,"""Am I boring you?"" she asked anxiously.",「我讓你厭煩了嗎?」她焦急地問道。,/bɔː(r)/,/bɔːr/
bored,感到無聊的;感到厭煩的,adjective,"It was a cold, wet day and the children were bored.",那是一個陰冷而潮濕的日子，孩子們都很無聊。,/bɔːd/,/bɔːrd/
boring,煩人的;乏味的;無聊的,adjective,She finds opera boring.,她覺得歌劇很乏味。,/ˈbɔːrɪŋ/,/ˈbɔːrɪŋ/
born,她生於1950年。,verb,She was born in 1950.,她生於1950年。,/bɔːn/,/bɔːrn/
borrow,借，借入,verb,I had to borrow a pen from the invigilator to do the exam.,我不得不從監考人員那裡借了一支筆考試。,/ˈbɒrəʊ/,/ˈbɔːrəʊ/
boss,老闆;上司;頭兒,noun,She was the boss of a large international company.,她曾是一家大型跨國公司的老闆。,/bɒs/,/bɔːs/
both,兩個；兩者；雙方,predeterminer,Both my parents are teachers.,我的父母都是教師。,/bəʊθ/,/bəʊθ/
bother,努力，盡力；費心,verb,He hasn't even bothered to write.,他甚至根本就沒動筆。,/ˈbɒðə(r)/,/ˈbɑːðər/
bottle,瓶，瓶子,noun,a milk bottle,牛奶瓶,/ˈbɒtl/,/ˈbɑːtl/
bottom,底，底部；底層,noun,He stood at the bottom of the stairs and called up to me.,他站在樓梯的最下面抬頭叫我。,/ˈbɒtəm/,/ˈbɑːtəm/
bound,肯定的;極有可能的;必然的;註定了的,adjective,You're bound to forget people's names occasionally.,你肯定會偶爾忘記別人的名字。,/baʊnd/,/baʊnd/
bowl,碗;缽,noun,a soup/cereal/salad/sugar bowl,湯碗／麥片碗／沙拉缽／糖缽,/bəʊl/,/bəʊl/
box,箱;盒;匣,noun,a cardboard box,紙板箱,/bɒks/,/bɑːks/
boy,男孩;小夥子;男人，男子,noun,a teenage/adolescent boy,十幾歲的男孩,/bɔɪ/,/bɔɪ/
boyfriend,男朋友；（男性）情人,noun,He's not my boyfriend - we're just good friends!,他不是我的男友——我們只是好朋友！,/ˈbɔɪfrend/,/ˈbɔɪfrend/
brain,腦，大腦,noun,Doctors tried desperately to reduce the swelling in her brain.,醫生想盡一切辦法縮小她腦部的腫塊。,/breɪn/,/breɪn/
branch,一部分;支族，旁系,noun,Immunology is a branch of biological science.,免疫學是生物科學的一個分支。,/brɑːntʃ/,/bræntʃ/
brand,商標，牌子,noun,This isn't my usual brand of deodorant.,這不是我通常用的那個牌子的除臭劑。,/brænd/,/brænd/
brave,勇敢的，無畏的,adjective,a brave soldier,勇敢的士兵,/breɪv/,/breɪv/
bread,麵包,noun,a slice of bread,一片麵包,/bred/,/bred/
break,破碎，破裂；打破；打斷；損壞，弄壞,verb,I dropped the vase and it broke into pieces.,我把花瓶掉在地上摔碎了。,/breɪk/,/breɪk/
break down,（機器或車輛）出故障,phrasal verb,Our car broke down and we had to push it off the road.,我們的汽車拋錨了，我們只好把它推到路旁。,,
breakfast,早餐,noun,What do you want for breakfast?,你早餐想吃甚麽?,/ˈbrekfəst/,/ˈbrekfəst/
break in,訓練…;培訓…,phrasal verb,The boss did not believe in breaking his team in gently.,老闆並不認可逐步訓練員工的方式。,,
break into,突然開始做…,phrasal verb,He felt so happy that he broke into song (= suddenly began to sing).,他高興得突然唱了起來。,,
break off,折斷；（使）斷開；分開,phrasal verb,He broke off a piece of chocolate.,他掰了一塊巧克力。,,
break out,突然發生;爆發,phrasal verb,War broke out in 1914.,戰爭於1914年爆發。,,
break up,（把…）分成小塊；拆開；分解,phrasal verb,The company has been broken up and sold off.,公司已經被拆分賣掉了。,,
breast,乳房,noun,When a woman becomes pregnant her breasts tend to grow larger.,女性懷孕後，乳房會增大。,/brest/,/brest/
breath,呼吸的空氣;氣息,noun,Her breath smelled of garlic.,她的嘴裡有大蒜味。,/breθ/,/breθ/
breathe,呼吸,verb,It's so airless in here - I can hardly breathe.,這裡太悶了——我幾乎不能呼吸。,/briːð/,/briːð/
breathing,呼吸,noun,She lay awake listening to her sister's steady breathing.,她睜眼躺著，聽著姐姐均勻的呼吸聲。,/ˈbriːðɪŋ/,/ˈbriːðɪŋ/
breed,（為育種目的）飼養,verb,Terriers are bred for their fighting instincts.,交配繁殖梗狗是為了保持它們好鬥的本性。,/briːd/,/briːd/
brick,磚,noun,The chimney was made of bricks.,煙囪是用磚砌的。,/brɪk/,/brɪk/
bridge,橋,noun,We drove across/over the bridge.,我們開車駛過大橋。,/brɪdʒ/,/brɪdʒ/
brief,短暫的;簡短的,adjective,His acceptance speech was mercifully brief.,幸而他的得獎感言很簡短。,/briːf/,/briːf/
briefly,短暫地;簡短地,adverb,We chatted briefly about the weather.,我們聊了幾句天氣。,/ˈbriːfli/,/ˈbriːfli/
bright,光明的，明亮的,adjective,bright sunshine,明媚的陽光,/braɪt/,/braɪt/
brightly,光明地，明亮地,adverb,a brightly lit room,燈火通明的房間,/ˈbraɪtli/,/ˈbraɪtli/
brilliant,頗有才氣的，聰穎的;技藝高超的,adjective,Her mother was a brilliant scientist.,她母親是一位才華橫溢的科學家。,/ˈbrɪliənt/,/ˈbrɪliənt/
bring,拿來，帶來;帶到,verb,"""Shall I bring anything to the party?"" ""Oh, just a bottle.""",「我要不要帶點東西參加派對?」「噢，帶瓶酒就行。 」,/brɪŋ/,/brɪŋ/
bring back,帶回,phrasal verb,Can you bring me back some milk?,你能替我帶些牛奶回來嗎？,,
bring down,使…垮臺,phrasal verb,This scandal could bring down the country's government.,這個醜聞能使政府垮臺。,,
bring forward,提出，呈現,phrasal verb,The police brought forward some new evidence in the case.,警方呈現了有關本案的一些新證據。,,
bring out,使…更快樂；使…更加自信,phrasal verb,Paulo's very shy - he needs bringing out.,保羅很靦腆——他需要更自信些才好。,,
bring up,養育，撫養;教養,phrasal verb,She was brought up by her grandmother.,她是她祖母養大的。,,
broad,寬廣的,adjective,We walked down a broad avenue lined with trees.,我們走在林蔭大道上。,/brɔːd/,/brɔːd/
broadcast,廣播（電視或無線電節目）;播送,verb,Radio Caroline used to broadcast from a boat in the North Sea.,加羅林電臺過去在北海的一艘船上廣播。,/ˈbrɔːdkɑːst/,/ˈbrɔːdkæst/
broadly,概括地，大體上地,adverb,"Broadly speaking, don't you think women make better drivers than men?",總的來説，你不覺得女性開車比男性開得好嗎？,/ˈbrɔːdli/,/ˈbrɔːdli/
broken,（break 的過去分詞）,verb,He attacked the man with a broken bottle.,他用一個破酒瓶襲撃了那人。,/ˈbrəʊkən/,/ˈbrəʊkən/
brother,兄弟,noun,Do you have any brothers and sisters?,你有兄弟姐妹嗎？,/ˈbrʌðə(r)/,/ˈbrʌðər/
brown,棕色（的），褐色（的）,noun,dark/light brown,深褐色／淺褐色,/braʊn/,/braʊn/
brush,刷子;畫筆,noun,"I can't find my brush, but I still have my comb.",我找不到髮刷，不過我還有梳子。,/brʌʃ/,/brʌʃ/
bubble,泡;氣泡;泡沫,noun,"As water begins to boil, bubbles rise to the surface.",水開了，氣泡升向水面。,/ˈbʌbl/,/ˈbʌbl/
budget,預算,noun,The firm has drawn up a budget for the coming financial year.,公司草擬了下一財政年度的預算方案。,/ˈbʌdʒɪt/,/ˈbʌdʒɪt/
build,建造，修建,verb,They're building new houses by the river.,他們正在河邊建新房子。,/bɪld/,/bɪld/
building,建築物;房屋,noun,The once-empty site was now covered with buildings.,一度空蕩蕩的地方現在布滿了建築物。,/ˈbɪldɪŋ/,/ˈbɪldɪŋ/
build up,增強，加強；增大,phrasal verb,Tension is building up between the two communities.,兩個社區之間的關係日趨緊張。,,
bullet,子彈,noun,A bullet had lodged in the boy's leg.,一顆子彈嵌進了男孩的腿裡。,/ˈbʊlɪt/,/ˈbʊlɪt/
bunch,串;束;紮,noun,a bunch of flowers/grapes/bananas/keys,一束花／一串葡萄／一串香蕉／一串鑰匙,/bʌntʃ/,/bʌntʃ/
burn,（把…）燒壞;（使）燒傷;（使）燒毀;（使）曬傷;（使）燙傷,verb,He was badly burned in the blaze.,他在大火中嚴重燒傷。,/bɜːn/,/bɜːrn/
burn down,燒毀，焚毀（尤指建築物）,phrasal verb,He tried to burn down the school by setting fire to a pile of papers.,他放火點燃了一堆報紙，妄圖燒毀學校。,,
burst,（使）迸裂；（使）爆炸,verb,I hate it when balloons burst.,我討厭氣球突然破的時候。,/bɜːst/,/bɜːrst/
burst into,突然闖入（房間或建築）,phrasal verb,The side door of the bar flew open and three men burst in.,酒吧的側門猛地開了，三個男人闖了進來。,,
burst out,猛然大叫,phrasal verb,"""Don't go!"" he burst out.",「別走！」他猛然大叫道。,,
bury,埋;埋葬，安葬,verb,His father is buried in the cemetery on the hill.,他的父親葬在山上的墓地裡。,/ˈberi/,/ˈberi/
bus,公車；大客車,noun,You should take the bus/go by bus (= travel by bus) if you want to see the sights.,如果你想看風景，應該乘公車去。,/bʌs/,/bʌs/
bush,灌木,noun,a rose bush,玫瑰叢,/bʊʃ/,/bʊʃ/
business,買賣（貨品或服務）,noun,My brother's in business.,我哥哥經商。,/ˈbɪznəs/,/ˈbɪznəs/
businessman,（尤指公司高層的）商界人士;實業家,noun,He was a successful businessman before becoming a writer.,在成為作家之前，他是一位成功的實業家。,/ˈbɪznəsmæn/,/ˈbɪznəsmən/
busy,忙碌的;忙於…的;專注的,adjective,Mum was busy in the kitchen.,媽媽在廚房裡忙著呢。,/ˈbɪzi/,/ˈbɪzi/
but,但是，不過;而;相反,conjunction,She's very hard-working but not very imaginative.,她工作很努力，但缺乏想像力。,/bət/,/bʌt/
butter,奶油,noun,We were served scones with butter and jam.,我們吃的是可以塗奶油和果醬的烤餅。,/ˈbʌtə(r)/,/ˈbʌtər/
button,鈕扣，扣子,noun,I did up/undid (= fastened/unfastened) the buttons on my blouse.,我扣上／解開襯衫上的鈕扣。,/ˈbʌtn/,/ˈbʌtn/
buy,買，購買,verb,Eventually she had saved enough money to buy a small car.,她最終存夠了買一輛小汽車的錢。,/baɪ/,/baɪ/
buyer,購買者，買主,noun,He's still looking for a buyer for his house.,他還在給自己的房子尋找買家。,/ˈbaɪə(r)/,/ˈbaɪər/
by,（用於表示動作的施動者）被，由,preposition,The motorcycle was driven by a tiny bald man.,那輛機車由一個禿頂的小個子男人駕駛。,/baɪ/,/baɪ/
bye,再見,exclamation,Bye! See you next week!,再見！下週見！,/baɪ/,/baɪ/
