Word,中文,詞性,例句,中文說明,EN,US
secretly,秘密地,adverb,"She said she didn't care about it, but I believe she was secretly delighted.",他是根據秘密錄製的電話談話證據被定罪的。,/ˈsiːkrətli/,/ˈsiːkrətli/
section,部分;片段,noun,the sports section of the newspaper,報紙的體育版,/ˈsekʃn/,/ˈsekʃn/
sector,（一國經濟活動的）部門，領域，行業,noun,"In the financial sector, banks and insurance companies have both lost a lot of money.",在金融領域，銀行和保險公司都損失嚴重。,/ˈsektə(r)/,/ˈsektər/
secure,牢靠的；牢固的,adjective,That ladder doesn't look very secure to me.,那梯子我看不太穩固。,/sɪˈkjʊə(r)/,/sɪˈkjʊr/
security,保護（措施）；安全（保障）,noun,The station was closed for two hours because of a security alert.,由於有安全警報，車站關閉了兩小時。,/sɪˈkjʊərəti/,/sɪˈkjʊrəti/
see,看見;看出,verb,Turn the light on so I can see.,打開燈，這樣我才看得到。,/siː/,/siː/
see about,做；關照；處理,phrasal verb,It's getting late - I'd better see about lunch.,時間不早了——我最好去做午飯了。,,
seed,種子,noun,Sow the seeds (= put them in the ground) about three centimetres deep.,把這些種子種進約三公分深的地方。,/siːd/,/siːd/
seek,尋找；尋求（尤指非物質的東西）,verb,"""Are you actively seeking jobs?"" she asked.",「你在積極找工作嗎？」她問。,/siːk/,/siːk/
seem,似乎；仿佛,verb,"He's 16, but he often seems (to be) younger.",他16歲了，但往往看起來小一點。,/siːm/,/siːm/
see to,看見;看出,verb,Turn the light on so I can see.,打開燈，這樣我才看得到。,,
select,選擇;挑選,verb,"There was a choice of four prizes, and the winner could select one of them.",有四種獎品可供選擇，獲勝者可以從中挑選一個。,/sɪˈlekt/,/sɪˈlekt/
selection,選擇;挑選,noun,the selection process,挑選過程,/sɪˈlekʃn/,/sɪˈlekʃn/
self,本性；自己；自我,noun,The hero of the movie finally finds his true self (= discovers what his true personality and feelings are).,電影的主角最後找到了真正的自我。,/self/,/self/
sell,賣，出售,verb,I sold him my car/I sold my car to him for $600.,我把車以600美元的價錢賣給了他。,/sel/,/sel/
sell off,減價出售；低價處理,phrasal verb,They're selling off last year's stock at half price.,他們正以半價拋售去年的存貨。,,
sell out,賣光,phrasal verb,We sold out of the T-shirts in the first couple of hours.,我們在前幾個小時就把T恤賣完了。,,
senate,（諸如美國、澳大利亞、法國的）參議院,noun,The law has no chance of being passed by the Senate.,該法律沒有機會在參議院獲得通過。,/ˈsenət/,/ˈsenət/
senator,參議員,noun,Only two senators voted against the bill.,只有兩名參議員反對這一個法案。,/ˈsenətə(r)/,/ˈsenətər/
send,送;發送;（尤指）郵寄,verb,I'll send her a letter/email/parcel/postcard next week.,我下週要給她寄信／電子郵件／包裹／明信片。,/send/,/send/
send for,請（某人）來,phrasal verb,Do you think we should send for a doctor?,你覺得我們應該去請醫生嗎？,,
send off,郵寄,phrasal verb,Have you sent off your application form yet?,你寄申請表了嗎？,,
senior,級別高的,adjective,senior management,高級管理部門,/ˈsiːniə(r)/,/ˈsiːniər/
sense,官能;感覺;知覺（尤指視覺、聽覺、嗅覺、味覺和觸覺）,noun,"With her excellent sense of smell, she could tell if you were a smoker from the other side of the room.",她嗅覺靈敏，在房間的另一端就能知道你是否抽煙。,/sens/,/sens/
sensible,理智的;明智的,adjective,a sensible answer/approach/compromise/option,明智的回答／方法／妥協／選擇,/ˈsensəbl/,/ˈsensəbl/
sensitive,神經過敏的;易被冒犯的;敏感的,adjective,Her reply showed that she was very sensitive to criticism.,她的回答顯示她對批評很敏感。,/ˈsensətɪv/,/ˈsensətɪv/
sentence,句，句子,noun,He's very impatient and always interrupts me mid-sentence.,他很不耐煩，總是在我說到一半的時候就打斷我。,/ˈsentəns/,/ˈsentəns/
separate,各自的；單獨的，不同的,adjective,The art department and the music department are in two separate buildings.,藝術系和音樂系在兩座不同的大樓中。,/ˈseprət/,/ˈseprət/
separately,各自地；單獨地,adverb,Detectives interviewed the men separately over several days.,幾天內，偵探們分別盤問了那些人。,/ˈseprətli/,/ˈseprətli/
separation,分離；分開,noun,During the war many couples had to endure long periods of separation (= not being together).,戰爭期間，很多夫婦不得不忍受長期分離之苦。,/ˌsepəˈreɪʃn/,/ˌsepəˈreɪʃn/
September,九月,noun,My mother's birthday is in September.,我媽媽的生日在九月。,,
series,一連串；一系列,noun,There has been a series of sexual attacks on women in the area.,這個地區發生了一連串針對女性的性侵害案件。,/ˈsɪəriːz/,/ˈsɪriːz/
serious,嚴重的；糟糕的,adjective,a serious illness,嚴重的疾病,/ˈsɪəriəs/,/ˈsɪriəs/
seriously,嚴重地；惡劣地,adverb,Badly cooked shellfish can make you seriously ill.,烹調不當的貝類會讓你嚴重不適。,/ˈsɪəriəsli/,/ˈsɪriəsli/
servant,（尤指舊時的）傭人，僕人,noun,Public servants should be incorruptible.,公務員應該做到清正廉潔。,/ˈsɜːvənt/,/ˈsɜːrvənt/
serve,提供（食物或飲料）,verb,Do they serve meals in the bar?,這家酒吧提供飯菜嗎？,/sɜːv/,/sɜːrv/
service,公共服務系統；公共事業,noun,the postal service,郵政系統,/ˈsɜːvɪs/,/ˈsɜːrvɪs/
session,（議會等機構的）會議；（法庭的）開庭,noun,The parliamentary session is due to end on 27 May.,議會會議將於5月27日結束。,/ˈseʃn/,/ˈseʃn/
set,放，置;使處於（指定的地方、位置）,verb,He set a vase of flowers on the table.,他把一瓶花放在桌子上。,/set/,/set/
set off,出發，啓程,phrasal verb,What time will we have to set off for Grandma's house tomorrow?,我們明天要甚麽時候出發去奶奶家？,,
settle,確定;決定;解決，結束（爭端等）,verb,"Good, that's all settled - you send out the invitations for the party, and I'll organize the food.",好，那就這麽決定了——你發送派對的請帖，我來準備吃的。,/ˈsetl/,/ˈsetl/
settle down,安頓下來，習慣於新環境,phrasal verb,She quickly settled down in her new house/job/school.,她很快適應了新居／新工作／新學校的生活。,,
set up,建立，創立（公司、機構、系統、工作方式等）,phrasal verb,A committee has been set up to organize social events for the students.,已經成立了一個委員會來安排學生的社交活動。,,
seven,（數字）七,number,The restaurant opens for dinner at seven (o'clock).,餐廳在七點鐘開門供應晚餐。,/ˈsevn/,/ˈsevn/
seventeen,（數字）17,number,I'm nearly seventeen so I should be able to do what I want.,我快17歲了，所以可以做我想做的事了。,/ˌsevnˈtiːn/,/ˌsevnˈtiːn/
seventh,第七（的）,ordinal number,It's the seventh (of May) today.,今天是（5月）7日。,/ˈsevnθ/,/ˈsevnθ/
seventieth,第七（的）,ordinal number,,,/ˈsevntiəθ/,/ˈsevntiəθ/
seventy,（數字）70,number,"sixty-nine, seventy, seventy-one",69， 70， 71,/ˈsevnti/,/ˈsevnti/
several,一些；幾個,determiner,"I've seen ""Gone with the Wind"" several times.",我已經看過好幾遍《亂世佳人》了。,/ˈsevrəl/,/ˈsevrəl/
severe,非常嚴重的；劇烈的；慘重的,adjective,a severe chest infection/leg injury/toothache,十分嚴重的胸腔感染／腿傷／牙痛,/sɪˈvɪə(r)/,/sɪˈvɪr/
severely,嚴重地,adverb,Their daughter was severely injured in a car accident.,他們的女兒在一次車禍中受了重傷。,/sɪˈvɪəli/,/sɪˈvɪrli/
sew,縫;做針線活,verb,My grandmother taught me to sew.,我祖母教我做針線活。,/səʊ/,/səʊ/
sewing,縫製中的布料;待縫製的布料,noun,She put her sewing down.,她放下手裡的針線活。,/ˈsəʊɪŋ/,/ˈsəʊɪŋ/
sex,性別,noun,What sex is your cat?,你的貓是公的還是母的？,/seks/,/seks/
sexual,性的，性行爲的,adjective,Most people remember their first sexual experience.,大多數人都記得他們的第一次性經驗。,/ˈsekʃuəl/,/ˈsekʃuəl/
sexually,在性方面,adverb,"She's fun to be with, but I don't find her sexually attractive (= do not want to have sex with her).",和她在一起很有趣，但在性方面她對我沒有吸引力。,/ˈsekʃəli/,/ˈsekʃəli/
shade,陰處;陰涼處,noun,"The sun was hot, and there were no trees to offer us shade.",太陽火辣辣的，沒有樹讓我們遮陽。,/ʃeɪd/,/ʃeɪd/
shadow,陰影，影子,noun,"The children were playing, jumping on each other's shadows.",孩子們正在嬉戲，跳來跳去踩彼此的影子。,/ˈʃædəʊ/,/ˈʃædəʊ/
shake,搖動;抖動;使顫動,verb,A young boy climbed into the apple tree and shook the branches so that the fruit fell down.,一個男孩爬上蘋果樹，用力搖著樹枝好讓蘋果掉下來。,/ʃeɪk/,/ʃeɪk/
shall,（用於在主語爲 I 或 we 時替代 will）,modal verb,"If you do that one more time, I shall be very angry.",如果你再那麽做，我就要生氣了。,/ʃəl/,/ʃæl/
shallow,淺的，不深的,adjective,The stream was fairly shallow so we were able to walk across it.,小溪很淺，所以我們可以涉水過去。,/ˈʃæləʊ/,/ˈʃæləʊ/
shame,可惜，遺憾,noun,It's a (great/real) shame that the event had to be cancelled.,音樂會被迫取消，真是（很）遺憾。,/ʃeɪm/,/ʃeɪm/
shape,形狀，形態，外形,noun,Clay can be moulded into almost any shape.,黏土可以塑成幾乎任何形狀。,/ʃeɪp/,/ʃeɪp/
shaped,呈…形狀的,adjective,an unusually shaped carrot,形狀奇特的胡蘿蔔,/ʃeɪpt/,/ʃeɪpt/
share,分享;共用,verb,She's very possessive about her toys and finds it hard to share.,她對自己的玩具佔有欲太強，很難跟別人分享。,/ʃeə(r)/,/ʃer/
sharp,鋒利的；尖的,adjective,a knife with a sharp edge/blade.,刀刃鋒利的刀子,/ʃɑːp/,/ʃɑːrp/
sharply,快速突然地,adverb,Inflation has risen/fallen sharply.,通貨膨脹急遽上升／下降。,/ˈʃɑːpli/,/ˈʃɑːrpli/
shave,剃去毛髮；刮鬍子,verb,John has to shave twice a day.,約翰每天得刮兩次臉。,/ʃeɪv/,/ʃeɪv/
she,她;（指雌性動物）牠,pronoun,"I asked my mother if she'd lend me some money, but she said no.",我問母親能否借我點錢，她沒有答應。,/ʃi/,/ʃiː/
sheep,羊，綿羊,noun,The farmer has a large flock (= group) of long-haired sheep.,我們聽見綿羊在田野裡咩咩叫。,/ʃiːp/,/ʃiːp/
sheet,床單,noun,I've put clean sheets on the bed.,我已經給床鋪上了乾淨的床單。,/ʃiːt/,/ʃiːt/
shelf,（通常指固定在牆上或櫥櫃中的）架子,noun,a glass shelf,玻璃架子,/ʃelf/,/ʃelf/
shell,（尤指堅果、蛋、某些動物的）殼,noun,Brazil nuts have very hard shells.,巴西果的殼很堅硬。,/ʃel/,/ʃel/
shelter,掩蔽（處）;遮蔽（處）,noun,an air-raid shelter,防空洞,/ˈʃeltə(r)/,/ˈʃeltər/
shift,（尤指略微地）移動;改變;轉移,verb,She shifted (her weight) uneasily from one foot to the other.,她不安地把身體的重心由一隻腳轉移到另一隻腳。,/ʃɪft/,/ʃɪft/
shine,照耀;發光;反光,verb,Is that light shining in your eyes?,光晃你眼嗎？,/ʃaɪn/,/ʃaɪn/
shiny,（表面）有光澤的，光亮的,adjective,beautiful shiny hair,美麗有光澤的頭髮,/ˈʃaɪni/,/ˈʃaɪni/
ship,（尤指航海的）大船，輪船，艦,noun,a sailing ship,大帆船,/ʃɪp/,/ʃɪp/
shirt,（尤指男式）襯衣，襯衫,noun,a striped/white shirt,條紋／白襯衫,/ʃɜːt/,/ʃɜːrt/
shock,令人震驚的事件（或經歷）；驚愕，震驚,noun,Her mother's death came as a great shock - it was so unexpected.,她母親的去世讓人倍感震驚——簡直太出乎意料了。,/ʃɒk/,/ʃɑːk/
shocked,驚愕的，震驚的,adjective,"After his announcement, there was a shocked silence.",在他宣佈了這個訊息以後，人們因震驚而沉默了。,/ʃɒkt/,/ʃɑːkt/
shocking,令人厭惡的;令人難過的;不道德的,adjective,The sex scenes in the book were considered very shocking at the time when it was published.,這本書裡對於性愛場面的描寫在當初出版時被認爲是不堪入目的。,/ˈʃɒkɪŋ/,/ˈʃɑːkɪŋ/
shoe,鞋,noun,flat/high-heeled shoes,平底／高跟鞋,/ʃuː/,/ʃuː/
shoot,開（槍），射（箭）;發射;射中，射傷，射殺,verb,"If he's not armed, don't shoot.",如果他沒帶武器，就不要開槍。,/ʃuːt/,/ʃuːt/
shoot down,擊落，打下（飛機、鳥等）,phrasal verb,He was killed during the war when his plane was shot down.,戰爭期間他的飛機被擊落，他因此喪生。,,
shooting,發射;射擊;開槍;開火,noun,We heard some shooting in the night.,夜裡我們聽到了一些槍聲。,/ˈʃuːtɪŋ/,/ˈʃuːtɪŋ/
shop,商店，店鋪,noun,a book/clothes/record/sweet shop,書／服裝／唱片／糖果店,/ʃɒp/,/ʃɑːp/
shopping,購物，買東西,noun,I'm going shopping this afternoon.,我今天下午要去購物。,/ˈʃɒpɪŋ/,/ˈʃɑːpɪŋ/
short,短的；矮的,adjective,a short skirt,短裙,/ʃɔːt/,/ʃɔːrt/
shortly,不久，很快,adverb,We will shortly be arriving in King's Cross Station.,我們馬上就要到國王十字車站了。,/ˈʃɔːtli/,/ˈʃɔːrtli/
shot,（shoot的過去式及過去分詞）,verb,And that was a great shot by Márquez!,那是馬奎斯擊出的精彩好球！,/ʃɒt/,/ʃɑːt/
should,應當，應該,modal verb,"If you're annoyed with him, you should tell him.",如果你生他的氣，就應該告訴他。,/ʃəd/,/ʃʊd/
shoulder,肩，肩膀，肩部,noun,I rested my head on her shoulder.,我把頭靠在她的肩上。,/ˈʃəʊldə(r)/,/ˈʃəʊldər/
shout,大聲說，高聲說,verb,"There's no need to shout, I can hear you.",沒有必要大聲喊叫，我完全聽得見。,/ʃaʊt/,/ʃaʊt/
show,給…看；出示；顯示,verb,Let me show you this new book I've just bought.,給你看看我剛買的這本新書。,/ʃəʊ/,/ʃəʊ/
shower,淋浴器,noun,The shower is broken - you'll have to have a bath.,淋浴器壞了——你得用浴缸洗澡了。,/ˈʃaʊə(r)/,/ˈʃaʊər/
show off,炫耀，賣弄,phrasal verb,She only bought that sports car to show off and prove she could afford one.,她買那輛跑車只是爲了炫耀她買得起。,,
show round,帶（某人）參觀,phrasal verb,Let me know when you're coming to Cambridge and I'll show you around.,你來劍橋時請通知我，我會帶你四處參觀一下。,,
show up,（尤指遲些時候或出其不意地）到達，露面,phrasal verb,"I invited him for eight o'clock, but he didn't show up until 9.30.",我請他八點鐘來，但是他直到九點半才露面。,,
shut,（使）關閉,verb,Please shut the gate.,請關上大門。,/ʃʌt/,/ʃʌt/
shut down,關閉；（使）停止運作,phrasal verb,"The company plans to shut down four factories and cut 10,000 jobs.",公司計劃關閉四個工廠，精簡一萬個工作名額。,,
shut in,（為防止逃脫而）把…關起來，把…關在…裡,phrasal verb,The cat was shut in the garage all night.,貓在車庫裡被關了一整夜。,,
shut out,阻止…進入，把…關在外面,phrasal verb,The wind blew the door closed behind me and now I'm shut out (of the house).,風在我身後把門關上了，現在我被關在了（房子的）外面。,,
shut up,使（某人）閉嘴，使（某人）停止說話,phrasal verb,I wish you'd shut up for a moment and listen to what the rest of us have to say.,我希望你能閉上嘴巴安靜一會兒，聽聽我們其他人說甚麽。,,
shy,害羞的，羞怯的,adjective,He was too shy to ask her to dance with him.,他太害羞了，不敢邀請她跳舞。,/ʃaɪ/,/ʃaɪ/
sick,生病的，患病的，不舒服的,adjective,a sick child,生病的孩子,/sɪk/,/sɪk/
side,面；（尤指）側面,noun,The names of ships are usually painted on their sides.,船的名字通常漆在船的側面。,/saɪd/,/saɪd/
sideways,側向地的,adverb,The fence is leaning sideways.,柵欄向一邊傾斜。,/ˈsaɪdweɪz/,/ˈsaɪdweɪz/
sight,視力,noun,"If your sight is poor, you should not drive a car.",視力不佳就不應該開車。,/saɪt/,/saɪt/
sign,簽（名），署（名）；簽署，簽字,verb,to sign a letter/cheque/contract/lease/agreement,在信件／支票／合約／租約／協定上簽名,/saɪn/,/saɪn/
signal,信號,noun,"When she gave (them) the signal, they all cheered.",她發出信號後，他們都歡呼起來。,/ˈsɪɡnəl/,/ˈsɪɡnəl/
signature,簽名,noun,,,/ˈsɪɡnətʃə(r)/,/ˈsɪɡnətʃər/
significant,重要的；顯著的,adjective,There has been a significant increase in the number of women students in recent years.,近年來，女學生的人數有了顯著增加。,/sɪɡˈnɪfɪkənt/,/sɪɡˈnɪfɪkənt/
significantly,顯著地;相當數量地,adverb,My piano playing has improved significantly since I started with a new teacher.,自從換了一位新老師，我的鋼琴水準有了明顯提升。,/sɪɡˈnɪfɪkəntli/,/sɪɡˈnɪfɪkəntli/
silence,寧靜;寂靜,noun,A loud crash of thunder broke the silence of the night.,一聲響雷打破了夜晚的寧靜。,/ˈsaɪləns/,/ˈsaɪləns/
silent,寧靜的;寂靜的,adjective,The empty house was completely silent.,那棟空房子一片寂靜。,/ˈsaɪlənt/,/ˈsaɪlənt/
silk,絲綢；絲線,noun,a silk dress,絲綢連衣裙,/sɪlk/,/sɪlk/
silly,愚蠢的，傻的,adjective,"Don't do that, you silly boy!",不要那麽做，你這個傻小子！,/ˈsɪli/,/ˈsɪli/
silver,銀，銀子,noun,We gave them a dish made of solid silver as a wedding present.,我們送給愛麗森和湯姆一個純銀盤子作爲結婚禮物。,/ˈsɪlvə(r)/,/ˈsɪlvər/
similar,相似的，近似的,adjective,My father and I have similar views on politics.,我和父親在政治上觀點相似。,/ˈsɪmələ(r)/,/ˈsɪmələr/
similarly,同樣地；相似地,adverb,The children were similarly dressed.,孩子們的打扮很相似。,/ˈsɪmələli/,/ˈsɪmələrli/
simple,簡單的，容易的,adjective,The instructions were written in simple English.,這些說明書是用簡單易懂的英文寫成的。,/ˈsɪmpl/,/ˈsɪmpl/
simply,完全地；絕對地,adverb,You look simply (= really) beautiful in that dress.,你穿那條裙子看起來真漂亮。,/ˈsɪmpli/,/ˈsɪmpli/
since,此後，從此,adverb,"Emma went to work in New York a year ago, and we haven't seen her since.",埃瑪一年前去紐約工作了，自從那時起我們就沒有見過她。,/sɪns/,/sɪns/
sincere,（人、感情或行爲）真誠的，誠實的,adjective,a sincere apology,真誠的道歉,/sɪnˈsɪə(r)/,/sɪnˈsɪr/
sincerely,真誠地，誠實地,adverb,I'm sincerely grateful.,我衷心地感謝。,/sɪnˈsɪəli/,/sɪnˈsɪrli/
sing,唱歌；演唱,verb,The children sang two songs by Schubert at the school concert.,在學校音樂會上，孩子們演唱了舒伯特的兩首歌曲。,/sɪŋ/,/sɪŋ/
singer,歌唱家，歌手,noun,Bryn Terfel is a famous singer from Wales.,布萊恩·特費爾是威爾士著名歌手。,/ˈsɪŋə(r)/,/ˈsɪŋər/
singing,歌聲; 歌唱,noun,We could hear singing in the next room.,我們可以聽到隔壁房間的歌聲。,/ˈsɪŋɪŋ/,/ˈsɪŋɪŋ/
single,單一的，僅有一個的,adjective,He knocked his opponent down with a single blow.,他僅用一拳就打倒了對手。,/ˈsɪŋɡl/,/ˈsɪŋɡl/
sink,（使）沈沒；（使）陷入,verb,The Titanic was a passenger ship which sank (to the bottom of the ocean) in 1912.,鐵達尼號是1912年沈沒（海底）的一艘客輪。,/sɪŋk/,/sɪŋk/
sir,先生,noun,"Would you like to see the menu, sir?",您要看看菜單嗎，先生?,/sɜː(r)/,/sə(r)/
sister,姐姐，妹妹,noun,Sophie and Emily are sisters.,蘇菲和艾蜜莉是姐妹。,/ˈsɪstə(r)/,/ˈsɪstər/
sit,（使）坐，（使）坐下，（使）就座,verb,to sit at a table/desk,坐在桌子／書桌旁,/sɪt/,/sɪt/
sit down,坐下,phrasal verb,I sat down on the sofa next to Barbara.,我緊靠著芭芭拉在沙發上坐了下來。,,
site,（建築物的）地點，位置；建築工地；（某事發生的）地點，現場,noun,a building site,建築工地,/saɪt/,/saɪt/
situation,處境，情況，形勢,noun,the economic/political situation,經濟／政治形勢,/ˌsɪtʃuˈeɪʃn/,/ˌsɪtʃuˈeɪʃn/
six,數字六,number,Look for a bus with a number six on the front.,找一輛前面有數字六的公車。,/sɪks/,/sɪks/
sixteen,數字16,number,We have got sixteen (people) coming for lunch.,我們有16個人來吃午飯。,/ˌsɪksˈtiːn/,/ˌsɪksˈtiːn/
sixth,第六（的）,ordinal number,I have to return my library books on the sixth (of July).,我得在（7月）6號歸還圖書館的書。,/sɪksθ/,/sɪksθ/
sixtieth,第六（的）,ordinal number,,,/ˈsɪkstiəθ/,/ˈsɪkstiəθ/
sixty,數字60,number,"fifty-nine, sixty, sixty-one",59，60，61,/ˈsɪksti/,/ˈsɪksti/
size,尺寸；大小；規模,noun,We are concerned about the size of our debt.,我們爲自己的巨額債務感到憂心。,/saɪz/,/saɪz/
