Word,中文,詞性,例句,中文說明,EN,US
matter,事情，事件,noun,Could I talk to you about a personal matter?,我能和你談件私事嗎？,/ˈmætə(r)/,/ˈmætər/
maximum,最大的；最高的；頂點的,adjective,maximum speed/effort/temperature,最高速度／最大努力／最高溫度,/ˈmæksɪməm/,/ˈmæksɪməm/
may,（表示可能性）可能，也許,modal verb,There may be other problems that we don't know about.,可能有我們不知道的其他問題。,/meɪ/,/meɪ/
May,五月,modal verb,,,,
maybe,或許，大概,adverb,Maybe they'll come tomorrow.,或許他們明天會來。,/ˈmeɪbi/,/ˈmeɪbi/
me,（用於動詞或介詞後）我,pronoun,Is there one for me?,有我的一份嗎？,/mi/,/miː/
meal,進餐;餐，一頓飯,noun,a hot meal,一頓熱飯,/miːl/,/miːl/
mean,意思是;意味著,verb,What does this word mean?,這個詞是甚麼意思？,/miːn/,/miːn/
meaning,意思，意義;含義,noun,"The word ""flight"" has two different meanings: a plane journey, and the act of running away.",flight 一詞有兩個不同的意思：航程和逃跑。,/ˈmiːnɪŋ/,/ˈmiːnɪŋ/
means,方法，手段,noun,They had no means of communication.,他們沒有通訊方法。,/miːnz/,/miːnz/
meanwhile,在此期間;（與此）同時,adverb,"Carl's starting college in September. Meanwhile, he's travelling around Europe.",卡爾九月將開始大學生活。此間他正在環遊歐洲。,/ˈmiːnwaɪl/,/ˈmiːnwaɪl/
measure,量，測量;計量,verb,"""Will the table fit in here?"" ""I don't know - let's measure it.""",「這裡放得下這張桌子嗎？」「我不知道──我們來量一下吧。」,/ˈmeʒə(r)/,/ˈmeʒər/
measurement,丈量，測量,noun,The test is based on the measurement of blood levels.,這項化驗以測量血液中各成分濃度為基礎。,/ˈmeʒəmənt/,/ˈmeʒərmənt/
meat,（可食用的）肉,noun,I don't eat meat.,我不吃肉。,/miːt/,/miːt/
media,大眾傳播媒介，媒體,noun,the local/national media,地方／全國性媒體,/ˈmiːdiə/,/ˈmiːdiə/
medical,醫學的;醫療的;醫用的,adjective,medical advice,醫療建議,/ˈmedɪkl/,/ˈmedɪkl/
medicine,醫術;醫學,noun,paediatric/preventative medicine,兒科／預防醫學,/ˈmedsn/,/ˈmedɪsn/
medium,中間的；中等的；適中的,adjective,a girl of medium height,中等身材的女孩,/ˈmiːdiəm/,/ˈmiːdiəm/
meet,（和…）初次見面;（與…）相識,verb,They met at work.,他們是在工作時認識的。,/miːt/,/miːt/
meeting,會見;會面;會議,noun,We're having a meeting on Thursday to discuss the problem.,我們將在週四會面討論這個問題。,/ˈmiːtɪŋ/,/ˈmiːtɪŋ/
meet up,碰頭，相聚，會面,phrasal verb,They suggested we meet up at Mustafa's.,他們提議我們在穆斯塔法那裡會面。,,
meet with,經歷，遭遇，遇到（尤指不愉快之事）,phrasal verb,I heard she'd met with an accident.,我聽說她出了意外。,,
melt,（使）融化;（使）熔化;（使）溶解,verb,The snow usually melts by mid March.,通常雪到三月中旬就融化了。,/melt/,/melt/
member,成員，一分子,noun,a family member,家庭成員,/ˈmembə(r)/,/ˈmembər/
membership,會員資格，會員身份，會籍,noun,You have to apply for membership of the sports club.,這家運動俱樂部的會員資格必須經過申請才能取得。,/ˈmembəʃɪp/,/ˈmembərʃɪp/
memory,記憶力，記性,noun,a good/bad memory,好／差的記性,/ˈmeməri/,/ˈmeməri/
mental,精神的;思想上的;心理的,adjective,The family has a history of mental disorder.,這個家庭有精神失常的病史。,/ˈmentl/,/ˈmentl/
mentally,心理上，精神上,adverb,mentally ill,有精神疾病的,/ˈmentəli/,/ˈmentəli/
mention,提及，說起，談到,verb,I'll mention your ideas to Jacinta.,我會跟哈辛塔說一下你的想法。,/ˈmenʃn/,/ˈmenʃn/
menu,菜單,noun,The waiter brought the menu and the wine list.,侍者拿來了菜單和酒單。,/ˈmenjuː/,/ˈmenjuː/
mere,（用於強調不大，不重要或效果不大）只不過的，僅僅的,adjective,The plane crashed mere minutes after take-off.,飛機起飛後僅僅幾分鐘就墜毀了。,/mɪə(r)/,/mɪr/
merely,（用於強調所說的即為所想表達的）僅僅，只，不過,adverb,"I wasn't complaining, I merely said that I was tired.",我不是抱怨，我只不過是說我累了。,/ˈmɪəli/,/ˈmɪrli/
mess,骯髒;雜亂;不整潔的人,noun,He makes a terrible mess when he's cooking.,他做飯時總是把周圍弄得亂七八糟。,/mes/,/mes/
message,訊息;消息;口信,noun,"If I'm not there when you call, leave a message.",如果你打電話時我不在，就留個口信。,/ˈmesɪdʒ/,/ˈmesɪdʒ/
metal,金屬;合金,noun,"Metal, paper, and glass can be recycled.",金屬、紙張和玻璃都可以再利用。,/ˈmetl/,/ˈmetl/
method,方法，方式,noun,Travelling by train is still one of the safest methods of transport.,乘坐火車仍是最安全的交通出行方式之一。,/ˈmeθəd/,/ˈmeθəd/
metre,（長度單位）米，公尺,noun,The bomb shelter has concrete walls that are three metres thick.,防空洞有厚達三米的混凝土牆。,/ˈmiːtə(r)/,/ˈmiːtər/
mid-,在…之中,preposition,mid-March,三月中旬,,
midday,正午;中午,noun,I just have a sandwich at midday/for my midday meal.,我午餐只吃了一個三明治。,/ˌmɪdˈdeɪ/,/ˌmɪdˈdeɪ/
middle,中部，中間；中央；中心,noun,This is my class photo - I'm the one in the middle.,這是我的全班合照——中間的那個是我。,/ˈmɪdl/,/ˈmɪdl/
midnight,子夜，午夜,noun,There's a great film on TV at midnight.,午夜時分電視上會播一部好電影。,/ˈmɪdnaɪt/,/ˈmɪdnaɪt/
might,（may 的過去式）可能，可以,modal verb,I brought him some sandwiches because I thought he might be hungry.,我拿了些三明治給他，因為我想他可能餓了。,/maɪt/,/maɪt/
mild,溫和的；和緩的；輕微的,adjective,She can't accept even mild criticism of her work.,即使別人對她的作品略有微詞，她也不能接受。,/maɪld/,/maɪld/
mile,英里（長度單位，相當於1760碼或1.6公里）,noun,a ten-mile drive,10英里的車程,/maɪl/,/maɪl/
military,軍事的;軍用的,adjective,foreign military intervention,外國軍事干預,/ˈmɪlətri/,/ˈmɪləteri/
milk,奶;牛奶;羊奶,noun,a glass/carton of milk,一杯／盒牛奶,/mɪlk/,/mɪlk/
million,（數字）100萬,number,The city has a population of almost a/one million.,這座城市的人口幾乎有一百萬。,/ˈmɪljən/,/ˈmɪljən/
millionth,第一百萬,ordinal number,The factory has sold its millionth car.,這座工廠售出了它製造的第一百萬輛車。,/ˈmɪljənθ/,/ˈmɪljənθ/
mind,頭腦；大腦,noun,"Her mind was full of what had happened the night before, and she just wasn't concentrating.",她腦海裡滿是前一天晚上所發生的事情，根本無法集中精神。,/maɪnd/,/maɪnd/
mine,我的（所有物）;屬於我的（東西）;與我有關的（人）,pronoun,"""Whose bag is this?"" ""It's mine.""",「這是誰的袋子？」「是我的。」,/maɪn/,/maɪn/
mineral,礦物,noun,A healthy diet should supply all necessary vitamins and minerals.,健康的飲食應該提供所有必要的維生素和礦物質。,/ˈmɪnərəl/,/ˈmɪnərəl/
minimum,最小值；最少量；最低限度,noun,Wage increases are being kept to a minimum because of the recession.,由於經濟衰退，工資增長的幅度被保持在最低水準。,/ˈmɪnɪməm/,/ˈmɪnɪməm/
minister,部長;大臣,noun,the foreign/health minister,外交／衛生部長,/ˈmɪnɪstə(r)/,/ˈmɪnɪstər/
ministry,（政府的）部,noun,the Ministry of Defence/Agriculture,國防／農業部,/ˈmɪnɪstri/,/ˈmɪnɪstri/
minor,較不重要的；次要的；輕微的,adjective,a minor operation,小手術,/ˈmaɪnə(r)/,/ˈmaɪnər/
minority,少數,noun,It's only a tiny minority of people who are causing the problem.,惹麻煩的只是極少數的人。,/maɪˈnɒrəti/,/maɪˈnɔːrəti/
mirror,鏡，鏡子,noun,the bathroom mirror,浴室鏡子,/ˈmɪrə(r)/,/ˈmɪrər/
miss,未做到；未體驗；避開；倖免於,verb,I missed the start of the class because my bus was late.,我上課遲到了，因為我搭的公車來遲了。,/mɪs/,/mɪs/
missing,失蹤的，下落不明的,adjective,Her father has been missing since September 1992.,她父親從1992年9月起就下落不明。,/ˈmɪsɪŋ/,/ˈmɪsɪŋ/
miss out,遺漏,phrasal verb,You've missed out your address on the form.,你在表格上漏填了你的地址。,,
mistake,錯誤；過失,noun,I'm not blaming you - we all make mistakes.,我不是在責備你——我們都會犯錯。,/mɪˈsteɪk/,/mɪˈsteɪk/
mistake for,把…誤認為,phrasal verb,I often mistake her for her mother on the phone.,電話裡，我常把她誤認為是她母親。,,
mistaken,錯誤的；弄錯的,adjective,"If you think you can keep drinking so much without damaging your health, then you're mistaken.",如果你認為可以繼續喝這麼多酒而不損害健康的話，那你錯了。,/mɪˈsteɪkən/,/mɪˈsteɪkən/
mix,（使）混合，拌和,verb,Oil and water don't mix. Even if you shake them together they separate into two layers.,油與水不相融。即使你將其混在一起搖晃，它們也會分為兩層。,/mɪks/,/mɪks/
mixed,（感覺或觀點）不統一的，褒貶混雜的,adjective,There has been a mixed reaction to the changes.,對於那些變化有褒貶不同的反應。,/mɪkst/,/mɪkst/
mixture,混合物;混合體;混合料,noun,"The mixture of flour, water, and yeast is then left in a warm place for four hours.",然後將麵粉、水和酵母的混合物放在暖和的地方發酵四小時。,/ˈmɪkstʃə(r)/,/ˈmɪkstʃər/
mix up,混淆;把…弄錯,phrasal verb,People often mix us up because we look so similar.,人們常常把我們弄錯，因為我們看起來很相像。,,
mobile,（自由地）活動的，走動的,adjective,You've broken your ankle but you'll be fully mobile within a couple of months.,你摔斷了腳踝，但用不了幾個月你就可以行動自如了。,/ˈməʊbaɪl/,/ˈməʊbl/
model,模範，典型，榜樣,noun,The educational system was a model for those of many other countries.,這種教育體制是許多其他國家學習的榜樣。,/ˈmɒdl/,/ˈmɑːdl/
modern,現代的;新式的,adjective,modern technology/architecture/medicine/art,現代科技／建築／醫學／藝術,/ˈmɒdn/,/ˈmɑːdərn/
mom,母親;媽媽,noun,I miss my mom and dad a lot.,我很想念我的爸爸媽媽。,/mɒm/,/mɑːm/
moment,片刻，瞬間，刹那,noun,Can you wait a moment?,你能等一下嗎？,/ˈməʊmənt/,/ˈməʊmənt/
Monday,星期一，週一,noun,I start my new job on Monday.,週一我將開始我的新工作。,,
money,貨幣;錢，金錢;財產,noun,"""How much money do you have on you?"" ""€100 in notes and a few coins.""",「你帶了多少錢？」「一共100歐元的紙鈔，還有一些硬幣。」,/ˈmʌni/,/ˈmʌni/
monitor,監督員，核查員,noun,United Nations monitors were not allowed to enter the area.,聯合國核查員沒有獲准進入這個地區。,/ˈmɒnɪtə(r)/,/ˈmɑːnɪtər/
month,月;一個月的時間,noun,I'll be away for a month from mid-June to mid-July.,我會在6月中旬至7月中旬離開一個月。,/mʌnθ/,/mʌnθ/
mood,心境，心情，情緒；精神狀態,noun,She's in a good/bad mood.,她心情好／不好。,/muːd/,/muːd/
moon,月球，月亮,noun,What time does the moon rise/set (= appear/disappear in the sky)?,月亮何時升起／落下？,/muːn/,/muːn/
moral,道德的,adjective,It's her moral obligation to tell the police what she knows.,她把所知道的事告訴警方是道義上的責任。,/ˈmɒrəl/,/ˈmɔːrəl/
morally,道德上，道義上,adverb,"Morally, you're right, but in practice I don't think it would work.",從道義上講，你是對的，但實際上我認為那樣行不通。,/ˈmɒrəli/,/ˈmɔːrəli/
more,更大（的）；更多（的）,determiner,Would you like some more food?,你想再要些吃的嗎？,/mɔː(r)/,/mɔːr/
moreover,而且，再者，此外,adverb,"The whole report is badly written. Moreover, it's inaccurate.",整個報告都寫得很差，而且還內容不實。,/mɔːrˈəʊvə(r)/,/mɔːrˈəʊvər/
morning,早晨;上午,noun,a beautiful/sunny/wet morning,美麗的／陽光明媚的／多雨的上午,/ˈmɔːnɪŋ/,/ˈmɔːrnɪŋ/
most,最多（的）；最大（的）；最,determiner,What's the most you've ever won at poker?,紙牌遊戲中你最多贏過多少？,/məʊst/,/məʊst/
mostly,通常,adverb,"In the smaller towns, it's mostly (= usually) very quiet at nights.",在小村莊裡，晚上通常很安靜。,/ˈməʊstli/,/ˈməʊstli/
mother,母親;媽媽,noun,My mother was 21 when she got married.,我母親結婚時21歲。,/ˈmʌðə(r)/,/ˈmʌðər/
motion,動;運動;移動,noun,The violent motion of the ship upset his stomach.,船的劇烈搖晃使他的胃很不舒服。,/ˈməʊʃn/,/ˈməʊʃn/
motor,發動機，引擎;電動機，馬達,noun,The pump is powered by a small electric motor.,這個泵是由一個小馬達提供動力的。,/ˈməʊtə(r)/,/ˈməʊtər/
motorbike,機車，摩托車,noun,She jumped on her motorbike and raced off down the road.,她跳上機車，沿路疾駛而去。,/ˈməʊtəbaɪk/,/ˈməʊtərbaɪk/
motorcycle,機車，摩托車,noun,,,/ˈməʊtəsaɪkl/,/ˈməʊtərsaɪkl/
mount,增加；增長；上升,verb,The children's excitement is mounting as Christmas gets nearer.,隨著聖誕臨近，孩子都越來越興奮。,/maʊnt/,/maʊnt/
mountain,（高）山，山嶽,noun,The Matterhorn is one of the biggest mountains in Europe.,馬特洪峰是歐洲最雄偉的山峰之一。,/ˈmaʊntən/,/ˈmaʊntn/
mouse,鼠,noun,a field mouse,田鼠,/maʊs/,/maʊs/
mouth,嘴，口;口腔,noun,"Open your mouth wide and say ""Ah"".",張大嘴，說「啊」。,/maʊθ/,/maʊθ/
move,（使）改變位置，動;（使）移動,verb,I'm so cold I can't move my fingers.,我太冷了，手指都動不了了。,/muːv/,/muːv/
move in,接手;（對…）進行操縱，干預,phrasal verb,"When a company goes out of business, officials usually move in to take control.",如果公司倒閉，政府官員通常會接手控制局面。,,
movement,動;移動;運動,noun,He made a sudden movement and frightened the bird away.,他突然動了一下，鳥就受驚飛走了。,/ˈmuːvmənt/,/ˈmuːvmənt/
move out,搬走,phrasal verb,Her landlord has given her a week to move out.,房東給她一星期時間搬走。,,
movie,電影，影片,noun,"My favourite movie is ""Casablanca"".",我最喜愛的電影是《北非諜影》。,/ˈmuːvi/,/ˈmuːvi/
movie theater,電影院,noun,The movie theater has ten screens.,電影院有十個放映廳。,,
moving,行進中的;活動的,adjective,a moving target,活動的靶子,/ˈmuːvɪŋ/,/ˈmuːvɪŋ/
Mr,（用在男子的姓、姓名或職務之前）先生,noun,Mr Jones/Mr David Jones,鍾斯先生／大衛‧鍾斯先生,,
Mrs,（用在已婚婦女的姓或姓名之前）夫人，太太,noun,Mrs Wood/Mrs Jean Wood,伍德太太／瓊•伍德太太,,
Ms,,noun,Ms Hill/Ms Paula Hill,希爾女士／寶拉•希爾女士,,
much,多（的），大量（的）,determiner,I don't earn much money.,我賺錢不多。,/mʌtʃ/,/mʌtʃ/
mud,泥，泥土;爛泥，泥漿;淤泥,noun,The vehicles got bogged down in the heavy mud.,車輛深陷淤泥，動彈不得。,/mʌd/,/mʌd/
multiply,大幅增加；乘，使相乘,verb,"Alzheimer's Disease affects more than 4 million Americans today, and the number is expected to multiply rapidly as the population ages.",,/ˈmʌltɪplaɪ/,/ˈmʌltɪplaɪ/
mum,媽媽,noun,I'll ask my mum if I can go.,我會問我媽媽我可不可以去。,/mʌm/,/mʌm/
murder,謀殺，兇殺,noun,Two sisters have been charged with (= officially accused of) murder.,兩姐妹被控謀殺。,/ˈmɜːdə(r)/,/ˈmɜːrdər/
muscle,肌肉,noun,neck/back/leg/stomach muscles,頸／背／腿／胃部肌肉,/ˈmʌsl/,/ˈmʌsl/
museum,博物館，博物院,noun,a museum of modern art,現代藝術博物館,/mjuˈziːəm/,/mjuˈziːəm/
music,音樂,noun,classical/pop/dance/rock music,古典音樂／流行音樂／舞曲／搖滾音樂,/ˈmjuːzɪk/,/ˈmjuːzɪk/
musical,音樂的；用於音樂的,adjective,musical instruments,樂器,/ˈmjuːzɪkl/,/ˈmjuːzɪkl/
musician,音樂家;樂師;作曲家,noun,The concert features dancers and musicians of all nationalities.,這場音樂會雲集了各國的舞蹈家和音樂家。,/mjuˈzɪʃn/,/mjuˈzɪʃn/
must,必須,modal verb,Meat must be cooked thoroughly.,肉必須徹底煮熟。,/məst/,/mʌst/
my,我的,determiner,my parents,我的父母,/maɪ/,/maɪ/
myself,（反身代詞）我自己,pronoun,I bought myself a new coat.,我為自己買了一件新外套。,/maɪˈself/,/maɪˈself/
mysterious,神秘的事物，難以理解的事物，謎,adjective,"She's an actress whose inner life has remained mysterious, despite the many interviews she has given.",作為一名演員，她雖然接受過多次採訪，但私生活依然很神秘。,/mɪˈstɪəriəs/,/mɪˈstɪriəs/
mystery,神秘的事物，難以理解的事物，謎,noun,How the massive stones were brought here from hundreds of miles away is/remains a mystery.,巨石到底怎樣從幾百英里以外運到這裡來仍然是個謎。,/ˈmɪstri/,/ˈmɪstəri/
