Word,中文,詞性,例句,中文說明,EN,US
welcome,樂於接受;歡迎;鼓勵;支持,verb,The new appointment has been widely welcomed.,這個新任命受到廣泛歡迎。,/ˈwelkəm/,/ˈwelkəm/
well,很好地，令人滿意地,adverb,The documentary presented both sides of the problem very well.,這部紀錄片很好地呈現了問題的兩個方面。,/wel/,/wel/
well known,著名的，眾所周知的,adjective,Her views on the subject are already well known.,她對於這個問題的觀點人盡皆知。,,
west,西，西方,noun,"The points of the compass are north, south, east, and west.",指南針上的方向有北、南、東和西。,/west/,/west/
western,位於（或來自）西面,adjective,western Europe,西歐,/ˈwestən/,/ˈwestərn/
wet,濕的，潮濕的,adjective,a wet floor,潮濕的地板,/wet/,/wet/
what,甚麼,determiner,What time is it?,幾點了？,/wɒt/,/wʌt/
whatever,不管怎樣，無論甚麼,pronoun,We'll go whatever the weather.,無論天氣怎樣，我們都要去。,/wɒtˈevə(r)/,/wətˈevər/
wheel,輪子；車輪,noun,I got my bag caught in the wheel of my bicycle.,我的書包被絞進了腳踏車車輪裡。,/wiːl/,/wiːl/
when,甚麼時候，何時,adverb,"""I did tell you about it."" ""When? I don't remember.""",「我確實告訴過你這件事。」「甚麼時候？我不記得了。」,/wen/,/wen/
whenever,每當，無論何時,adverb,I blush whenever I think about it.,每當我想到這個就會臉紅。,/wenˈevə(r)/,/wenˈevər/
where,去哪裡;在哪裡,adverb,Where does he live?,他住在哪裡？,/weə(r)/,/wer/
whereas,儘管;但是;卻,conjunction,"He must be about 60, whereas his wife looks about 30.",他肯定有60歲上下了，可他妻子看起來只有30歲左右。,/ˌweərˈæz/,/ˌwerˈæz/
wherever,無論到（或在）哪裡;無論甚麼地方,adverb,We can go wherever you like.,你想去哪裡，我們就去哪裡。,/weərˈevə(r)/,/werˈevər/
whether,（尤用於轉述問題或表達疑問）是否,conjunction,I wasn't sure whether you'd like it.,我不肯定你是否喜歡它。,/ˈweðə(r)/,/ˈweðər/
which,（用於答案數目固定或有限的問題中）哪個;哪些,determiner,Which party would you prefer to go to - Anna's or Dan's ?,你更想去哪個聚會——安娜的還是丹的？,/wɪtʃ/,/wɪtʃ/
while,在…的時候;與…同時,conjunction,I read it while you were drying your hair.,在你吹亁頭髮的時候，我讀了它。,/waɪl/,/waɪl/
whisper,小聲說話;低語;耳語,verb,She leaned over and whispered something in his ear.,她俯身對他耳語了些甚麼。,/ˈwɪspə(r)/,/ˈwɪspər/
whistle,吹哨子;（尤指）吹口哨;用口哨吹出,verb,He whistled as he worked.,他一邊工作一邊吹口哨。,/ˈwɪsl/,/ˈwɪsl/
white,白色的;雪白的;乳白的,adjective,a white T-shirt,白色的T恤衫,/waɪt/,/waɪt/
who,誰，甚麼人,pronoun,Who did this?,這是誰做的？,/huː/,/huː/
whoever,…的那個人,pronoun,Whoever uprooted that tree ought to be ashamed of themselves.,把樹連根拔起的那個人應當感到羞恥。,/huːˈevə(r)/,/huːˈevər/
whole,全部的；整個的；整體的,adjective,I spent the whole day cleaning.,我花了一整天打掃衛生。,/həʊl/,/həʊl/
whom,（作受詞時代替 who）,pronoun,I met a man with whom I used to work.,我碰見了個過去曾一起工作的人。,/huːm/,/huːm/
whose,誰的,pronoun,Whose is this bag?,這是誰的袋子？,/huːz/,/huːz/
why,為甚麼,adverb,"""I'm going home."" ""Why?""",「我要回家了。」「為甚麼？」,/waɪ/,/waɪ/
wide,寬的；寬闊的；寬廣的,adjective,a wide river/road/gap/foot,寬闊的河流／道路／巨大的裂口／大腳,/waɪd/,/waɪd/
widely,範圍廣地；廣泛地,adverb,They have both travelled widely.,他們倆都遊歷過很多地方。,/ˈwaɪdli/,/ˈwaɪdli/
width,寬度;廣度,noun,It is five metres in width.,它的寬度是五米。,/wɪdθ/,/wɪtθ/
wife,妻子，老婆，夫人,noun,I met Greg's wife for the first time.,我是第一次見到葛列格的妻子。,/waɪf/,/waɪf/
wild,瘋狂的;狂暴的;猛烈的,adjective,a wild party,狂野的派對,/waɪld/,/waɪld/
wildly,狂野地;失控地;狂暴地,adverb,He was dancing wildly.,他瘋狂地跳著舞。,/ˈwaɪldli/,/ˈwaɪldli/
will,將，將要,modal verb,Clare will be five years old next month.,下個月克萊爾就五歲了。,/wɪl/,/wɪl/
willing,願意，樂意（做某事）,adjective,"If you're willing to fly at night, you can get a much cheaper ticket.",如果你願意夜裡乘飛機，就能買到更便宜的機票。,/ˈwɪlɪŋ/,/ˈwɪlɪŋ/
willingly,心甘情願地,adverb,I would willingly help you if I weren't going away tomorrow.,不巧我明天要走，否則我願意幫助你。,/ˈwɪlɪŋli/,/ˈwɪlɪŋli/
willingness,心甘情願,noun,She shows a willingness to work on her own initiative.,她願意主動做工作。,/ˈwɪlɪŋnəs/,/ˈwɪlɪŋnəs/
win,獲勝;贏,verb,Which year was it that Italy won the World Cup?,義大利是哪一年贏得世界盃的？,/wɪn/,/wɪn/
window,窗，窗戶，窗口,noun,Is it all right if I open/close the window?,我打開／關上窗戶可以嗎？,/ˈwɪndəʊ/,/ˈwɪndəʊ/
wine,葡萄酒;果酒,noun,a wine cellar/connoisseur/cooler/glass,酒窖／酒鑒賞家／鎮酒冰壺／玻璃酒杯,/waɪn/,/waɪn/
wing,（鳥類等的）翅膀；（飛機的）機翼,noun,the delicacy of a butterfly's wings,蝴蝶翅膀的精緻,/wɪŋ/,/wɪŋ/
winner,獲勝者;冠軍,noun,There'll be a prize for the winner.,獲勝者將會得到獎品。,/ˈwɪnə(r)/,/ˈwɪnər/
winning,獲勝的；贏的,adjective,Have you heard the winning act in this year's singing contest?,你聽過今年歌曲大賽的獲獎歌曲嗎？,/ˈwɪnɪŋ/,/ˈwɪnɪŋ/
winter,冬季，冬天,noun,I think you tend to eat more in (the) winter.,我想你在冬天可能會吃得更多。,/ˈwɪntə(r)/,/ˈwɪntər/
wire,金屬絲;金屬線,noun,a wire fence,金屬線柵欄,/ˈwaɪə(r)/,/ˈwaɪər/
wise,明智的;英明的;聰明的,adjective,I think you made a wise choice.,我認為你作了一個明智的選擇。,/waɪz/,/waɪz/
wish,（與過去時連用，對已經存在的情況表示遺憾）但願，希望,verb,I wish (that) I was/were a bit taller.,我個子再高一點就好了。,/wɪʃ/,/wɪʃ/
with,和…一起；和；跟隨；同,preposition,I was with Sylvia at the time.,那時我和西爾維婭在一起。,/wɪð/,/wɪθ/
withdraw,抽回;取回;提取;撤回;撤離;退出;移回,verb,This credit card allows you to withdraw up to £200 a day from ATMs.,這張信用卡允許你每天從自動提款機中提取200英鎊。,/wɪðˈdrɔː/,/wɪθˈdrɔː/
within,在…裡，在…內;不超過,preposition,Two thirds of Californians live within 15 miles of the coast.,三分之二的加州人居住在離海岸15英里以內的地區。,/wɪˈðɪn/,/wɪˈðɪn/
without,沒有;無;缺少,preposition,I left without my umbrella.,我沒有帶傘就出來了。,/wɪˈðaʊt/,/wɪˈðaʊt/
witness,（尤指犯罪或事故的）目擊者,noun,Police are appealing for witnesses to the accident to come forward.,警方呼籲那場事故的目擊者站出來。,/ˈwɪtnəs/,/ˈwɪtnəs/
woman,成年女子，女人,noun,She's a really nice woman.,她真是個非常好的女人。,/ˈwʊmən/,/ˈwʊmən/
wonder,疑惑;想知道,verb,Shouldn't you phone home? Your parents will be wondering where you are.,你是不是最好給家裡打個電話？你父母會想知道你在哪裡的。,/ˈwʌndə(r)/,/ˈwʌndər/
wonderful,絕妙的，令人驚嘆的，極好的,adjective,He's a wonderful cook.,他是個非常出色的廚師。,/ˈwʌndəfl/,/ˈwʌndərfl/
wood,木頭;木材;木料;木柴,noun,He gathered some wood to build a fire.,他撿了些木頭生了一堆火。,/wʊd/,/wʊd/
wooden,木製的,adjective,"The house was surrounded by a tall, wooden fence.",這所房子被一道高高的木製籬笆圍了起來。,/ˈwʊdn/,/ˈwʊdn/
wool,羊毛;動物毛,noun,Australia is one of the world's main producers of wool.,澳大利亞是世界上主要的羊毛產地之一。,/wʊl/,/wʊl/
word,詞;字;單詞,noun,Your essay should be no more than two thousand words long.,你的論文不應超過2000字。,/wɜːd/,/wɜːrd/
work,工作;勞動,noun,I've got so much work to do.,我有一大堆工作要做。,/wɜːk/,/wɜːrk/
worker,工人；勞動者；工作者,noun,factory/social/construction workers,工廠工人／社會工作者／建築工人,/ˈwɜːkə(r)/,/ˈwɜːrkər/
working,工作的,adjective,a 37-hour working week,工作時間為37小時的工作週,/ˈwɜːkɪŋ/,/ˈwɜːrkɪŋ/
work out,計算出,phrasal verb,We need to work out the total cost of the project.,我們需要算出這項工程的總造價。,,
world,地球，世界,noun,Different parts of the world have very different climatic conditions.,世界上不同地區的氣候狀況大不相同。,/wɜːld/,/wɜːrld/
worried,擔心的;憂慮的;發愁的,adjective,She was sitting behind her desk with a worried expression/look on her face.,她坐在桌子後面，神色焦急。,/ˈwʌrid/,/ˈwɜːrid/
worry,擔心;憂慮;發愁,verb,Try not to worry - there's nothing you can do to change the situation.,別發愁了——你沒法改變這種局面。,/ˈwʌri/,/ˈwɜːri/
worrying,令人著急的；令人擔憂的,adjective,It's a very worrying situation.,這種局面真令人擔心。,/ˈwʌriɪŋ/,/ˈwɜːriɪŋ/
worse,更壞的;更糟的;更差的,adjective,The conditions they're living in are worse than we thought.,他們的居住條件比我們想像的更糟糕。,/wɜːs/,/wɜːrs/
worship,敬奉，崇拜，信仰（上帝或神）,verb,On the island the people worshipped different gods.,在這個島上，人們信仰不同的神。,/ˈwɜːʃɪp/,/ˈwɜːrʃɪp/
worst,最差的;最糟的;最嚴重的,adjective,That was the worst meal I've ever eaten.,那是我吃過最糟的一頓飯。,/wɜːst/,/wɜːrst/
worth,值…錢的,adjective,"Our house is worth £200,000.",我們的房子價值約20萬英鎊。,/wɜːθ/,/wɜːrθ/
would,（從過去的角度指將來發生的事）將，將要,modal verb,He said he would see his brother tomorrow.,他說明天要去見他的兄弟。,/wʊd/,/wəd/
wounded,受傷害的,adjective,a wounded expression,受傷害的表情,/ˈwuːndɪd/,/ˈwuːndɪd/
wrap,（用紙、布或其他材料）包，裹,verb,She wrapped the present and tied it with ribbon.,她把禮物包起來並用絲帶綁好。,/ræp/,/ræp/
wrapping,包裝紙;包裝塑膠紙,noun,cellophane wrapping,包裝用玻璃紙,/ˈræpɪŋ/,/ˈræpɪŋ/
wrist,手腕;腕關節,noun,I sprained my wrist playing tennis.,我打網球時扭傷了手腕。,/rɪst/,/rɪst/
write,寫，書寫;寫（字）,verb,"When you fill in the form, please write clearly/legibly in black ink.",填表時，請用黑色墨水書寫清楚。,/raɪt/,/raɪt/
write back,回信,phrasal verb,I'll write back and tell her we're coming.,我會給她回信，告訴她我們要來。,,
write down,寫下;記下,phrasal verb,Did you write down Jo's phone number?,你把喬的電話號碼記下來了嗎？,,
writer,作家；作者,noun,a travel/sports/fiction/crime writer,遊記／體育專欄／小說／犯罪小說作家,/ˈraɪtə(r)/,/ˈraɪtər/
writing,筆跡;書法,noun,Do you recognize the writing on the envelope?,你能認出信封上是誰的筆跡嗎？,/ˈraɪtɪŋ/,/ˈraɪtɪŋ/
written,（write 的過去分詞）,verb,written instructions,書面指示,/ˈrɪtn/,/ˈrɪtn/
wrong,錯誤的；不正確的,adjective,Three of your answers were wrong.,你的回答中有三個是錯的。,/rɒŋ/,/rɔːŋ/
wrongly,錯誤地；不正確地,adverb,Several people were wrongly convicted.,好幾個人被錯判有罪。,/ˈrɒŋli/,/ˈrɔːŋli/
