Word,中文,詞性,例句,中文說明,EN,US
adjust,（尤指為了使某物更正確、有效或合適而）調整，調節,verb,If the chair is too high you can adjust it to suit you.,如果椅子太高了，你可以把它調到適合你的高度。,/əˈdʒʌst/,/əˈdʒʌst/
admiration,欽佩;羨慕;讚賞;欣賞,noun,My admiration for that woman grows daily.,我對那個女子的欽佩與日俱增。,/ˌædməˈreɪʃn/,/ˌædməˈreɪʃn/
admire,欣賞；羨慕,verb,"We stood for a few moments, admiring the view.",我們駐足了一會兒，欣賞美麗的景色。,/ədˈmaɪə(r)/,/ədˈmaɪər/
admit,（尤指不情願地）承認;供認;招認,verb,He admitted his guilt/mistake.,他承認有罪／犯了錯誤。,/ədˈmɪt/,/ədˈmɪt/
adopt,收養;領養,verb,They've adopted a baby girl.,他們領養了一個女嬰。,/əˈdɒpt/,/əˈdɑːpt/
adult,成年人;成年動物,noun,An adult under English law is someone over 18 years old.,根據英國法律規定，成年人是指18歲以上人士。,/ˈædʌlt/,/əˈdʌlt/
advance,（使）前進；使進步，使進展；使發展；促進,verb,The fire advanced steadily through the forest.,大火在森林中不斷蔓延。,/ədˈvɑːns/,/ədˈvæns/
advanced,先進的,adjective,This is the most advanced type of engine available.,這是現有的最先進的引擎。,/ədˈvɑːnst/,/ədˈvænst/
advantage,有利條件，有利因素；優勢；好處,noun,The advantage of booking tickets in advance is that you get better seats.,提前訂票的好處就是可以得到比較好的座位。,/ədˈvɑːntɪdʒ/,/ədˈvæntɪdʒ/
adventure,冒險，歷險;奇遇;刺激,noun,They went on an adventure hunting for treasure in the western hills. ,她在埃及經歷了一些很刺激的奇遇。,/ədˈventʃə(r)/,/ədˈventʃər/
advert,一則廣告,noun,an advert for the local radio station,當地廣播電臺推廣節目的廣告,/ˈædvɜːt/,/ˈædvɜːrt/
advertise,（尤指為了推銷某物）登廣告，做廣告，宣傳;公佈;徵聘,verb,We advertised our car in the local newspaper.,我們在當地報紙上登了廣告出售我們的轎車。,/ˈædvətaɪz/,/ˈædvərtaɪz/
advertisement,廣告;啟事,noun,I saw an advertisement for the new restaurant that opened in town. ,恐怕我不是這個減肥飲食計劃的活廣告，因為我的體重實際上是增加了！,/ədˈvɜːtɪsmənt/,/ˌædvərˈtaɪzmənt/
advertising,廣告（業）,noun,Fiona works in advertising.,菲奧納從事廣告業。,/ˈædvətaɪzɪŋ/,/ˈædvərtaɪzɪŋ/
advice,意見;忠告;勸告,noun,I need some advice on which computer to buy.,我需要聽聽別人的意見來決定買哪種電腦。,/ədˈvaɪs/,/ədˈvaɪs/
advise,勸告;忠告;向…提供意見，給…出主意,verb,I think I'd advise him to leave the company.,我想，我會建議他離開這家公司。,/ədˈvaɪz/,/ədˈvaɪz/
affair,事務;事情,noun,"As a leader, he's been criticized for his inexperience in foreign affairs.",她把自己的財務管理得井井有條、又快又好。,/əˈfeə(r)/,/əˈfer/
affect,影響；侵襲；感染；打動,verb,Both buildings were badly affected by the fire.,兩座樓都在大火中嚴重受損。,/əˈfekt/,/əˈfekt/
affection,喜愛;鍾愛;摯愛,noun,She felt no affection for the child.,她一點都不疼愛這個孩子。,/əˈfekʃn/,/əˈfekʃn/
afford,我不知道他靠薪水怎麼能買得起新車。,verb,I don't know how he can afford a new car on his salary.,我不知道他靠薪水怎麼能買得起新車。,/əˈfɔːd/,/əˈfɔːrd/
afraid,畏懼的，害怕的;擔憂的，發愁的,adjective,She was afraid for her children (= feared that they might be hurt).,她很擔心孩子的安全。,/əˈfreɪd/,/əˈfreɪd/
after,（時間、地點或順序）在…之後;（一個）接著（一個）,preposition,Let's go for a walk after breakfast.,我們吃過早餐去散步吧。,/ˈɑːftə(r)/,/ˈæftər/
afternoon,下午，午後,noun,It was a sunny afternoon.,那是一個陽光明媚的下午。,/ˌɑːftəˈnuːn/,/ˌæftərˈnuːn/
afterwards,過後，以後，後來,adverb,"We had tea, and afterwards we sat in the garden for a while.",我們喝了茶，後來在花園裡坐了一會兒。,/ˈɑːftəwədz/,/ˈæftərwərdz/
again,又，再一次,adverb,"Could you spell your name again, please?",請您再拼一次您的名字好嗎？,/əˈɡen/,/əˈɡeɪn/
against,反對;與…相反,preposition,She spoke against the decision to close the college.,她聲言反對關閉學院的決定。,/əˈɡenst/,/əˈɡeɪnst/
age,年齡，年紀;存在時間,noun,Do you know the age of that building?,你知道那座樓的歷史有多久嗎？,/eɪdʒ/,/eɪdʒ/
aged,…歲,adjective,"They've got one daughter, Isabel, aged three.",他們有個女兒，叫伊莎貝爾，三歲了。,/eɪdʒd/,/eɪdʒd/
agency,代理機構,noun,an advertising/employment/estate/travel agency,廣告（代理）公司／職業介紹所／房地產仲介公司／旅行社,/ˈeɪdʒənsi/,/ˈeɪdʒənsi/
agent,代理人；代理商,noun,Please contact our agent in Spain for further information.,如需更多資訊，請聯絡本公司在西班牙的代理。,/ˈeɪdʒənt/,/ˈeɪdʒənt/
aggressive,好鬥的;富於攻擊性的;挑釁的,adjective,The stereotype is that men tend to be more aggressive than women.,如果我批評他，他就會尋釁大吵大鬧。,/əˈɡresɪv/,/əˈɡresɪv/
ago,以前，從前,adverb,He left the house over an hour ago.,他一個多小時前離開了這所房子。,/əˈɡəʊ/,/əˈɡəʊ/
agree,持相同意見;贊成，贊同,verb,Ann and I never seem to agree.,安和我好像從來都沒有意見一致過。,/əˈɡriː/,/əˈɡriː/
agreement,意見一致;同意;應允,noun,The whole family was in agreement with her about/on what they should do.,對於他們應該做甚麼，全家人都和她意見一致。,/əˈɡriːmənt/,/əˈɡriːmənt/
ahead,在前面，在前方,adverb,The road ahead is very busy.,前面路上很擁擠。,/əˈhed/,/əˈhed/
aid,幫助；支持,noun,He gets about with the aid of a walking stick.,他拄著拐杖到處走動。,/eɪd/,/eɪd/
aim,目標，目的；意圖,noun,My main aim in life is to be a good husband and father.,我人生的主要目標是做一個好丈夫和好爸爸。,/eɪm/,/eɪm/
air,空氣,noun,I went outside to get some fresh air.,我到室外呼吸一下新鮮空氣。,/eə(r)/,/er/
aircraft,飛機；飛行器，航空器,noun,military aircraft,軍用飛機,/ˈeəkrɑːft/,/ˈerkræft/
airport,航空站，航空港，機場,noun,an international airport,國際機場,/ˈeəpɔːt/,/ˈerpɔːrt/
alarm,警報,noun,"If there's any trouble, raise/sound the alarm by pulling the emergency cord.",如果出現任何問題，拉緊急警報索報警。,/əˈlɑːm/,/əˈlɑːrm/
alarmed,受某事物驚嚇（或困擾）,adjective,I was a bit alarmed at/by how much weight she'd lost.,看到她瘦了那麼多，我有點兒擔心了。,/əˈlɑːmd/,/əˈlɑːrmd/
alarming,使人驚恐的，引起恐慌的；令人擔憂的,adjective,alarming news,令人恐慌的消息,/əˈlɑːmɪŋ/,/əˈlɑːrmɪŋ/
alcohol,酒;酒精，乙醇,noun,Most wines contain around twelve percent alcohol.,大多數的葡萄酒酒精含量都在12%左右。,/ˈælkəhɒl/,/ˈælkəhɔːl/
alcoholic,含酒精的,adjective,alcoholic drinks,含酒精的飲料,/ˌælkəˈhɒlɪk/,/ˌælkəˈhɑːlɪk/
alive,活（著）的;在世的,adjective,She's alive and well and living in New Zealand.,她生活得很好，目前住在紐西蘭。,/əˈlaɪv/,/əˈlaɪv/
all,每一個；全部，全體；所有,determiner,The judge cleared the court of all but (= everyone except) herself and the witness.,法官命令所有人離開法庭，只留下她自己和證人。,/ɔːl/,/ɔːl/
allied,結盟的，聯盟的，同盟的,adjective,an allied offensive,聯合攻勢,/ˈælaɪd/,/ˈælaɪd/
allow,使有可能;允許，准許;容許,verb,Do you think Dad will allow you to go to Jamie's party?,你認為爸爸會允許你去參加傑米的聚會嗎？,/əˈlaʊ/,/əˈlaʊ/
allow for,顧及，考慮到;為…留出餘地,phrasal verb,We allowed for living expenses of £20 a day.,我們每天給自己留出20英鎊的生活費用。,,
all right,（在某種程度上）令人滿意的，尚可的，還算可以的,adjective,"I wouldn't say she's rich, but she's doing all right.",我不能說她很富有，但是她日子過得還可以。,,
ally,（尤指戰時的）同盟國，盟友,noun,"During the First World War, Turkey was an ally of Germany.",美國是英國最忠實的盟友之一。,/ˈælaɪ/,/ˈælaɪ/
almost,幾乎，差不多，差一點，將近,adverb,She's almost 30.,她差不多快30歲了。,/ˈɔːlməʊst/,/ˈɔːlməʊst/
alone,單獨（的），獨自（的）;孤獨的（地），無伴的（地）,adjective,He likes being alone in the house.,他喜歡自己一個人呆在家裡。,/əˈləʊn/,/əˈləʊn/
along,沿著，順著，循著,preposition,a romantic walk along the beach/river,沿著海灘／河邊的浪漫散步,/əˈlɒŋ/,/əˈlɔːŋ/
alongside,在…旁邊；與…一起,preposition,A car pulled up alongside (ours).,一輛車開過來停在（我們車的）旁邊。,/əˌlɒŋˈsaɪd/,/əˌlɔːŋˈsaɪd/
aloud,大聲地;出聲地,adverb,He read her letter aloud to the rest of the family.,他把她的信大聲讀給家人聽。,/əˈlaʊd/,/əˈlaʊd/
alphabet,字母表,noun,the Roman/Cyrillic alphabet,羅馬/西瑞爾字母表,/ˈælfəbet/,/ˈælfəbet/
alphabetical,按字母排序的,adjective,an alphabetical list,按字母順序排列的名單,/ˌælfəˈbetɪkl/,/ˌælfəˈbetɪkl/
alphabetically,按字母順序地,adverb,I've arranged the pictures of the animals alphabetically from aardvark to zebra.,我按字母順序排列了動物的圖片，從aardvark（土豚）到zebra（斑馬）。,/ˌælfəˈbetɪkli/,/ˌælfəˈbetɪkli/
already,已經，早已,adverb,I asked him to come to the exhibition but he'd already seen it.,我請他去看展覽，可他早就看過了。,/ɔːlˈredi/,/ɔːlˈredi/
also,而且（也），此外（還）,adverb,She's a photographer and also writes books.,她是個攝影師，還是個作家。,/ˈɔːlsəʊ/,/ˈɔːlsəʊ/
alter,（通常指輕微地）改動，修改;改變，（使）變化,verb,We've had to alter some of our plans.,我們不得不對一些計劃作出改動。,/ˈɔːltə(r)/,/ˈɔːltər/
alternative,（計劃或方法）可替代的；可供選擇的,adjective,The opposition parties have so far failed to set out an alternative strategy.,反對黨到目前為止還沒有提出其他的策略。,/ɔːlˈtɜːnətɪv/,/ɔːlˈtɜːrnətɪv/
alternatively,（用來建議別種可能性）要不，或者,adverb,"We could go to the Indian restaurant, or alternatively, we could try that new Italian place.",我們可以去那家印度餐館，或者也可以到那家新開的義大利餐館嚐嚐。,/ɔːlˈtɜːnətɪvli/,/ɔːlˈtɜːrnətɪvli/
although,雖然，儘管,conjunction,"She walked home by herself, although she knew that it was dangerous.",她一個人步行回家，儘管她知道那樣做很危險。,/ɔːlˈðəʊ/,/ɔːlˈðəʊ/
altogether,總共，一共,adverb,"That'll be $52.50 altogether, please.",一共是52.5英鎊。,/ˌɔːltəˈɡeðə(r)/,/ˌɔːltəˈɡeðər/
always,總是;老是;每次都,adverb,It's always cold in this room.,這間屋裡總是那麼冷。,/ˈɔːlweɪz/,/ˈɔːlweɪz/
a.m.,（主語是第一人稱單數時）是,verb,Am I included?,包括我嗎？,,
amaze,使大為驚奇，使驚愕,verb,I was amazed by how well he looked.,看到他氣色這麼好，我大為驚奇。,/əˈmeɪz/,/əˈmeɪz/
amazed,十分驚奇的，驚愕的,adjective,She was amazed at how calm she felt after the accident.,事故發生後她是如此鎮定，這讓她自己都覺得驚奇。,/əˈmeɪzd/,/əˈmeɪzd/
amazing,令人驚詫的，驚人的；令人驚喜的,adjective,This stain remover really works - it's amazing!,這種去汙劑很有效——真想不到！,/əˈmeɪzɪŋ/,/əˈmeɪzɪŋ/
ambition,抱負；志向；雄心；野心,noun,His ambition is ultimately to run his own business.,他的抱負是最終能夠經營自己的公司。,/æmˈbɪʃn/,/æmˈbɪʃn/
ambulance,救護車,noun,I called an ambulance.,我叫了救護車。,/ˈæmbjələns/,/ˈæmbjələns/
among,在…中;為…所環繞,preposition,I saw a few familiar faces among the crowd.,我在人群中看見了幾張熟悉的面孔。,/əˈmʌŋ/,/əˈmʌŋ/
amount,（尤指不可數事物的）數量；數額；量；總數,noun,They didn't deliver the right amount of sand.,他們運來的沙子數量不對。,/əˈmaʊnt/,/əˈmaʊnt/
amount to,達到;總計,phrasal verb,"Their annual fuel bills amounted to over £6,000.",他们年燃料支出总额高达6千英镑。,,
amuse,（尤指透過幽默的言行）逗樂，逗笑;給…提供消遣（或娛樂）,verb,I've brought an article from yesterday's paper that I thought might amuse you.,我帶來了昨天報上的一篇文章，或許可以讓你開懷一笑。,/əˈmjuːz/,/əˈmjuːz/
amused,被逗樂的;感到好笑的,adjective,an amused smile,開心的微笑,/əˈmjuːzd/,/əˈmjuːzd/
amusing,好笑的，有趣的;引人發笑的,adjective,an amusing story/person/situation,有趣的故事／風趣的人／好笑的場面,/əˈmjuːzɪŋ/,/əˈmjuːzɪŋ/
analyse,分析,verb,Water samples taken from streams were analysed for contamination by chemicals.,對水質樣本進行分析，來測定溪流是否已受到化學品的污染。,/ˈænəlaɪz/,/ˈænəlaɪz/
analysis,分析,noun,Our financial experts conducted an independent analysis of the investment plan's performance.,克萊爾對於局勢的分析讓我很感興趣。,/əˈnæləsɪs/,/əˈnæləsɪs/
ancient,古代的；古老的；年代久遠的,adjective,ancient civilizations/rights/laws,古代文明／自古有之的權利／古代法律,/ˈeɪnʃənt/,/ˈeɪnʃənt/
and,（用於連接兩個詞、片語、句子成分或相關語句）和，及，又，並,conjunction,Ann and Jim,安和吉姆,/ənd/,/ən/
anger,怒，憤怒；怒火,noun,"I think he feels a lot of anger towards his father, who treated him very badly as a child.",我想，他對父親耿耿於懷，是因為小時候受到了他的虐待。,/ˈæŋɡə(r)/,/ˈæŋɡər/
angle,角;角度,noun,The interior angles of a square are right angles or angles of 90 degrees.,正方形的內角是直角，即90度角。,/ˈæŋɡl/,/ˈæŋɡl/
angrily,生氣地|憤怒地,adverb,"""Don't do that!"" she shouted angrily.",‘別那麽幹’她生氣地大聲喊道。,/ˈæŋɡrəli/,/ˈæŋɡrəli/
angry,發怒的，憤怒的，生氣的,adjective,He's really angry at/with me for upsetting Sophie.,因為我惹了索菲，他很生我的氣。,/ˈæŋɡri/,/ˈæŋɡri/
animal,（除人、鳥、魚和昆蟲之外的）動物；獸；牲畜,noun,wild/domestic animals,野生動物／家畜,/ˈænɪml/,/ˈænɪml/
ankle,踝關節;踝,noun,I fell over and twisted my ankle.,,/ˈæŋkl/,/ˈæŋkl/
anniversary,週年紀念；週年紀念日,noun,We always celebrate our wedding anniversary with dinner in an expensive restaurant.,我們總是去豪華飯店就餐來慶祝我們的結婚紀念日。,/ˌænɪˈvɜːsəri/,/ˌænɪˈvɜːrsəri/
announce,（尤指公開地）宣佈，宣告，通告,verb,They announced the death of their mother in the local paper.,他們在一家當地報紙上刊登了母親去世的訃告。,/əˈnaʊns/,/əˈnaʊns/
annoy,煩擾;打攪;使煩惱,verb,Tina really annoyed me in the meeting this morning.,在今天上午的會上，蒂娜真是把我氣壞了。,/əˈnɔɪ/,/əˈnɔɪ/
annoyed,生氣的；煩惱的,adjective,I was so annoyed with him for turning up late.,他姍姍來遲，我很生氣。,/əˈnɔɪd/,/əˈnɔɪd/
annoying,討厭的;惱人的,adjective,It's really annoying when a train is late and there's no explanation.,火車延誤而又不作任何解釋，這很令人惱火。,/əˈnɔɪɪŋ/,/əˈnɔɪɪŋ/
annual,一年一度的;每年的,adjective,an annual event/visit/holiday,年度大事／每年一次的訪問／每年的假期,/ˈænjuəl/,/ˈænjuəl/
annually,一年一度地;每年地,adverb,"Your starting salary is £23,000 per annum and will be reviewed annually.",你的起薪是每年23000英鎊，以後每年核定一次。,/ˈænjuəli/,/ˈænjuəli/
another,又一的，再一個的,determiner,I'm going to have another piece of cake.,我要再吃塊蛋糕。,/əˈnʌðə(r)/,/əˈnʌðər/
answer,回答;作答;答應;答覆;答案,noun,"In answer to your letter of 30 May, I am writing to accept your offer of £3,575 in compensation.",茲覆貴方5月30日來函，今特告我方接受貴方3575英鎊賠償金的提議。,/ˈɑːnsə(r)/,/ˈænsər/
anti-,反對的，對抗的,adjective,We've received a lot of anti letters about that newspaper article.,我們收到了很多信，都表明反對報紙上的那篇文章。,,
anticipate,預期，期望;預料,verb,We don't anticipate any trouble.,我們不希望出現任何問題。,/ænˈtɪsɪpeɪt/,/ænˈtɪsɪpeɪt/
anxiety,焦慮，不安，擔心,noun,Children normally feel a lot of anxiety about their first day at school.,第一天上學，孩子通常都會感到非常不安。,/æŋˈzaɪəti/,/æŋˈzaɪəti/
anxious,焦慮的，不安的，擔心的,adjective,My mother always gets a bit anxious if we don't arrive when we say we will.,如果我們沒有在說好的時間到達，我母親總會有些擔心。,/ˈæŋkʃəs/,/ˈæŋkʃəs/
anxiously,焦急地,adverb,We waited anxiously by the phone.,我們在電話旁焦急地等待著。,/ˈæŋkʃəsli/,/ˈæŋkʃəsli/
any,一些；一點；若干,determiner,Is there any of that lemon cake left?,檸檬蛋糕有沒有剩下一點啊？,/ˈeni/,/ˈeni/
anyone,（用於疑問句和否定句中）有人，任何人,pronoun,I haven't spoken to anyone all day.,我一整天都沒跟任何人說過話。,/ˈeniwʌn/,/ˈeniwʌn/
anything,（用於疑問句或否定句中）任何事物，任何東西,pronoun,Is there anything I can do to help?,有甚麼地方我可以幫忙的嗎？,/ˈeniθɪŋ/,/ˈeniθɪŋ/
anyway,不管怎樣;無論如何;仍然,adverb,Of course I don't mind taking you home - I'm going that way anyway.,我當然可以把你送回家——反正我也是順路。,/ˈeniweɪ/,/ˈeniweɪ/
anywhere,在（或去）任何地方;隨便哪個地方,adverb,You won't find a better plumber anywhere in England.,在英格蘭任何地方你都找不到比他更好的水管工了。,/ˈeniweə(r)/,/ˈeniwer/
apart,（指空間或時間）相隔，相距,adverb,Stand with your feet wide apart.,兩腿叉開站立，雙腳間距要大。,/əˈpɑːt/,/əˈpɑːrt/
apartment,公寓套房,noun,I'll give you the keys to my apartment.,我會把我公寓的鎖匙給你。,/əˈpɑːtmənt/,/əˈpɑːrtmənt/
apologize,道歉;認錯;謝罪,verb,I must apologize to Isobel for my lateness.,我遲到了，必須向伊莎貝爾道個歉。,/əˈpɒlədʒaɪz/,/əˈpɑːlədʒaɪz/
apparent,清晰可見的；顯而易見的；明白易懂的,adjective,Her unhappiness was apparent to everyone.,誰都看得出她很不開心。,/əˈpærənt/,/əˈpærənt/
apparently,據…所知；看來；據說；聽說,adverb,Apparently it's going to rain today.,看來今天會下雨。,/əˈpærəntli/,/əˈpærəntli/
appeal,（尤指向公眾的）呼籲，籲請，求助，懇求,noun,They're launching (= starting) an appeal to raise money for famine victims.,他們正在呼籲社會為饑民捐款。,/əˈpiːl/,/əˈpiːl/
appear,出現;呈現;顯現,verb,He suddenly appeared in the doorway.,他突然出現在門口。,/əˈpɪə(r)/,/əˈpɪr/
appearance,（公開）露面,noun,It was his first appearance on television/television appearance as president.,這是他就任總統以來首次在電視上亮相。,/əˈpɪərəns/,/əˈpɪrəns/
apple,蘋果,noun,to peel an apple,削蘋果,/ˈæpl/,/ˈæpl/
